EuroPheno.stock_id,pheno_date,who,measurement_no,leaf_length_cm,leaf_width_cm,leaf_ligule,stem_count,canopy_height
28035,09/08/2014,eey9,11,37.9,1.4,True,,
28035,09/08/2014,eey9,12,15.4,1.0,True,,
28035,16/08/2014,eey9,0,,,,268,157
28035,16/08/2014,eey9,1,9.4,1.3,True,,
28035,16/08/2014,eey9,2,19.3,1.6,True,,
28035,16/08/2014,eey9,3,35.4,1.9,True,,
28035,16/08/2014,eey9,4,42.3,1.6,True,,
28035,16/08/2014,eey9,5,50.1,1.6,True,,
28035,16/08/2014,eey9,6,57.0,1.8,True,,
28035,16/08/2014,eey9,7,65.1,1.3,True,,
28035,16/08/2014,eey9,8,66.3,1.6,True,,
28035,16/08/2014,eey9,9,60.4,1.7,True,,
28035,16/08/2014,eey9,10,55.7,1.6,True,,
28035,16/08/2014,eey9,11,37.9,1.4,True,,
28035,16/08/2014,eey9,12,15.4,1.0,True,,
28035,21/08/2014,eey9,0,,,,374,158
28035,21/08/2014,eey9,1,9.4,1.3,True,,
28035,21/08/2014,eey9,2,19.3,1.6,True,,
28035,21/08/2014,eey9,3,35.4,1.9,True,,
28035,21/08/2014,eey9,4,42.3,1.6,True,,
28035,21/08/2014,eey9,5,50.1,1.6,True,,
28035,21/08/2014,eey9,6,57.0,1.8,True,,
28035,21/08/2014,eey9,7,65.1,1.3,True,,
28035,21/08/2014,eey9,8,66.3,1.6,True,,
28035,21/08/2014,eey9,9,60.4,1.7,True,,
28035,21/08/2014,eey9,10,55.7,1.6,True,,
28035,21/08/2014,eey9,11,37.9,1.4,True,,
28035,21/08/2014,eey9,12,15.4,1.0,True,,
28035,28/08/2014,eey9,0,,,,261,149
28035,28/08/2014,eey9,1,9.4,1.3,True,,
28035,28/08/2014,eey9,2,19.3,1.6,True,,
28035,28/08/2014,eey9,3,35.4,1.9,True,,
28035,28/08/2014,eey9,4,42.3,1.6,True,,
28035,28/08/2014,eey9,5,50.1,1.6,True,,
28035,28/08/2014,eey9,6,57.0,1.8,True,,
28035,28/08/2014,eey9,7,65.1,1.3,True,,
28035,28/08/2014,eey9,8,66.3,1.6,True,,
28035,28/08/2014,eey9,9,60.4,1.7,True,,
28035,28/08/2014,eey9,10,55.7,1.6,True,,
28035,28/08/2014,eey9,11,37.9,1.4,True,,
28035,28/08/2014,eey9,12,15.4,1.0,True,,
28035,02/09/2014,eey9,0,,,,241,142
28035,02/09/2014,eey9,1,9.4,1.3,True,,
28035,02/09/2014,eey9,2,19.3,1.6,True,,
28035,02/09/2014,eey9,3,35.4,1.9,True,,
28035,02/09/2014,eey9,4,42.3,1.6,True,,
28035,02/09/2014,eey9,5,50.1,1.6,True,,
28035,02/09/2014,eey9,6,57.0,1.8,True,,
28035,02/09/2014,eey9,7,65.1,1.3,True,,
28035,02/09/2014,eey9,8,66.3,1.6,True,,
28035,02/09/2014,eey9,9,60.4,1.7,True,,
28035,02/09/2014,eey9,10,55.7,1.6,True,,
28035,02/09/2014,eey9,11,37.9,1.4,True,,
28035,02/09/2014,eey9,12,15.4,1.0,True,,
28035,12/09/2014,eey9,0,,,,289,156
28035,12/09/2014,eey9,1,9.4,1.3,True,,
28035,12/09/2014,eey9,2,19.3,1.6,True,,
28035,12/09/2014,eey9,3,35.4,1.9,True,,
28035,12/09/2014,eey9,4,42.3,1.6,True,,
28035,12/09/2014,eey9,5,50.1,1.6,True,,
28035,12/09/2014,eey9,6,57.0,1.8,True,,
28035,12/09/2014,eey9,7,65.1,1.3,True,,
28035,12/09/2014,eey9,8,66.3,1.6,True,,
28035,12/09/2014,eey9,9,60.4,1.7,True,,
28035,12/09/2014,eey9,10,55.7,1.6,True,,
28035,12/09/2014,eey9,11,37.9,1.4,True,,
28035,12/09/2014,eey9,12,15.4,1.0,True,,
28035,16/09/2014,eey9,0,,,,295,152
28035,16/09/2014,eey9,7,65.1,1.3,True,,
28035,16/09/2014,eey9,8,66.3,1.6,True,,
28035,16/09/2014,eey9,9,60.4,1.7,True,,
28035,16/09/2014,eey9,10,55.7,1.6,True,,
28035,16/09/2014,eey9,11,37.9,1.4,True,,
28035,16/09/2014,eey9,12,15.4,1.0,True,,
28035,22/10/2014,eey9,0,,,,295,158
28035,03/11/2014,eey9,0,,,,322,158
