EuroPheno.stock_id,pheno_date,who,measurement_no,leaf_length_cm,leaf_width_cm,leaf_ligule,stem_count,canopy_height
28092,02/09/2014,eey9,0,,,,116,91
28092,02/09/2014,eey9,1,4.0,0.4,True,,
28092,02/09/2014,eey9,2,24.9,0.7,True,,
28092,02/09/2014,eey9,3,29.1,0.7,True,,
28092,02/09/2014,eey9,4,34.4,0.8,True,,
28092,02/09/2014,eey9,5,38.4,0.8,True,,
28092,02/09/2014,eey9,6,41.5,0.8,True,,
28092,02/09/2014,eey9,7,45.2,0.8,True,,
28092,02/09/2014,eey9,8,43.2,0.8,True,,
28092,02/09/2014,eey9,9,41.0,0.9,True,,
28092,02/09/2014,eey9,10,40.5,0.8,True,,
28092,02/09/2014,eey9,11,32.2,0.6,True,,
28092,02/09/2014,eey9,12,22.3,0.5,True,,
28092,12/09/2014,eey9,0,,,,98,99
28092,12/09/2014,eey9,1,4.0,0.4,True,,
28092,12/09/2014,eey9,2,24.9,0.7,True,,
28092,12/09/2014,eey9,3,29.1,0.7,True,,
28092,12/09/2014,eey9,4,34.4,0.8,True,,
28092,12/09/2014,eey9,5,38.4,0.8,True,,
28092,12/09/2014,eey9,6,41.5,0.8,True,,
28092,12/09/2014,eey9,7,45.2,0.8,True,,
28092,12/09/2014,eey9,8,43.2,0.8,True,,
28092,12/09/2014,eey9,9,41.0,0.9,True,,
28092,12/09/2014,eey9,10,40.5,0.8,True,,
28092,12/09/2014,eey9,11,32.2,0.6,True,,
28092,12/09/2014,eey9,12,22.3,0.5,True,,
28092,16/09/2014,eey9,0,,,,113,84
28092,16/09/2014,eey9,1,4.0,0.4,True,,
28092,16/09/2014,eey9,2,24.9,0.7,True,,
28092,16/09/2014,eey9,3,29.1,0.7,True,,
28092,16/09/2014,eey9,4,34.4,0.8,True,,
28092,16/09/2014,eey9,5,38.4,0.8,True,,
28092,16/09/2014,eey9,6,41.5,0.8,True,,
28092,16/09/2014,eey9,7,45.2,0.8,True,,
28092,16/09/2014,eey9,8,43.2,0.8,True,,
28092,16/09/2014,eey9,9,41.0,0.9,True,,
28092,16/09/2014,eey9,10,40.5,0.8,True,,
28092,16/09/2014,eey9,11,32.2,0.6,True,,
28092,16/09/2014,eey9,12,22.3,0.5,True,,
28092,22/10/2014,eey9,0,,,,168,86
28092,22/10/2014,eey9,12,22.3,0.5,True,,
28092,03/11/2014,eey9,0,,,,142,86
28088,29/05/2014,eey9,0,,,,182,82
28088,29/05/2014,eey9,1,18.0,1.0,True,,
28088,29/05/2014,eey9,2,40.3,1.1,True,,
28088,29/05/2014,eey9,3,54.9,1.3,True,,
28088,29/05/2014,eey9,4,53.0,1.3,False,,
28088,03/06/2014,eey9,0,,,,104,96
28088,03/06/2014,eey9,1,18.0,1.0,True,,
28088,03/06/2014,eey9,2,40.3,1.1,True,,
28088,03/06/2014,eey9,3,54.9,1.3,True,,
28088,03/06/2014,eey9,4,67.1,1.1,True,,
28088,03/06/2014,eey9,5,46.0,1.2,False,,
28088,11/06/2014,eey9,0,,,,156,124
28088,11/06/2014,eey9,1,18.0,1.0,True,,
28088,11/06/2014,eey9,2,40.3,1.1,True,,
28088,11/06/2014,eey9,3,54.9,1.3,True,,
28088,11/06/2014,eey9,4,67.1,1.1,True,,
28088,11/06/2014,eey9,5,72.0,1.4,False,,
28088,11/06/2014,eey9,6,53.2,1.3,False,,
28088,20/06/2014,eey9,0,,,,168,137
28088,20/06/2014,eey9,1,18.0,1.0,True,,
28088,20/06/2014,eey9,2,40.3,1.1,True,,
28088,20/06/2014,eey9,3,54.9,1.3,True,,
28088,20/06/2014,eey9,4,67.1,1.1,True,,
28088,20/06/2014,eey9,5,73.7,1.2,False,,
28088,20/06/2014,eey9,6,53.2,1.3,False,,
28088,20/06/2014,eey9,7,25.0,0.3,False,,
28088,27/06/2014,eey9,0,,,,188,144
28088,27/06/2014,eey9,1,18.0,1.0,True,,
28088,27/06/2014,eey9,2,40.3,1.1,True,,
28088,27/06/2014,eey9,3,54.9,1.3,True,,
28088,27/06/2014,eey9,4,67.1,1.1,True,,
28088,27/06/2014,eey9,5,75.4,1.2,True,,
28088,27/06/2014,eey9,6,67.2,1.3,False,,
28088,27/06/2014,eey9,7,45.6,0.8,False,,
28088,27/06/2014,eey9,8,23.4,0.2,False,,
28088,01/07/2014,eey9,0,,,,184,153
28088,01/07/2014,eey9,1,18.0,1.0,True,,
28088,01/07/2014,eey9,2,40.3,1.1,True,,
28088,01/07/2014,eey9,3,54.9,1.3,True,,
28088,01/07/2014,eey9,4,67.1,1.1,True,,
28088,01/07/2014,eey9,5,75.4,1.2,True,,
28088,01/07/2014,eey9,6,68.6,1.1,True,,
28088,01/07/2014,eey9,7,55.4,0.7,False,,
28088,01/07/2014,eey9,8,24.4,0.5,False,,
28088,01/07/2014,eey9,9,9.3,0.1,False,,
28088,09/07/2014,eey9,0,,,,224,148
28088,09/07/2014,eey9,1,18.0,1.0,True,,
28088,09/07/2014,eey9,2,40.3,1.1,True,,
28088,09/07/2014,eey9,3,54.9,1.3,True,,
28088,09/07/2014,eey9,4,67.1,1.1,True,,
28088,09/07/2014,eey9,5,75.4,1.2,True,,
28088,09/07/2014,eey9,6,68.6,1.1,True,,
28088,09/07/2014,eey9,7,68.1,1.1,False,,
28088,09/07/2014,eey9,8,50.6,1.0,False,,
28088,09/07/2014,eey9,9,24.3,0.5,False,,
28088,18/07/2014,eey9,0,,,,254,156
28088,18/07/2014,eey9,1,18.0,1.0,True,,
28088,18/07/2014,eey9,2,40.3,1.1,True,,
28088,18/07/2014,eey9,3,54.9,1.3,True,,
28088,18/07/2014,eey9,4,67.1,1.1,True,,
28088,18/07/2014,eey9,5,75.4,1.2,True,,
28088,18/07/2014,eey9,6,68.6,1.1,True,,
28088,18/07/2014,eey9,7,69.1,1.2,True,,
28088,18/07/2014,eey9,8,66.9,1.1,False,,
28088,18/07/2014,eey9,9,46.4,1.2,False,,
28088,23/07/2014,eey9,0,,,,265,154
28088,23/07/2014,eey9,1,18.0,1.0,True,,
28088,23/07/2014,eey9,2,40.3,1.1,True,,
28088,23/07/2014,eey9,3,54.9,1.3,True,,
28088,23/07/2014,eey9,4,67.1,1.1,True,,
28088,23/07/2014,eey9,5,75.4,1.2,True,,
28088,23/07/2014,eey9,6,68.6,1.1,True,,
28088,23/07/2014,eey9,7,69.1,1.2,True,,
28088,23/07/2014,eey9,8,68.3,1.3,True,,
28088,23/07/2014,eey9,9,55.1,1.2,False,,
28088,23/07/2014,eey9,10,30.5,0.6,False,,
28088,01/08/2014,eey9,0,,,,289,155
28088,01/08/2014,eey9,1,18.0,1.0,True,,
28088,01/08/2014,eey9,2,40.3,1.1,True,,
28088,01/08/2014,eey9,3,54.9,1.3,True,,
28088,01/08/2014,eey9,4,67.1,1.1,True,,
28088,01/08/2014,eey9,5,75.4,1.2,True,,
28088,01/08/2014,eey9,6,68.6,1.1,True,,
28088,01/08/2014,eey9,7,69.1,1.2,True,,
28088,01/08/2014,eey9,8,68.3,1.3,True,,
28088,01/08/2014,eey9,9,62.2,1.3,False,,
28088,01/08/2014,eey9,10,41.6,1.2,False,,
28088,01/08/2014,eey9,11,16.0,0.2,False,,
28088,09/08/2014,eey9,0,,,,275,164
28088,09/08/2014,eey9,1,18.0,1.0,True,,
28088,09/08/2014,eey9,2,40.3,1.1,True,,
28088,09/08/2014,eey9,3,54.9,1.3,True,,
28088,09/08/2014,eey9,4,67.1,1.1,True,,
28088,09/08/2014,eey9,5,75.4,1.2,True,,
28088,09/08/2014,eey9,6,68.6,1.1,True,,
28088,09/08/2014,eey9,7,69.1,1.2,True,,
28088,09/08/2014,eey9,8,68.3,1.3,True,,
28088,09/08/2014,eey9,9,62.7,1.3,True,,
28088,09/08/2014,eey9,10,53.5,1.4,True,,
28088,09/08/2014,eey9,11,22.3,0.2,False,,
28088,16/08/2014,eey9,0,,,,302,162
28088,16/08/2014,eey9,1,18.0,1.0,True,,
28088,16/08/2014,eey9,2,40.3,1.1,True,,
28088,16/08/2014,eey9,3,54.9,1.3,True,,
28088,16/08/2014,eey9,4,67.1,1.1,True,,
28088,16/08/2014,eey9,5,75.4,1.2,True,,
28088,16/08/2014,eey9,6,68.6,1.1,True,,
28088,16/08/2014,eey9,7,69.1,1.2,True,,
28088,16/08/2014,eey9,8,68.3,1.3,True,,
28088,16/08/2014,eey9,9,62.7,1.3,True,,
28088,16/08/2014,eey9,10,53.5,1.4,True,,
28088,16/08/2014,eey9,11,45.0,1.5,True,,
28088,16/08/2014,eey9,12,31.6,1.1,False,,
28088,21/08/2014,eey9,0,,,,302,162
28088,21/08/2014,eey9,3,54.9,1.3,True,,
28088,21/08/2014,eey9,4,67.1,1.1,True,,
28088,21/08/2014,eey9,5,75.4,1.2,True,,
28088,21/08/2014,eey9,6,68.6,1.1,True,,
28088,21/08/2014,eey9,7,69.1,1.2,True,,
28088,21/08/2014,eey9,8,68.3,1.3,True,,
28088,21/08/2014,eey9,9,62.7,1.3,True,,
28088,21/08/2014,eey9,10,53.5,1.4,True,,
28088,21/08/2014,eey9,11,45.0,1.5,True,,
28088,21/08/2014,eey9,12,33.6,1.5,True,,
28088,21/08/2014,eey9,13,19.7,0.4,False,,
28088,28/08/2014,eey9,0,,,,327,163
28088,28/08/2014,eey9,3,54.9,1.3,True,,
28088,28/08/2014,eey9,4,67.1,1.1,True,,
28088,28/08/2014,eey9,5,75.4,1.2,True,,
28088,28/08/2014,eey9,6,68.6,1.1,True,,
28088,28/08/2014,eey9,7,69.1,1.2,True,,
28088,28/08/2014,eey9,8,68.3,1.3,True,,
28088,28/08/2014,eey9,9,62.7,1.3,True,,
28088,28/08/2014,eey9,10,53.5,1.4,True,,
28088,28/08/2014,eey9,11,45.0,1.5,True,,
28088,28/08/2014,eey9,12,33.6,1.5,True,,
28088,28/08/2014,eey9,13,20.9,1.1,True,,
28088,28/08/2014,eey9,14,10.4,0.5,True,,
28088,02/09/2014,eey9,0,,,,358,152
28088,02/09/2014,eey9,3,54.9,1.3,True,,
28088,02/09/2014,eey9,4,67.1,1.1,True,,
28088,02/09/2014,eey9,5,75.4,1.2,True,,
28088,02/09/2014,eey9,6,68.6,1.1,True,,
28088,02/09/2014,eey9,7,69.1,1.2,True,,
28088,02/09/2014,eey9,8,68.3,1.3,True,,
28088,02/09/2014,eey9,9,62.7,1.3,True,,
28088,02/09/2014,eey9,10,53.5,1.4,True,,
28088,02/09/2014,eey9,11,45.0,1.5,True,,
28088,02/09/2014,eey9,12,33.6,1.5,True,,
28088,02/09/2014,eey9,13,20.9,1.1,True,,
28088,02/09/2014,eey9,14,10.4,0.5,True,,
28088,12/09/2014,eey9,0,,,,305,166
28088,12/09/2014,eey9,3,54.9,1.3,True,,
28088,12/09/2014,eey9,4,67.1,1.1,True,,
28088,12/09/2014,eey9,5,75.4,1.2,True,,
28088,12/09/2014,eey9,6,68.6,1.1,True,,
28088,12/09/2014,eey9,7,69.1,1.2,True,,
28088,12/09/2014,eey9,8,68.3,1.3,True,,
28088,12/09/2014,eey9,9,62.7,1.3,True,,
28088,12/09/2014,eey9,10,53.5,1.4,True,,
28088,12/09/2014,eey9,11,45.0,1.5,True,,
28088,12/09/2014,eey9,12,33.6,1.5,True,,
28088,12/09/2014,eey9,13,20.9,1.1,True,,
28088,12/09/2014,eey9,14,10.4,0.5,True,,
28088,16/09/2014,eey9,0,,,,306,165
28088,16/09/2014,eey9,3,54.9,1.3,True,,
28088,16/09/2014,eey9,4,67.1,1.1,True,,
28088,16/09/2014,eey9,5,75.4,1.2,True,,
28088,16/09/2014,eey9,6,68.6,1.1,True,,
28088,16/09/2014,eey9,7,69.1,1.2,True,,
28088,16/09/2014,eey9,8,68.3,1.3,True,,
28088,16/09/2014,eey9,9,62.7,1.3,True,,
28088,16/09/2014,eey9,10,53.5,1.4,True,,
28088,16/09/2014,eey9,11,45.0,1.5,True,,
28088,16/09/2014,eey9,12,33.6,1.5,True,,
28088,16/09/2014,eey9,13,20.9,1.1,True,,
28088,16/09/2014,eey9,14,10.4,0.5,True,,
28088,22/10/2014,eey9,0,,,,297,152
28088,22/10/2014,eey9,9,62.7,1.3,True,,
28088,22/10/2014,eey9,10,53.5,1.4,True,,
28088,22/10/2014,eey9,11,45.0,1.5,True,,
28088,22/10/2014,eey9,12,33.6,1.5,True,,
28088,22/10/2014,eey9,13,20.9,1.1,True,,
28088,22/10/2014,eey9,14,10.4,0.5,True,,
28088,03/11/2014,eey9,0,,,,319,154
28088,03/11/2014,eey9,11,45.0,1.5,True,,
28088,03/11/2014,eey9,12,33.6,1.5,True,,
28088,03/11/2014,eey9,13,20.9,1.1,True,,
28088,03/11/2014,eey9,14,10.4,0.5,True,,
28080,29/05/2014,eey9,0,,,,194,92
28080,29/05/2014,eey9,1,30.3,1.3,True,,
28080,29/05/2014,eey9,2,44.1,1.4,True,,
28080,29/05/2014,eey9,3,49.7,1.5,False,,
28080,29/05/2014,eey9,4,30.6,1.5,False,,
28080,03/06/2014,eey9,0,,,,236,105
28080,03/06/2014,eey9,1,30.3,1.3,True,,
28080,03/06/2014,eey9,2,44.1,1.4,True,,
28080,03/06/2014,eey9,3,49.7,1.5,False,,
28080,03/06/2014,eey9,4,48.2,1.3,False,,
28080,03/06/2014,eey9,5,27.6,1.1,False,,
28080,11/06/2014,eey9,0,,,,277,119
28080,11/06/2014,eey9,1,30.3,1.3,True,,
28080,11/06/2014,eey9,2,44.1,1.4,True,,
28080,11/06/2014,eey9,3,49.7,1.5,False,,
28080,11/06/2014,eey9,4,62.6,1.5,False,,
28080,11/06/2014,eey9,5,56.0,1.4,False,,
28080,20/06/2014,eey9,0,,,,267,134
28080,20/06/2014,eey9,1,30.3,1.3,True,,
28080,20/06/2014,eey9,2,44.1,1.4,True,,
28080,20/06/2014,eey9,3,49.7,1.5,False,,
28080,20/06/2014,eey9,4,65.2,1.7,False,,
28080,20/06/2014,eey9,5,72.3,1.5,False,,
28080,20/06/2014,eey9,6,64.7,1.5,False,,
28080,20/06/2014,eey9,7,36.4,0.9,False,,
28080,27/06/2014,eey9,0,,,,292,151
28080,27/06/2014,eey9,1,30.3,1.3,True,,
28080,27/06/2014,eey9,2,44.1,1.4,True,,
28080,27/06/2014,eey9,3,49.7,1.5,False,,
28080,27/06/2014,eey9,4,65.2,1.7,True,,
28080,27/06/2014,eey9,5,72.3,1.5,True,,
28080,27/06/2014,eey9,6,67.2,1.3,False,,
28080,27/06/2014,eey9,7,42.0,1.2,False,,
28080,27/06/2014,eey9,8,20.2,0.2,False,,
28080,01/07/2014,eey9,0,,,,263,154
28080,01/07/2014,eey9,1,30.3,1.3,True,,
28080,01/07/2014,eey9,2,44.1,1.4,True,,
28080,01/07/2014,eey9,3,49.7,1.5,False,,
28080,01/07/2014,eey9,4,65.2,1.7,True,,
28080,01/07/2014,eey9,5,72.3,1.5,True,,
28080,01/07/2014,eey9,6,69.4,1.4,False,,
28080,01/07/2014,eey9,7,53.2,1.2,False,,
28080,01/07/2014,eey9,8,27.7,0.3,False,,
28080,09/07/2014,eey9,0,,,,291,156
28080,09/07/2014,eey9,1,50.7,1.2,True,,
28080,09/07/2014,eey9,2,68.5,1.6,True,,
28080,09/07/2014,eey9,3,77.6,2.6,True,,
28080,09/07/2014,eey9,4,70.9,1.6,False,,
28080,09/07/2014,eey9,5,71.3,1.7,False,,
28080,09/07/2014,eey9,6,55.3,1.4,False,,
28080,09/07/2014,eey9,7,13.6,0.2,False,,
28080,18/07/2014,eey9,0,,,,299,154
28080,18/07/2014,eey9,1,50.7,1.2,True,,
28080,18/07/2014,eey9,2,68.5,1.6,True,,
28080,18/07/2014,eey9,3,77.6,2.6,True,,
28080,18/07/2014,eey9,4,70.7,1.6,True,,
28080,18/07/2014,eey9,5,73.1,1.8,True,,
28080,18/07/2014,eey9,6,64.5,1.6,False,,
28080,18/07/2014,eey9,7,41.5,0.5,False,,
28080,23/07/2014,eey9,0,,,,298,166
28080,23/07/2014,eey9,1,50.7,1.2,True,,
28080,23/07/2014,eey9,2,68.5,1.6,True,,
28080,23/07/2014,eey9,3,77.6,2.6,True,,
28080,23/07/2014,eey9,4,70.7,1.6,True,,
28080,23/07/2014,eey9,5,73.1,1.8,True,,
28080,23/07/2014,eey9,6,66.5,1.7,True,,
28080,23/07/2014,eey9,7,50.7,1.6,False,,
28080,23/07/2014,eey9,8,20.1,0.1,False,,
28080,01/08/2014,eey9,0,,,,319,160
28080,01/08/2014,eey9,1,50.7,1.2,True,,
28080,01/08/2014,eey9,2,68.5,1.6,True,,
28080,01/08/2014,eey9,3,77.6,2.6,True,,
28080,01/08/2014,eey9,4,70.7,1.6,True,,
28080,01/08/2014,eey9,5,73.1,1.8,True,,
28080,01/08/2014,eey9,6,66.5,1.7,True,,
28080,01/08/2014,eey9,7,54.1,1.7,True,,
28080,01/08/2014,eey9,8,34.6,0.6,False,,
28080,09/08/2014,eey9,0,,,,320,164
28080,09/08/2014,eey9,1,50.7,1.2,True,,
28080,09/08/2014,eey9,2,68.5,1.6,True,,
28080,09/08/2014,eey9,3,77.6,2.6,True,,
28080,09/08/2014,eey9,4,70.7,1.6,True,,
28080,09/08/2014,eey9,5,73.1,1.8,True,,
28080,09/08/2014,eey9,6,66.5,1.7,True,,
28080,09/08/2014,eey9,7,54.1,1.7,True,,
28080,09/08/2014,eey9,8,44.2,1.9,True,,
28080,09/08/2014,eey9,9,31.9,0.9,False,,
28080,16/08/2014,eey9,0,,,,313,169
28080,16/08/2014,eey9,1,50.7,1.2,True,,
28080,16/08/2014,eey9,2,68.5,1.6,True,,
28080,16/08/2014,eey9,3,77.6,2.6,True,,
28080,16/08/2014,eey9,4,70.7,1.6,True,,
28080,16/08/2014,eey9,5,73.1,1.8,True,,
28080,16/08/2014,eey9,6,66.5,1.7,True,,
28080,16/08/2014,eey9,7,54.1,1.7,True,,
28080,16/08/2014,eey9,8,44.2,1.9,True,,
28080,16/08/2014,eey9,9,38.3,1.7,True,,
28080,16/08/2014,eey9,10,25.1,0.6,False,,
28080,21/08/2014,eey9,0,,,,307,157
28080,21/08/2014,eey9,1,50.7,1.2,True,,
28080,21/08/2014,eey9,2,68.5,1.6,True,,
28080,21/08/2014,eey9,3,77.6,2.6,True,,
28080,21/08/2014,eey9,4,70.7,1.6,True,,
28080,21/08/2014,eey9,5,73.1,1.8,True,,
28080,21/08/2014,eey9,6,66.5,1.7,True,,
28080,21/08/2014,eey9,7,54.1,1.7,True,,
28080,21/08/2014,eey9,8,44.2,1.9,True,,
28080,21/08/2014,eey9,9,38.3,1.7,True,,
28080,21/08/2014,eey9,10,28.2,1.3,False,,
28080,28/08/2014,eey9,0,,,,305,165
28080,28/08/2014,eey9,1,50.7,1.2,True,,
28080,28/08/2014,eey9,2,68.5,1.6,True,,
28080,28/08/2014,eey9,3,77.6,2.6,True,,
28080,28/08/2014,eey9,4,70.7,1.6,True,,
28080,28/08/2014,eey9,5,73.1,1.8,True,,
28080,28/08/2014,eey9,6,66.5,1.7,True,,
28080,28/08/2014,eey9,7,54.1,1.7,True,,
28080,28/08/2014,eey9,8,44.2,1.9,True,,
28080,28/08/2014,eey9,9,38.3,1.7,True,,
28080,28/08/2014,eey9,10,34.2,1.8,False,,
28080,28/08/2014,eey9,11,20.2,0.4,False,,
28080,02/09/2014,eey9,0,,,,276,161
28080,02/09/2014,eey9,1,50.7,1.2,True,,
28080,02/09/2014,eey9,2,68.5,1.6,True,,
28080,02/09/2014,eey9,3,77.6,2.6,True,,
28080,02/09/2014,eey9,4,70.7,1.6,True,,
28080,02/09/2014,eey9,5,73.1,1.8,True,,
28080,02/09/2014,eey9,6,66.5,1.7,True,,
28080,02/09/2014,eey9,7,54.1,1.7,True,,
28080,02/09/2014,eey9,8,44.2,1.9,True,,
28080,02/09/2014,eey9,9,38.3,1.7,True,,
28080,02/09/2014,eey9,10,33.6,1.8,True,,
28080,02/09/2014,eey9,11,23.0,0.9,False,,
28080,12/09/2014,eey9,0,,,,307,171
28080,12/09/2014,eey9,1,50.7,1.2,True,,
28080,12/09/2014,eey9,2,68.5,1.6,True,,
28080,12/09/2014,eey9,3,77.6,2.6,True,,
28080,12/09/2014,eey9,4,70.7,1.6,True,,
28080,12/09/2014,eey9,5,73.1,1.8,True,,
28080,12/09/2014,eey9,6,66.5,1.7,True,,
28080,12/09/2014,eey9,7,54.1,1.7,True,,
28080,12/09/2014,eey9,8,44.2,1.9,True,,
28080,12/09/2014,eey9,9,38.3,1.7,True,,
28080,12/09/2014,eey9,10,33.6,1.8,True,,
28080,12/09/2014,eey9,11,22.7,1.6,True,,
28080,12/09/2014,eey9,12,12.5,0.5,False,,
28080,16/09/2014,eey9,0,,,,316,167
28080,16/09/2014,eey9,6,66.5,1.7,True,,
28080,16/09/2014,eey9,7,54.1,1.7,True,,
28080,16/09/2014,eey9,8,44.2,1.9,True,,
28080,16/09/2014,eey9,9,38.3,1.7,True,,
28080,16/09/2014,eey9,10,33.6,1.8,True,,
28080,16/09/2014,eey9,11,22.7,1.6,True,,
28080,16/09/2014,eey9,12,13.1,0.8,True,,
28080,22/10/2014,eey9,0,,,,325,168
28080,22/10/2014,eey9,10,33.6,1.8,True,,
28080,22/10/2014,eey9,11,22.7,1.6,True,,
28080,22/10/2014,eey9,12,13.1,0.8,True,,
28080,03/11/2014,eey9,0,,,,322,170
28080,03/11/2014,eey9,10,33.6,1.8,True,,
28080,03/11/2014,eey9,11,22.7,1.6,True,,
28080,03/11/2014,eey9,12,13.1,0.8,True,,
28035,29/05/2014,eey9,0,,,,238,68
28035,29/05/2014,eey9,1,9.4,1.3,True,,
28035,29/05/2014,eey9,2,19.3,1.6,True,,
28035,29/05/2014,eey9,3,35.4,1.9,True,,
28035,29/05/2014,eey9,4,42.3,1.6,True,,
28035,29/05/2014,eey9,5,34.6,1.2,False,,
28035,03/06/2014,eey9,0,,,,154,80
28035,03/06/2014,eey9,1,9.4,1.3,True,,
28035,03/06/2014,eey9,2,19.3,1.6,True,,
28035,03/06/2014,eey9,3,35.4,1.9,True,,
28035,03/06/2014,eey9,4,42.3,1.6,True,,
28035,03/06/2014,eey9,5,49.0,1.6,False,,
28035,03/06/2014,eey9,6,29.1,1.3,False,,
28035,11/06/2014,eey9,0,,,,195,102
28035,11/06/2014,eey9,1,9.4,1.3,True,,
28035,11/06/2014,eey9,2,19.3,1.6,True,,
28035,11/06/2014,eey9,3,35.4,1.9,True,,
28035,11/06/2014,eey9,4,42.3,1.6,True,,
28035,11/06/2014,eey9,5,50.1,1.6,True,,
28035,11/06/2014,eey9,6,54.8,1.8,False,,
28035,11/06/2014,eey9,7,37.0,1.3,False,,
28035,20/06/2014,eey9,0,,,,251,130
28035,20/06/2014,eey9,1,9.4,1.3,True,,
28035,20/06/2014,eey9,2,19.3,1.6,True,,
28035,20/06/2014,eey9,3,35.4,1.9,True,,
28035,20/06/2014,eey9,4,42.3,1.6,True,,
28035,20/06/2014,eey9,5,50.1,1.6,True,,
28035,20/06/2014,eey9,6,57.0,1.8,True,,
28035,20/06/2014,eey9,7,64.0,1.5,False,,
28035,20/06/2014,eey9,8,47.1,1.3,False,,
28035,20/06/2014,eey9,9,17.2,0.5,False,,
28035,27/06/2014,eey9,0,,,,209,130
28035,27/06/2014,eey9,1,9.4,1.3,True,,
28035,27/06/2014,eey9,2,19.3,1.6,True,,
28035,27/06/2014,eey9,3,35.4,1.9,True,,
28035,27/06/2014,eey9,4,42.3,1.6,True,,
28035,27/06/2014,eey9,5,50.1,1.6,True,,
28035,27/06/2014,eey9,6,57.0,1.8,True,,
28035,27/06/2014,eey9,7,65.1,1.3,True,,
28035,27/06/2014,eey9,8,59.1,1.5,False,,
28035,27/06/2014,eey9,9,31.9,1.2,False,,
28035,27/06/2014,eey9,10,18.7,0.2,False,,
28035,01/07/2014,eey9,0,,,,230,141
28035,01/07/2014,eey9,1,9.4,1.3,True,,
28035,01/07/2014,eey9,2,19.3,1.6,True,,
28035,01/07/2014,eey9,3,35.4,1.9,True,,
28035,01/07/2014,eey9,4,42.3,1.6,True,,
28035,01/07/2014,eey9,5,50.1,1.6,True,,
28035,01/07/2014,eey9,6,57.0,1.8,True,,
28035,01/07/2014,eey9,7,65.1,1.3,True,,
28035,01/07/2014,eey9,8,63.7,1.6,False,,
28035,01/07/2014,eey9,9,42.7,1.3,False,,
28035,01/07/2014,eey9,10,25.3,0.2,False,,
28035,09/07/2014,eey9,0,,,,246,149
28035,09/07/2014,eey9,1,9.4,1.3,True,,
28035,09/07/2014,eey9,2,19.3,1.6,True,,
28035,09/07/2014,eey9,3,35.4,1.9,True,,
28035,09/07/2014,eey9,4,42.3,1.6,True,,
28035,09/07/2014,eey9,5,50.1,1.6,True,,
28035,09/07/2014,eey9,6,57.0,1.8,True,,
28035,09/07/2014,eey9,7,65.1,1.3,True,,
28035,09/07/2014,eey9,8,66.3,1.6,True,,
28035,09/07/2014,eey9,9,55.2,1.2,False,,
28035,09/07/2014,eey9,10,36.2,1.1,False,,
28035,09/07/2014,eey9,11,7.1,0.1,False,,
28035,18/07/2014,eey9,0,,,,244,154
28035,18/07/2014,eey9,1,9.4,1.3,True,,
28035,18/07/2014,eey9,2,19.3,1.6,True,,
28035,18/07/2014,eey9,3,35.4,1.9,True,,
28035,18/07/2014,eey9,4,42.3,1.6,True,,
28035,18/07/2014,eey9,5,50.1,1.6,True,,
28035,18/07/2014,eey9,6,57.0,1.8,True,,
28035,18/07/2014,eey9,7,65.1,1.3,True,,
28035,18/07/2014,eey9,8,66.3,1.6,True,,
28035,18/07/2014,eey9,9,60.4,1.7,True,,
28035,18/07/2014,eey9,10,55.1,1.5,False,,
28035,18/07/2014,eey9,11,29.0,1.0,False,,
28035,23/07/2014,eey9,0,,,,262,157
28035,23/07/2014,eey9,1,9.4,1.3,True,,
28035,23/07/2014,eey9,2,19.3,1.6,True,,
28035,23/07/2014,eey9,3,35.4,1.9,True,,
28035,23/07/2014,eey9,4,42.3,1.6,True,,
28035,23/07/2014,eey9,5,50.1,1.6,True,,
28035,23/07/2014,eey9,6,57.0,1.8,True,,
28035,23/07/2014,eey9,7,65.1,1.3,True,,
28035,23/07/2014,eey9,8,66.3,1.6,True,,
28035,23/07/2014,eey9,9,60.4,1.7,True,,
28035,23/07/2014,eey9,10,55.7,1.6,True,,
28035,23/07/2014,eey9,11,37.6,1.3,False,,
28035,23/07/2014,eey9,12,14.8,0.3,False,,
28035,01/08/2014,eey9,0,,,,270,153
28035,01/08/2014,eey9,1,9.4,1.3,True,,
28035,01/08/2014,eey9,2,19.3,1.6,True,,
28035,01/08/2014,eey9,3,35.4,1.9,True,,
28035,01/08/2014,eey9,4,42.3,1.6,True,,
28035,01/08/2014,eey9,5,50.1,1.6,True,,
28035,01/08/2014,eey9,6,57.0,1.8,True,,
28035,01/08/2014,eey9,7,65.1,1.3,True,,
28035,01/08/2014,eey9,8,66.3,1.6,True,,
28035,01/08/2014,eey9,9,60.4,1.7,True,,
28035,01/08/2014,eey9,10,55.7,1.6,True,,
28035,01/08/2014,eey9,11,37.9,1.4,True,,
28035,01/08/2014,eey9,12,15.4,1.0,True,,
28035,09/08/2014,eey9,0,,,,250,162
28035,09/08/2014,eey9,1,9.4,1.3,True,,
28035,09/08/2014,eey9,2,19.3,1.6,True,,
28035,09/08/2014,eey9,3,35.4,1.9,True,,
28035,09/08/2014,eey9,4,42.3,1.6,True,,
28035,09/08/2014,eey9,5,50.1,1.6,True,,
28035,09/08/2014,eey9,6,57.0,1.8,True,,
28035,09/08/2014,eey9,7,65.1,1.3,True,,
28035,09/08/2014,eey9,8,66.3,1.6,True,,
28035,09/08/2014,eey9,9,60.4,1.7,True,,
28035,09/08/2014,eey9,10,55.7,1.6,True,,
