EuroPheno.stock_id,genotype,pheno_date,pseudo_rep_no,measurement_no,leaf_length_cm,leaf_width_cm,canopy_height,stem_count,base_diameter_1,base_diameter_2,stem_diam_half_height,field_flowering_score,time_taken,who,tallest_stem
77722,Mx 3437#132,12/09/2016,28,1,7.5,1.1,,,,,,,11:49,eey9,
77722,Mx 3437#132,12/09/2016,28,2,49.0,1.6,,,,,,,11:49,eey9,
77722,Mx 3437#132,12/09/2016,28,3,69.0,1.8,,,,,,,11:49,eey9,
77722,Mx 3437#132,12/09/2016,28,4,78.0,1.9,,,,,,,11:50,eey9,
77722,Mx 3437#132,12/09/2016,28,5,83.0,1.9,,,,,,,11:50,eey9,
77722,Mx 3437#132,12/09/2016,28,6,85.0,1.7,,,,,,,11:50,eey9,
77722,Mx 3437#132,12/09/2016,28,7,88.0,1.7,,,,,,,11:50,eey9,
77722,Mx 3437#132,12/09/2016,28,8,87.0,1.9,,,,,,,11:51,eey9,
77722,Mx 3437#132,12/09/2016,28,9,88.0,1.9,,,,,,,11:51,eey9,
77722,Mx 3437#132,12/09/2016,28,10,95.0,2.2,,,,,,,11:51,eey9,
77722,Mx 3437#132,12/09/2016,28,11,65.0,2.1,,,,,,,11:51,eey9,
77722,Mx 3437#132,12/09/2016,28,12,39.0,1.2,,,,,,,11:52,eey9,
77722,Mx 3437#132,12/09/2016,29,0,,,157.0,24,28,29,6.0,0,11:52,eey9,134.0
77722,Mx 3437#132,12/09/2016,29,1,33.0,1.8,,,,,,,11:54,eey9,
77722,Mx 3437#132,12/09/2016,29,2,63.0,2.0,,,,,,,11:55,eey9,
77722,Mx 3437#132,12/09/2016,29,3,66.0,2.0,,,,,,,11:55,eey9,
77722,Mx 3437#132,12/09/2016,29,4,34.0,2.0,,,,,,,11:56,eey9,
77722,Mx 3437#132,12/09/2016,29,5,67.0,2.1,,,,,,,11:56,eey9,
77722,Mx 3437#132,12/09/2016,29,6,76.0,1.9,,,,,,,11:56,eey9,
77722,Mx 3437#132,12/09/2016,29,7,76.0,1.6,,,,,,,11:56,eey9,
77722,Mx 3437#132,12/09/2016,29,8,84.0,1.8,,,,,,,11:57,eey9,
77722,Mx 3437#132,12/09/2016,29,9,95.0,1.7,,,,,,,11:57,eey9,
77722,Mx 3437#132,12/09/2016,29,10,88.0,2.1,,,,,,,11:57,eey9,
77722,Mx 3437#132,12/09/2016,29,11,84.0,2.1,,,,,,,11:57,eey9,
77722,Mx 3437#132,12/09/2016,29,12,57.0,1.5,,,,,,,11:57,eey9,
77722,Mx 3437#132,12/09/2016,29,13,32.0,0.4,,,,,,,11:58,eey9,
77722,Mx 3437#132,12/09/2016,30,0,,,262.0,43,30,35,11.0,0,11:58,eey9,223.0
77722,Mx 3437#132,12/09/2016,30,1,70.0,1.6,,,,,,,12:00,eey9,
77722,Mx 3437#132,12/09/2016,30,2,72.0,2.0,,,,,,,12:01,eey9,
77722,Mx 3437#132,12/09/2016,30,3,71.0,2.6,,,,,,,12:01,eey9,
77722,Mx 3437#132,12/09/2016,30,4,73.0,2.8,,,,,,,12:02,eey9,
77722,Mx 3437#132,12/09/2016,30,5,73.0,2.6,,,,,,,12:02,eey9,
77722,Mx 3437#132,12/09/2016,30,6,75.0,2.2,,,,,,,12:02,eey9,
77722,Mx 3437#132,12/09/2016,30,7,82.0,2.0,,,,,,,12:02,eey9,
77722,Mx 3437#132,12/09/2016,30,8,86.0,1.7,,,,,,,12:03,eey9,
77722,Mx 3437#132,12/09/2016,30,9,83.0,1.8,,,,,,,12:03,eey9,
77722,Mx 3437#132,12/09/2016,30,10,89.0,2.2,,,,,,,12:04,eey9,
77722,Mx 3437#132,12/09/2016,30,11,93.0,2.5,,,,,,,12:04,eey9,
77722,Mx 3437#132,12/09/2016,30,12,94.0,2.8,,,,,,,12:04,eey9,
77722,Mx 3437#132,12/09/2016,30,13,89.0,2.9,,,,,,,12:04,eey9,
77722,Mx 3437#132,12/09/2016,30,14,66.0,1.6,,,,,,,12:05,eey9,
77726,Mx 3539#6,12/09/2016,16,0,,,242.0,19,29,20,7.0,0,12:08,eey9,198.0
77726,Mx 3539#6,12/09/2016,16,1,39.0,1.7,,,,,,,12:09,eey9,
77726,Mx 3539#6,12/09/2016,16,2,59.0,1.9,,,,,,,12:10,eey9,
77726,Mx 3539#6,12/09/2016,16,3,37.0,1.8,,,,,,,12:10,eey9,
77726,Mx 3539#6,12/09/2016,16,4,52.0,2.1,,,,,,,12:10,eey9,
77726,Mx 3539#6,12/09/2016,16,5,65.0,2.2,,,,,,,12:11,eey9,
77726,Mx 3539#6,12/09/2016,16,6,43.0,2.0,,,,,,,12:11,eey9,
77726,Mx 3539#6,12/09/2016,16,7,53.0,2.0,,,,,,,12:11,eey9,
77726,Mx 3539#6,12/09/2016,16,8,75.0,2.5,,,,,,,12:11,eey9,
77726,Mx 3539#6,12/09/2016,16,9,76.0,2.5,,,,,,,12:12,eey9,
77726,Mx 3539#6,12/09/2016,16,10,75.0,2.1,,,,,,,12:12,eey9,
77726,Mx 3539#6,12/09/2016,16,11,85.0,2.7,,,,,,,12:12,eey9,
77726,Mx 3539#6,12/09/2016,16,12,52.0,1.8,,,,,,,12:12,eey9,
77726,Mx 3539#6,12/09/2016,17,0,,,235.0,61,23,26,8.0,0,12:13,eey9,201.0
77726,Mx 3539#6,12/09/2016,17,1,34.0,1.0,,,,,,,12:14,eey9,
77726,Mx 3539#6,12/09/2016,17,2,48.0,0.8,,,,,,,12:15,eey9,
77726,Mx 3539#6,12/09/2016,17,3,30.0,1.8,,,,,,,12:15,eey9,
77726,Mx 3539#6,12/09/2016,17,4,71.0,2.0,,,,,,,12:16,eey9,
77726,Mx 3539#6,12/09/2016,17,5,82.0,2.2,,,,,,,12:16,eey9,
77726,Mx 3539#6,12/09/2016,17,6,86.0,2.0,,,,,,,12:16,eey9,
77726,Mx 3539#6,12/09/2016,17,7,93.0,2.4,,,,,,,12:16,eey9,
77726,Mx 3539#6,12/09/2016,17,8,86.0,2.8,,,,,,,12:16,eey9,
77726,Mx 3539#6,12/09/2016,17,9,90.0,2.8,,,,,,,12:17,eey9,
77726,Mx 3539#6,12/09/2016,17,10,79.0,2.8,,,,,,,12:17,eey9,
77726,Mx 3539#6,12/09/2016,17,11,53.0,1.0,,,,,,,12:17,eey9,
77726,Mx 3539#6,12/09/2016,18,0,,,262.0,40,28,27,10.0,0,12:18,eey9,230.0
77726,Mx 3539#6,12/09/2016,18,1,56.0,2.5,,,,,,,12:19,eey9,
77726,Mx 3539#6,12/09/2016,18,2,66.0,2.5,,,,,,,12:20,eey9,
77726,Mx 3539#6,12/09/2016,18,3,72.0,2.2,,,,,,,12:20,eey9,
77726,Mx 3539#6,12/09/2016,18,4,78.0,2.4,,,,,,,12:20,eey9,
77726,Mx 3539#6,12/09/2016,18,5,70.0,2.4,,,,,,,12:20,eey9,
77726,Mx 3539#6,12/09/2016,18,6,74.0,2.6,,,,,,,12:21,eey9,
77726,Mx 3539#6,12/09/2016,18,7,78.0,2.4,,,,,,,12:21,eey9,
77726,Mx 3539#6,12/09/2016,18,8,80.0,2.6,,,,,,,12:22,eey9,
77726,Mx 3539#6,12/09/2016,18,9,83.0,2.2,,,,,,,12:22,eey9,
77726,Mx 3539#6,12/09/2016,18,10,83.0,2.4,,,,,,,12:22,eey9,
77726,Mx 3539#6,12/09/2016,18,11,56.0,2.4,,,,,,,12:22,eey9,
77726,Mx 3539#6,12/09/2016,19,0,,,230.0,34,22,23,6.0,0,12:23,eey9,187.0
77726,Mx 3539#6,12/09/2016,19,1,53.0,1.6,,,,,,,12:25,eey9,
77726,Mx 3539#6,12/09/2016,19,2,66.0,2.1,,,,,,,12:25,eey9,
77726,Mx 3539#6,12/09/2016,19,3,90.0,1.6,,,,,,,12:25,eey9,
77726,Mx 3539#6,12/09/2016,19,4,88.0,1.9,,,,,,,12:25,eey9,
77726,Mx 3539#6,12/09/2016,19,5,93.0,2.2,,,,,,,12:26,eey9,
77726,Mx 3539#6,12/09/2016,19,6,91.0,2.2,,,,,,,12:26,eey9,
77726,Mx 3539#6,12/09/2016,19,7,87.0,2.6,,,,,,,12:26,eey9,
77726,Mx 3539#6,12/09/2016,19,8,70.0,2.5,,,,,,,12:26,eey9,
77726,Mx 3539#6,12/09/2016,19,9,40.0,0.3,,,,,,,12:27,eey9,
77726,Mx 3539#6,12/09/2016,20,0,,,255.0,58,26,28,7.0,0,12:27,eey9,213.0
77726,Mx 3539#6,12/09/2016,20,1,59.0,1.7,,,,,,,12:29,eey9,
77726,Mx 3539#6,12/09/2016,20,2,65.0,1.9,,,,,,,12:30,eey9,
77726,Mx 3539#6,12/09/2016,20,3,65.0,1.8,,,,,,,12:30,eey9,
77726,Mx 3539#6,12/09/2016,20,4,69.0,1.9,,,,,,,12:30,eey9,
77726,Mx 3539#6,12/09/2016,20,5,70.0,2.1,,,,,,,12:30,eey9,
77726,Mx 3539#6,12/09/2016,20,6,78.0,2.2,,,,,,,12:31,eey9,
77726,Mx 3539#6,12/09/2016,20,7,79.0,2.1,,,,,,,12:31,eey9,
77726,Mx 3539#6,12/09/2016,20,8,82.0,2.3,,,,,,,12:31,eey9,
77726,Mx 3539#6,12/09/2016,20,9,80.0,2.4,,,,,,,12:31,eey9,
77726,Mx 3539#6,12/09/2016,20,10,83.0,2.4,,,,,,,12:32,eey9,
77726,Mx 3539#6,12/09/2016,20,11,84.0,2.2,,,,,,,12:32,eey9,
77726,Mx 3539#6,12/09/2016,20,12,68.0,2.2,,,,,,,12:32,eey9,
77726,Mx 3539#6,12/09/2016,20,13,37.0,0.5,,,,,,,12:34,eey9,
77742,Mx 3539#22,12/09/2016,1,0,,,254.0,65,28,25,6.0,0,13:39,eey9,208.0
77742,Mx 3539#22,12/09/2016,1,1,39.0,1.6,,,,,,,13:41,eey9,
77742,Mx 3539#22,12/09/2016,1,2,74.0,1.6,,,,,,,13:41,eey9,
77742,Mx 3539#22,12/09/2016,1,3,88.0,1.8,,,,,,,13:42,eey9,
77742,Mx 3539#22,12/09/2016,1,4,82.0,1.7,,,,,,,13:42,eey9,
77742,Mx 3539#22,12/09/2016,1,5,87.0,1.8,,,,,,,13:42,eey9,
77742,Mx 3539#22,12/09/2016,1,6,92.0,2.0,,,,,,,13:42,eey9,
77742,Mx 3539#22,12/09/2016,1,7,83.0,2.2,,,,,,,13:42,eey9,
77742,Mx 3539#22,12/09/2016,1,8,81.0,2.2,,,,,,,13:43,eey9,
77742,Mx 3539#22,12/09/2016,1,9,56.0,1.6,,,,,,,13:43,eey9,
77742,Mx 3539#22,12/09/2016,2,0,,,232.0,35,22,19,7.0,0,13:43,eey9,193.0
77742,Mx 3539#22,12/09/2016,2,1,64.0,1.2,,,,,,,13:45,eey9,
77742,Mx 3539#22,12/09/2016,2,2,70.0,1.3,,,,,,,13:46,eey9,
77742,Mx 3539#22,12/09/2016,2,3,89.0,1.5,,,,,,,13:46,eey9,
77742,Mx 3539#22,12/09/2016,2,4,89.0,1.2,,,,,,,13:46,eey9,
77742,Mx 3539#22,12/09/2016,2,5,95.0,1.7,,,,,,,13:46,eey9,
77742,Mx 3539#22,12/09/2016,2,6,89.0,1.7,,,,,,,13:47,eey9,
77742,Mx 3539#22,12/09/2016,2,7,90.0,2.5,,,,,,,13:47,eey9,
77742,Mx 3539#22,12/09/2016,2,8,92.0,2.3,,,,,,,13:47,eey9,
77742,Mx 3539#22,12/09/2016,2,9,86.0,2.4,,,,,,,13:47,eey9,
77742,Mx 3539#22,12/09/2016,2,10,83.0,1.8,,,,,,,13:48,eey9,
77742,Mx 3539#22,12/09/2016,3,0,,,262.0,80,28,31,7.0,0,13:48,eey9,224.0
77742,Mx 3539#22,12/09/2016,3,1,70.0,2.8,,,,,,,13:50,eey9,
77742,Mx 3539#22,12/09/2016,3,2,76.0,2.6,,,,,,,13:51,eey9,
77742,Mx 3539#22,12/09/2016,3,3,88.0,2.2,,,,,,,13:51,eey9,
77742,Mx 3539#22,12/09/2016,3,4,97.0,2.4,,,,,,,13:51,eey9,
77742,Mx 3539#22,12/09/2016,3,5,95.0,2.4,,,,,,,13:51,eey9,
77742,Mx 3539#22,12/09/2016,3,6,97.0,2.8,,,,,,,13:52,eey9,
77742,Mx 3539#22,12/09/2016,3,7,90.0,3.3,,,,,,,13:52,eey9,
77742,Mx 3539#22,12/09/2016,3,8,92.0,3.1,,,,,,,13:52,eey9,
77742,Mx 3539#22,12/09/2016,3,9,92.0,3.1,,,,,,,13:52,eey9,
77742,Mx 3539#22,12/09/2016,3,10,55.0,1.7,,,,,,,13:53,eey9,
77742,Mx 3539#22,12/09/2016,4,0,,,203.0,6,14,13,6.0,0,13:53,eey9,195.0
77742,Mx 3539#22,12/09/2016,4,1,44.0,1.0,,,,,,,13:54,eey9,
77742,Mx 3539#22,12/09/2016,4,2,66.0,1.2,,,,,,,13:55,eey9,
77742,Mx 3539#22,12/09/2016,4,3,72.0,1.4,,,,,,,13:55,eey9,
77742,Mx 3539#22,12/09/2016,4,4,79.0,1.5,,,,,,,13:56,eey9,
77742,Mx 3539#22,12/09/2016,4,5,81.0,1.8,,,,,,,13:56,eey9,
77742,Mx 3539#22,12/09/2016,4,6,79.0,2.0,,,,,,,13:56,eey9,
77742,Mx 3539#22,12/09/2016,4,7,82.0,2.1,,,,,,,13:57,eey9,
77742,Mx 3539#22,12/09/2016,4,8,81.0,2.1,,,,,,,13:57,eey9,
77742,Mx 3539#22,12/09/2016,4,9,60.0,1.7,,,,,,,13:57,eey9,
77742,Mx 3539#22,12/09/2016,5,0,,,245.0,75,24,29,6.0,0,13:58,eey9,194.0
77742,Mx 3539#22,12/09/2016,5,1,59.0,1.8,,,,,,,14:05,eey9,
77742,Mx 3539#22,12/09/2016,5,2,65.0,1.7,,,,,,,14:06,eey9,
77742,Mx 3539#22,12/09/2016,5,3,74.0,2.2,,,,,,,14:06,eey9,
77742,Mx 3539#22,12/09/2016,5,4,88.0,2.2,,,,,,,14:06,eey9,
77742,Mx 3539#22,12/09/2016,5,5,96.0,2.5,,,,,,,14:06,eey9,
77742,Mx 3539#22,12/09/2016,5,6,89.0,2.6,,,,,,,14:07,eey9,
77742,Mx 3539#22,12/09/2016,5,7,95.0,2.7,,,,,,,14:07,eey9,
77742,Mx 3539#22,12/09/2016,5,8,97.0,2.6,,,,,,,14:07,eey9,
77742,Mx 3539#22,12/09/2016,5,9,93.0,3.2,,,,,,,14:07,eey9,
77742,Mx 3539#22,12/09/2016,5,10,88.0,3.0,,,,,,,14:08,eey9,
77742,Mx 3539#22,12/09/2016,5,11,72.0,2.7,,,,,,,14:08,eey9,
77742,Mx 3539#22,12/09/2016,5,12,43.0,0.8,,,,,,,14:08,eey9,
77756,Mx 3536#10,12/09/2016,1,0,,,224.0,423,24,34,7.0,0,14:36,eey9,180.0
77756,Mx 3536#10,12/09/2016,1,1,63.0,2.5,,,,,,,14:38,eey9,
77756,Mx 3536#10,12/09/2016,1,2,84.0,2.5,,,,,,,14:39,eey9,
77756,Mx 3536#10,12/09/2016,1,3,96.0,2.6,,,,,,,14:39,eey9,
77756,Mx 3536#10,12/09/2016,1,4,90.0,2.5,,,,,,,14:39,eey9,
77756,Mx 3536#10,12/09/2016,1,5,90.0,2.4,,,,,,,14:39,eey9,
77756,Mx 3536#10,12/09/2016,1,6,96.0,2.0,,,,,,,14:39,eey9,
77756,Mx 3536#10,12/09/2016,1,7,97.0,1.8,,,,,,,14:39,eey9,
77756,Mx 3536#10,12/09/2016,1,8,96.0,2.2,,,,,,,14:40,eey9,
77756,Mx 3536#10,12/09/2016,1,9,57.0,1.6,,,,,,,14:40,eey9,
77756,Mx 3536#10,12/09/2016,2,0,,,232.0,36,30,22,9.0,0,14:40,eey9,172.0
77756,Mx 3536#10,12/09/2016,2,1,43.0,1.2,,,,,,,14:43,eey9,
77756,Mx 3536#10,12/09/2016,2,2,35.0,1.7,,,,,,,14:44,eey9,
77756,Mx 3536#10,12/09/2016,2,3,58.0,1.8,,,,,,,14:44,eey9,
77756,Mx 3536#10,12/09/2016,2,4,76.0,1.9,,,,,,,14:44,eey9,
77756,Mx 3536#10,12/09/2016,2,5,96.0,1.7,,,,,,,14:45,eey9,
77756,Mx 3536#10,12/09/2016,2,6,108.0,1.7,,,,,,,14:45,eey9,
77756,Mx 3536#10,12/09/2016,2,7,109.0,1.9,,,,,,,14:45,eey9,
77756,Mx 3536#10,12/09/2016,2,8,102.0,2.1,,,,,,,14:46,eey9,
77756,Mx 3536#10,12/09/2016,2,9,98.0,2.2,,,,,,,14:46,eey9,
77756,Mx 3536#10,12/09/2016,2,10,67.0,2.0,,,,,,,14:46,eey9,
77756,Mx 3536#10,12/09/2016,3,0,,,238.0,35,27,25,8.0,0,14:47,eey9,175.0
77756,Mx 3536#10,12/09/2016,3,1,45.0,2.2,,,,,,,14:48,eey9,
77756,Mx 3536#10,12/09/2016,3,2,82.0,1.8,,,,,,,14:49,eey9,
77756,Mx 3536#10,12/09/2016,3,3,90.0,1.8,,,,,,,14:49,eey9,
77756,Mx 3536#10,12/09/2016,3,4,96.0,1.6,,,,,,,14:49,eey9,
77756,Mx 3536#10,12/09/2016,3,5,92.0,1.6,,,,,,,14:50,eey9,
77756,Mx 3536#10,12/09/2016,3,6,97.0,1.8,,,,,,,14:50,eey9,
77756,Mx 3536#10,12/09/2016,3,7,103.0,2.0,,,,,,,14:50,eey9,
77756,Mx 3536#10,12/09/2016,3,8,94.0,2.2,,,,,,,14:50,eey9,
77756,Mx 3536#10,12/09/2016,3,9,99.0,2.2,,,,,,,14:51,eey9,
77756,Mx 3536#10,12/09/2016,3,10,93.0,2.1,,,,,,,14:51,eey9,
77756,Mx 3536#10,12/09/2016,3,11,75.0,1.4,,,,,,,14:51,eey9,
77756,Mx 3536#10,12/09/2016,4,0,,,223.0,25,21,24,8.0,0,14:52,eey9,179.0
77756,Mx 3536#10,12/09/2016,4,1,51.0,1.8,,,,,,,14:54,eey9,
77756,Mx 3536#10,12/09/2016,4,2,69.0,2.2,,,,,,,14:54,eey9,
77756,Mx 3536#10,12/09/2016,4,3,82.0,2.2,,,,,,,14:54,eey9,
77756,Mx 3536#10,12/09/2016,4,4,85.0,2.0,,,,,,,14:55,eey9,
77756,Mx 3536#10,12/09/2016,4,5,90.0,2.0,,,,,,,14:55,eey9,
77756,Mx 3536#10,12/09/2016,4,6,88.0,1.6,,,,,,,14:55,eey9,
77756,Mx 3536#10,12/09/2016,4,7,92.0,2.0,,,,,,,14:55,eey9,
77756,Mx 3536#10,12/09/2016,4,8,88.0,2.1,,,,,,,14:56,eey9,
77756,Mx 3536#10,12/09/2016,4,9,80.0,2.2,,,,,,,14:56,eey9,
77756,Mx 3536#10,12/09/2016,4,10,59.0,1.5,,,,,,,14:56,eey9,
77756,Mx 3536#10,12/09/2016,5,0,,,260.0,36,26,24,10.0,0,14:57,eey9,203.0
77756,Mx 3536#10,12/09/2016,5,1,76.0,2.6,,,,,,,15:00,eey9,
77756,Mx 3536#10,12/09/2016,5,2,89.0,2.7,,,,,,,15:00,eey9,
77756,Mx 3536#10,12/09/2016,5,3,91.0,2.7,,,,,,,15:00,eey9,
77756,Mx 3536#10,12/09/2016,5,4,97.0,2.6,,,,,,,15:01,eey9,
77756,Mx 3536#10,12/09/2016,5,5,103.0,3.1,,,,,,,15:01,eey9,
77756,Mx 3536#10,12/09/2016,5,6,99.0,3.0,,,,,,,15:01,eey9,
77756,Mx 3536#10,12/09/2016,5,7,99.0,2.8,,,,,,,15:01,eey9,
77756,Mx 3536#10,12/09/2016,5,8,72.0,2.8,,,,,,,15:02,eey9,
77756,Mx 3536#10,12/09/2016,5,9,91.0,3.0,,,,,,,15:02,eey9,
77756,Mx 3536#10,12/09/2016,5,10,91.0,2.5,,,,,,,15:02,eey9,
77756,Mx 3536#10,12/09/2016,5,11,80.0,3.0,,,,,,,15:03,eey9,
77756,Mx 3536#10,12/09/2016,5,12,63.0,0.3,,,,,,,15:03,eey9,
77761,Mx 3524#3,12/09/2016,6,0,,,135.0,54,26,28,7.0,0,15:19,eey9,96.0
77761,Mx 3524#3,12/09/2016,6,1,37.0,1.8,,,,,,,15:22,eey9,
77761,Mx 3524#3,12/09/2016,6,2,49.0,2.0,,,,,,,15:22,eey9,
77761,Mx 3524#3,12/09/2016,6,3,52.0,1.8,,,,,,,15:22,eey9,
77761,Mx 3524#3,12/09/2016,6,4,58.0,2.0,,,,,,,15:23,eey9,
77761,Mx 3524#3,12/09/2016,6,5,65.0,2.0,,,,,,,15:23,eey9,
77761,Mx 3524#3,12/09/2016,6,6,75.0,1.7,,,,,,,15:23,eey9,
77761,Mx 3524#3,12/09/2016,6,7,76.0,1.4,,,,,,,15:23,eey9,
77761,Mx 3524#3,12/09/2016,6,8,77.0,1.7,,,,,,,15:24,eey9,
77761,Mx 3524#3,12/09/2016,6,9,68.0,1.7,,,,,,,15:24,eey9,
77761,Mx 3524#3,12/09/2016,6,10,43.0,1.6,,,,,,,15:24,eey9,
77761,Mx 3524#3,12/09/2016,7,0,,,150.0,37,34,32,7.0,0,15:24,eey9,110.0
77761,Mx 3524#3,12/09/2016,7,1,23.0,1.0,,,,,,,15:26,eey9,
77761,Mx 3524#3,12/09/2016,7,2,36.0,1.7,,,,,,,15:27,eey9,
77761,Mx 3524#3,12/09/2016,7,3,50.0,1.4,,,,,,,15:27,eey9,
77761,Mx 3524#3,12/09/2016,7,4,66.0,1.5,,,,,,,15:27,eey9,
77761,Mx 3524#3,12/09/2016,7,5,76.0,1.4,,,,,,,15:27,eey9,
77761,Mx 3524#3,12/09/2016,7,6,81.0,1.6,,,,,,,15:27,eey9,
77761,Mx 3524#3,12/09/2016,7,7,81.0,1.8,,,,,,,15:28,eey9,
77761,Mx 3524#3,12/09/2016,7,8,76.0,1.9,,,,,,,15:28,eey9,
77761,Mx 3524#3,12/09/2016,7,9,56.0,1.6,,,,,,,15:28,eey9,
77761,Mx 3524#3,12/09/2016,7,10,31.0,1.2,,,,,,,15:28,eey9,
77761,Mx 3524#3,12/09/2016,8,0,,,183.0,37,26,23,6.0,0,15:29,eey9,137.0
77761,Mx 3524#3,12/09/2016,8,1,38.0,1.8,,,,,,,15:30,eey9,
77761,Mx 3524#3,12/09/2016,8,2,52.0,2.0,,,,,,,15:31,eey9,
77761,Mx 3524#3,12/09/2016,8,3,59.0,1.9,,,,,,,15:31,eey9,
77761,Mx 3524#3,12/09/2016,8,4,69.0,2.0,,,,,,,15:32,eey9,
77761,Mx 3524#3,12/09/2016,8,5,73.0,2.2,,,,,,,15:32,eey9,
77761,Mx 3524#3,12/09/2016,8,6,74.0,2.0,,,,,,,15:32,eey9,
77761,Mx 3524#3,12/09/2016,8,7,73.0,2.0,,,,,,,15:32,eey9,
77761,Mx 3524#3,12/09/2016,8,8,79.0,2.0,,,,,,,15:32,eey9,
77761,Mx 3524#3,12/09/2016,8,9,77.0,2.1,,,,,,,15:32,eey9,
77761,Mx 3524#3,12/09/2016,8,10,75.0,2.1,,,,,,,15:33,eey9,
77761,Mx 3524#3,12/09/2016,8,11,60.0,2.2,,,,,,,15:33,eey9,
77761,Mx 3524#3,12/09/2016,8,12,30.0,0.7,,,,,,,15:33,eey9,
77761,Mx 3524#3,12/09/2016,9,0,,,177.0,25,30,30,8.0,0,15:33,eey9,134.0
77761,Mx 3524#3,12/09/2016,9,1,20.0,1.0,,,,,,,15:35,eey9,
77761,Mx 3524#3,12/09/2016,9,2,23.0,2.2,,,,,,,15:35,eey9,
77761,Mx 3524#3,12/09/2016,9,3,42.0,1.8,,,,,,,15:35,eey9,
77761,Mx 3524#3,12/09/2016,9,4,62.0,1.8,,,,,,,15:36,eey9,
77761,Mx 3524#3,12/09/2016,9,5,63.0,2.5,,,,,,,15:36,eey9,
77761,Mx 3524#3,12/09/2016,9,6,64.0,2.4,,,,,,,15:36,eey9,
77761,Mx 3524#3,12/09/2016,9,7,73.0,2.3,,,,,,,15:36,eey9,
77761,Mx 3524#3,12/09/2016,9,8,82.0,2.2,,,,,,,15:37,eey9,
77761,Mx 3524#3,12/09/2016,9,9,92.0,2.0,,,,,,,15:37,eey9,
77761,Mx 3524#3,12/09/2016,9,10,88.0,2.2,,,,,,,15:37,eey9,
77761,Mx 3524#3,12/09/2016,9,11,84.0,2.5,,,,,,,15:37,eey9,
77761,Mx 3524#3,12/09/2016,9,12,58.0,2.0,,,,,,,15:37,eey9,
77761,Mx 3524#3,12/09/2016,9,13,44.0,1.5,,,,,,,15:38,eey9,
77761,Mx 3524#3,12/09/2016,10,0,,,164.0,32,29,20,7.0,0,15:38,eey9,130.0
77761,Mx 3524#3,12/09/2016,10,1,39.0,1.4,,,,,,,15:39,eey9,
77761,Mx 3524#3,12/09/2016,10,2,59.0,1.8,,,,,,,15:40,eey9,
77761,Mx 3524#3,12/09/2016,10,3,69.0,1.7,,,,,,,15:40,eey9,
77761,Mx 3524#3,12/09/2016,10,4,76.0,1.6,,,,,,,15:40,eey9,
77761,Mx 3524#3,12/09/2016,10,5,85.0,1.4,,,,,,,15:41,eey9,
77761,Mx 3524#3,12/09/2016,10,6,78.0,1.5,,,,,,,15:41,eey9,
77761,Mx 3524#3,12/09/2016,10,7,93.0,1.6,,,,,,,15:41,eey9,
77761,Mx 3524#3,12/09/2016,10,8,93.0,1.6,,,,,,,15:41,eey9,
77761,Mx 3524#3,12/09/2016,10,9,93.0,1.8,,,,,,,15:42,eey9,
77761,Mx 3524#3,12/09/2016,10,10,57.0,1.6,,,,,,,15:42,eey9,
77761,Mx 3524#3,12/09/2016,10,11,20.0,0.4,,,,,,,15:42,eey9,
77780,Mx 3524#22,12/09/2016,16,0,,,146.0,46,34,25,7.0,0,15:43,eey9,120.0
77780,Mx 3524#22,12/09/2016,16,1,22.0,1.2,,,,,,,15:45,eey9,
77780,Mx 3524#22,12/09/2016,16,2,40.0,1.6,,,,,,,15:46,eey9,
77780,Mx 3524#22,12/09/2016,16,3,43.0,1.4,,,,,,,15:46,eey9,
77780,Mx 3524#22,12/09/2016,16,4,45.0,1.8,,,,,,,15:46,eey9,
77780,Mx 3524#22,12/09/2016,16,5,57.0,2.1,,,,,,,15:47,eey9,
77780,Mx 3524#22,12/09/2016,16,6,67.0,2.2,,,,,,,15:47,eey9,
77780,Mx 3524#22,12/09/2016,16,7,78.0,2.0,,,,,,,15:47,eey9,
77780,Mx 3524#22,12/09/2016,16,8,83.0,2.1,,,,,,,15:48,eey9,
77780,Mx 3524#22,12/09/2016,16,9,76.0,2.3,,,,,,,15:48,eey9,
77780,Mx 3524#22,12/09/2016,16,10,86.0,2.2,,,,,,,15:48,eey9,
77780,Mx 3524#22,12/09/2016,16,11,43.0,1.6,,,,,,,15:48,eey9,
77780,Mx 3524#22,12/09/2016,17,0,,,134.0,21,23,34,7.0,0,15:48,eey9,97.0
77780,Mx 3524#22,12/09/2016,17,1,33.0,1.2,,,,,,,15:50,eey9,
77780,Mx 3524#22,12/09/2016,17,2,66.0,1.5,,,,,,,15:52,eey9,
77780,Mx 3524#22,12/09/2016,17,3,79.0,1.1,,,,,,,15:53,eey9,
77780,Mx 3524#22,12/09/2016,17,4,94.0,1.2,,,,,,,15:53,eey9,
77780,Mx 3524#22,12/09/2016,17,5,97.0,1.7,,,,,,,15:54,eey9,
77780,Mx 3524#22,12/09/2016,17,6,97.0,1.7,,,,,,,15:54,eey9,
77780,Mx 3524#22,12/09/2016,17,7,81.0,1.8,,,,,,,15:54,eey9,
77780,Mx 3524#22,12/09/2016,17,8,59.0,1.4,,,,,,,15:54,eey9,
77780,Mx 3524#22,12/09/2016,18,0,,,157.0,38,35,32,8.0,0,15:55,eey9,120.0
77780,Mx 3524#22,12/09/2016,18,1,25.0,1.5,,,,,,,15:56,eey9,
