Date,site_id,PAR,t_max,t_min,rainfall_mm
01/01/2016,Penglais,899.751,8.193768,0.469423,0.1
02/01/2016,Penglais,1886.142,11.72929,7.214027,5.6
03/01/2016,Penglais,1669.962,9.817676,5.208334,2.9
04/01/2016,Penglais,1751.23,8.675763,6.626928,2.8
05/01/2016,Penglais,1286.687,7.263006,3.973165,2.3
06/01/2016,Penglais,1058.85,7.10611,1.986148,0.3
07/01/2016,Penglais,2172.96,8.488725,3.914658,7.7
08/01/2016,Penglais,2305.222,7.979987,4.337162,9.8
09/01/2016,Penglais,1269.979,7.742914,4.139493,9.8
10/01/2016,Penglais,2204.955,6.104701,3.756155,3
11/01/2016,Penglais,1912.423,7.001358,2.738978,2.6
12/01/2016,Penglais,1101.878,6.345583,5.322886,1.7
13/01/2016,Penglais,1729.93,5.456759,3.033232,4.2
14/01/2016,Penglais,4239.392,5.031399,2.303123,2.3
15/01/2016,Penglais,2110.425,5.491515,1.909221,4.2
16/01/2016,Penglais,1750.859,6.632906,-1.328827,2.7
17/01/2016,Penglais,1737.979,6.591876,3.856735,0.2
18/01/2016,Penglais,2020.092,6.147027,3.323252,0
19/01/2016,Penglais,2834.47,5.976326,-1.236485,0
20/01/2016,Penglais,5622.27,6.990989,-2.846617,0
21/01/2016,Penglais,1769.266,9.231814,1.349477,0.1
22/01/2016,Penglais,3947.971,11.02174,8.437938,2.9
23/01/2016,Penglais,1942.707,12.0598,7.020438,2.9
24/01/2016,Penglais,1458.407,13.46831,11.3154,0
25/01/2016,Penglais,2972.473,13.41713,7.547757,0
26/01/2016,Penglais,524.21,11.21138,7.074025,10.7
27/01/2016,Penglais,1839.479,11.7639,5.437484,2.6
28/01/2016,Penglais,2753.011,9.584478,5.402303,1.4
29/01/2016,Penglais,2356.327,10.15195,8.07821,5.9
30/01/2016,Penglais,3893.797,8.177315,4.070075,0.8
31/01/2016,Penglais,636.222,10.11363,4.922064,0.5
01/02/2016,Penglais,3610.986,11.12577,8.038426,0
02/02/2016,Penglais,4745.123,8.188217,5.016586,0
03/02/2016,Penglais,3660.765,7.320674,4.667,0.4
04/02/2016,Penglais,1351.518,9.432816,6.170474,1.8
05/02/2016,Penglais,1581.609,9.689077,5.594452,9.5
06/02/2016,Penglais,1286.709,9.168243,3.80318,5.8
07/02/2016,Penglais,3188.092,9.135348,3.403126,10.1
08/02/2016,Penglais,1820.514,7.909757,5.707955,1.7
09/02/2016,Penglais,3975.089,6.078098,3.221881,3
10/02/2016,Penglais,6993.632,7.475813,1.183135,0.2
11/02/2016,Penglais,6079.589,8.224276,0.03868378,0.2
12/02/2016,Penglais,4230.733,7.280433,1.773438,0
13/02/2016,Penglais,5395.984,6.601983,1.235652,0.1
14/02/2016,Penglais,6680.178,7.685241,0.3663017,0
15/02/2016,Penglais,7972.16,6.911835,-2.368379,0
16/02/2016,Penglais,5893.326,6.991397,-2.195829,0
17/02/2016,Penglais,2048.976,6.969135,2.464536,7.9
18/02/2016,Penglais,8000.577,7.246262,-0.3186256,0
19/02/2016,Penglais,3944.176,8.928294,2.797655,0.1
20/02/2016,Penglais,563.733,9.075065,7.288592,3.7
21/02/2016,Penglais,1678.671,9.674582,8.496442,0.4
22/02/2016,Penglais,8621.307,7.860767,4.81615,0
23/02/2016,Penglais,11392.334,7.472337,-1.216019,3.2
24/02/2016,Penglais,11920.96,6.042681,-2.545077,0.5
25/02/2016,Penglais,6498.117,6.192805,-0.4894643,0.3
26/02/2016,Penglais,5856.839,8.260783,0.9153493,0
27/02/2016,Penglais,7710.438,7.05713,0.4436947,0
28/02/2016,Penglais,8127.972,9.030049,-0.84961,0
29/02/2016,Penglais,4492.57,6.035128,-1.709476,2.3
01/03/2016,Penglais,5817.745,9.882843,4.088153,15.1
02/03/2016,Penglais,5202.103,6.518385,3.335526,1.1
03/03/2016,Penglais,8187.681,8.517569,3.329867,1.3
04/03/2016,Penglais,4524.571,4.84627,0.1185212,6
05/03/2016,Penglais,10551.792,7.368484,2.274144,0
06/03/2016,Penglais,4682.146,4.338311,-0.9582644,0.3
07/03/2016,Penglais,8208.444,6.236821,-0.7585732,1.7
08/03/2016,Penglais,3518.169,7.62259,2.968592,5.2
09/03/2016,Penglais,9533.231,7.120477,2.384447,5.8
10/03/2016,Penglais,15958.172,8.69639,1.960955,0
11/03/2016,Penglais,12248.397,10.98301,0.1789545,0
12/03/2016,Penglais,4508.466,10.26425,5.267607,0
13/03/2016,Penglais,12553.655,15.41874,4.550733,0
14/03/2016,Penglais,16313.67,12.56198,0.2557692,0
15/03/2016,Penglais,16003.224,14.88605,1.134575,0
16/03/2016,Penglais,10624.599,12.64288,2.810074,0
17/03/2016,Penglais,16161.227,11.34518,0.6296505,0
18/03/2016,Penglais,15868.257,9.251451,-0.007282113,0
19/03/2016,Penglais,5882.997,8.285122,3.311235,0
20/03/2016,Penglais,14038.226,10.30558,2.034361,0
21/03/2016,Penglais,6628.566,7.559569,1.057463,0
22/03/2016,Penglais,10179.183,8.416948,4.50465,0
23/03/2016,Penglais,6517.487,8.926954,5.312557,0
24/03/2016,Penglais,3337.891,8.126601,6.423865,6.7
25/03/2016,Penglais,16787.049,12.35322,3.299304,0.1
26/03/2016,Penglais,4268.424,12.15429,5.534549,10.6
27/03/2016,Penglais,10849.663,9.235356,4.643297,5.7
28/03/2016,Penglais,15706.61,9.173395,1.994854,12.8
29/03/2016,Penglais,7285.499,7.546954,3.414657,7.4
30/03/2016,Penglais,20610.405,8.932039,4.089538,1.4
31/03/2016,Penglais,20064.199,9.096893,1.221587,0
01/04/2016,Penglais,5180.316,9.237638,1.508258,0.5
02/04/2016,Penglais,5339.975,11.24747,6.547512,5
03/04/2016,Penglais,6867.683,11.57708,5.55593,5.5
04/04/2016,Penglais,15065.528,10.20821,6.944814,0.9
05/04/2016,Penglais,21412.963,9.071391,6.456209,0.1
06/04/2016,Penglais,15492.933,7.967671,4.855441,2.7
07/04/2016,Penglais,7925.454,8.542494,5.665296,2.4
08/04/2016,Penglais,12758.537,8.712609,5.083564,0.2
09/04/2016,Penglais,16795.177,6.829045,2.32864,2.1
10/04/2016,Penglais,20794.244,12.65532,2.040765,0
11/04/2016,Penglais,3113.85,8.723804,5.813708,6.7
12/04/2016,Penglais,16406.111,10.36505,4.653005,0.1
13/04/2016,Penglais,22506.957,12.38821,4.375,0.4
14/04/2016,Penglais,11034.414,14.05541,7.272331,1
15/04/2016,Penglais,6217.107,8.552918,5.385103,0
16/04/2016,Penglais,19497.082,7.764199,2.3435,0.5
17/04/2016,Penglais,24846.21,7.618091,-0.04859152,0
18/04/2016,Penglais,11237.039,9.614664,6.145733,0
19/04/2016,Penglais,20999.602,11.14699,5.999715,0
20/04/2016,Penglais,25661.109,18.89392,5.180141,0
21/04/2016,Penglais,13812.983,15.34332,5.66706,0
22/04/2016,Penglais,10666.751,11.58135,7.760341,0
23/04/2016,Penglais,20015.116,9.952632,2.792613,0
24/04/2016,Penglais,25272.826,9.066919,5.068245,0
25/04/2016,Penglais,16873.286,9.340638,5.380056,2
26/04/2016,Penglais,27882.541,8.044381,2.922926,0
27/04/2016,Penglais,18961.31,6.993593,1.642023,0.9
28/04/2016,Penglais,8379.785,8.622382,0.9715812,5.9
29/04/2016,Penglais,21526.524,7.959158,3.541607,0.5
30/04/2016,Penglais,20955.254,9.322313,1.996455,0
01/05/2016,Penglais,4546.281,11.38822,5.438522,0.9
02/05/2016,Penglais,15067.341,11.85522,7.938213,5.5
03/05/2016,Penglais,26240.464,10.37016,6.143782,0
04/05/2016,Penglais,25113.883,13.7891,4.851735,0
05/05/2016,Penglais,25992.674,13.62572,6.376526,0
06/05/2016,Penglais,19640.56,15.87679,6.498669,0
07/05/2016,Penglais,7268.37,19.36116,11.95971,2.4
08/05/2016,Penglais,22229.405,25.22751,13.04218,1.2
09/05/2016,Penglais,12425.984,21.86629,14.28205,0.2
10/05/2016,Penglais,6154.651,16.12765,14.30773,5.9
11/05/2016,Penglais,9381.714,19.22821,13.02176,1.3
12/05/2016,Penglais,27052.421,24.05039,13.45561,0.1
13/05/2016,Penglais,28373.953,21.29268,10.42006,0
14/05/2016,Penglais,26031.558,11.99671,5.654381,0
15/05/2016,Penglais,30336.264,11.8234,3.888937,0
16/05/2016,Penglais,25602.267,12.21204,7.139015,0
17/05/2016,Penglais,13275.283,14.78608,7.101795,1.1
18/05/2016,Penglais,24579.61,12.29193,8.747385,3.9
19/05/2016,Penglais,9289.256,13.08362,8.447389,3.6
20/05/2016,Penglais,15677.187,14.56795,10.55981,2.9
21/05/2016,Penglais,10170.267,13.18624,9.470347,5.5
22/05/2016,Penglais,25634.736,12.51933,7.86078,0
23/05/2016,Penglais,29567.864,12.8048,6.967506,0
24/05/2016,Penglais,28302.959,19.53541,5.783916,0
25/05/2016,Penglais,9201.264,11.74941,5.090045,0
26/05/2016,Penglais,19882.153,13.01466,8.477715,0
27/05/2016,Penglais,11132.295,17.02064,9.193229,16.5
28/05/2016,Penglais,17124.914,18.3283,10.69888,3.5
29/05/2016,Penglais,30057.08,17.67964,10.09648,0
30/05/2016,Penglais,32677.604,16.88855,9.209395,0
31/05/2016,Penglais,29160.653,16.50761,9.56101,0
01/06/2016,Penglais,29529.096,23.27665,12.07338,0
02/06/2016,Penglais,33196.934,20.56281,9.040601,0
03/06/2016,Penglais,32988.303,17.24862,7.589141,0
04/06/2016,Penglais,19287.237,17.08204,12.88497,0
05/06/2016,Penglais,28055.427,25.21175,14.01945,0
06/06/2016,Penglais,21420.716,25.01596,13.80649,1.1
07/06/2016,Penglais,13248.892,17.17524,12.98916,0.2
08/06/2016,Penglais,21737.597,16.5539,12.62907,0
09/06/2016,Penglais,24735.395,21.76671,12.60396,0
10/06/2016,Penglais,11981.017,18.93373,14.55467,0.7
11/06/2016,Penglais,13423.478,17.9298,12.95243,0.6
12/06/2016,Penglais,5887.408,15.04296,12.36821,6.2
13/06/2016,Penglais,9855.643,17.13932,11.84763,14.9
14/06/2016,Penglais,3850.25,13.34488,12.19986,37.5
15/06/2016,Penglais,22583.624,16.85903,12.23029,1.2
16/06/2016,Penglais,23492.367,16.629,11.29239,0.1
17/06/2016,Penglais,24828.918,15.58414,12.08609,0
18/06/2016,Penglais,25295.412,14.60165,11.24088,0
19/06/2016,Penglais,5366.337,16.39973,11.03548,12.5
20/06/2016,Penglais,10093.878,16.13916,12.207,7.1
21/06/2016,Penglais,17410.565,16.33802,10.37061,0
22/06/2016,Penglais,16142.476,16.68982,12.79988,1.7
23/06/2016,Penglais,31469.516,16.41117,10.50348,0
24/06/2016,Penglais,24804.988,15.60203,12.86229,0.1
25/06/2016,Penglais,13226.8,14.56184,12.48728,1.8
26/06/2016,Penglais,4937.94,14.86528,12.49771,11.2
27/06/2016,Penglais,22553.501,15.28381,12.09143,0.2
28/06/2016,Penglais,7384.819,14.63253,10.36459,8.4
29/06/2016,Penglais,8312.544,15.15638,10.87863,12.4
30/06/2016,Penglais,13852.391,14.80908,11.07498,3.6
01/07/2016,Penglais,18997.677,14.6379,12.00087,0
02/07/2016,Penglais,13198.136,14.48311,10.8775,0.2
03/07/2016,Penglais,32260.8,15.93659,9.224785,0
04/07/2016,Penglais,9390.194,16.40687,7.418379,0.9
05/07/2016,Penglais,29002.336,15.22462,11.38188,0.5
06/07/2016,Penglais,20577.142,16.98516,8.746737,0.1
07/07/2016,Penglais,4448.189,15.63614,14.02675,6.4
08/07/2016,Penglais,20310.027,17.43001,13.49175,6.4
09/07/2016,Penglais,6217.32,18.00619,14.58635,21
10/07/2016,Penglais,14833.818,18.10637,14.02796,4.4
11/07/2016,Penglais,7131.673,14.54967,13.14867,0.4
12/07/2016,Penglais,23006.722,15.16427,10.94314,0
13/07/2016,Penglais,24712.774,15.13503,10.03793,0.3
14/07/2016,Penglais,22901.684,15.23687,12.03369,0.1
15/07/2016,Penglais,2742.125,16.065,11.7425,4
16/07/2016,Penglais,2418.794,16.1856,15.06688,2.8
17/07/2016,Penglais,7354.487,16.41087,14.44807,2.2
18/07/2016,Penglais,28758.441,22.80469,15.40079,0
19/07/2016,Penglais,31196.426,31.06616,16.36701,0
20/07/2016,Penglais,10172.303,19.59716,14.55949,0.1
21/07/2016,Penglais,12340.48,19.25233,14.42823,0.3
22/07/2016,Penglais,9547.497,20.31507,13.94137,1.1
23/07/2016,Penglais,17238.928,18.31248,12.29655,0.1
24/07/2016,Penglais,8179.781,17.70161,14.59664,1.8
25/07/2016,Penglais,18149.366,17.20685,13.77235,0
26/07/2016,Penglais,7405.416,16.7496,13.96276,1.3
27/07/2016,Penglais,15540.984,17.17756,12.9047,7
28/07/2016,Penglais,7007.141,17.114,11.6477,1.7
29/07/2016,Penglais,8855.563,15.86639,11.16033,0.6
30/07/2016,Penglais,25708.719,17.74069,9.958025,0
31/07/2016,Penglais,18315.336,16.97931,11.139,0
01/08/2016,Penglais,7458.382,15.58428,12.67655,9.8
02/08/2016,Penglais,5064.898,18.15871,14.58551,8.5
03/08/2016,Penglais,20008.698,18.52502,14.72792,0.1
04/08/2016,Penglais,9986.918,16.76631,14.22088,0
05/08/2016,Penglais,20343.365,17.91624,12.13535,0
06/08/2016,Penglais,18754.104,21.20165,13.76717,0
07/08/2016,Penglais,17477.365,19.04042,14.69749,0.1
08/08/2016,Penglais,22269.747,16.79207,12.76265,0
09/08/2016,Penglais,18465.778,15.28666,11.84212,0
10/08/2016,Penglais,9026.081,16.08302,11.94839,2.1
11/08/2016,Penglais,4671.323,15.44857,12.86461,0.7
12/08/2016,Penglais,10609.777,16.96731,13.76198,0
13/08/2016,Penglais,19564.39,17.90829,14.29583,0.4
14/08/2016,Penglais,16600.194,17.89316,11.29449,0
15/08/2016,Penglais,26894.477,22.10324,10.35264,0
16/08/2016,Penglais,26084.027,24.94196,9.656599,0
17/08/2016,Penglais,18917.173,22.83199,10.32439,0
18/08/2016,Penglais,11208.798,22.52443,15.00558,0.8
19/08/2016,Penglais,12445.716,20.14006,12.32097,11
20/08/2016,Penglais,6168.81,16.47892,13.31795,2.6
21/08/2016,Penglais,7629.712,17.68233,14.08361,5.3
22/08/2016,Penglais,2213.101,17.46062,16.13007,4.2
23/08/2016,Penglais,21384.241,22.69232,13.00124,0
24/08/2016,Penglais,23596.774,19.52149,13.97801,0
25/08/2016,Penglais,11428.396,18.81195,12.10336,1.7
26/08/2016,Penglais,22265.221,19.53235,9.474626,0
27/08/2016,Penglais,11905.801,23.58176,6.854918,0
28/08/2016,Penglais,18622.732,19.66696,14.44615,0
29/08/2016,Penglais,22863.949,20.41824,11.78521,0
30/08/2016,Penglais,11686.095,20.75591,12.5809,0
31/08/2016,Penglais,19564.828,18.69318,14.71905,0
