EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,measurement_no,leaf_length_cm,leaf_width_cm,leaf_ligule,stem_count,canopy_height,stem_id,field_flowering_score
56,06/06/2012,,,3,8,35.0,1.9,0,,,,
56,06/06/2012,,,3,9,6.5,0.1,0,,,,
57,06/06/2012,,,0,0,,,,35.665,,,
57,06/06/2012,,,1,0,,,,,,1,0
57,06/06/2012,,,1,4,68.0,2.5,1,,,,
57,06/06/2012,,,1,5,81.0,2.5,1,,,,
57,06/06/2012,,,1,6,72.0,2.6,0,,,,
57,06/06/2012,,,1,7,37.0,1.7,0,,,,
57,06/06/2012,,,1,8,12.0,0.5,0,,,,
57,06/06/2012,,,2,0,,,,,,1,0
57,06/06/2012,,,2,4,57.0,2.4,1,,,,
57,06/06/2012,,,2,5,74.0,2.5,1,,,,
57,06/06/2012,,,2,6,70.0,2.6,1,,,,
57,06/06/2012,,,2,7,43.0,1.8,0,,,,
57,06/06/2012,,,2,8,14.0,0.6,0,,,,
57,06/06/2012,,,3,0,,,,,,1,0
57,06/06/2012,,,3,3,33.0,1.7,1,,,,
57,06/06/2012,,,3,4,55.0,2.2,1,,,,
57,06/06/2012,,,3,5,71.0,2.3,0,,,,
57,06/06/2012,,,3,6,52.0,2.0,0,,,,
57,06/06/2012,,,3,7,27.0,1.2,0,,,,
57,06/06/2012,,,3,8,3.5,0.1,0,,,,
58,06/06/2012,,,0,0,,,,11.66666666666665,,,
58,06/06/2012,,,1,0,,,,,,2,0
58,06/06/2012,,,1,1,0.0,0.0,0,,,,
58,06/06/2012,,,1,4,33.0,2.0,1,,,,
58,06/06/2012,,,1,5,44.0,2.0,1,,,,
58,06/06/2012,,,1,6,44.0,2.0,0,,,,
58,06/06/2012,,,1,7,30.0,1.6,0,,,,
58,06/06/2012,,,1,8,7.0,0.2,0,,,,
58,06/06/2012,,,2,0,,,,,,1,0
58,06/06/2012,,,2,5,48.0,3.5,1,,,,
58,06/06/2012,,,2,6,59.0,3.2,1,,,,
58,06/06/2012,,,2,7,57.0,3.2,1,,,,
58,06/06/2012,,,2,8,32.0,1.9,0,,,,
58,06/06/2012,,,2,9,4.5,0.1,0,,,,
58,06/06/2012,,,3,0,,,,,,1,0
58,06/06/2012,,,3,5,49.0,2.4,1,,,,
58,06/06/2012,,,3,6,60.0,2.5,1,,,,
58,06/06/2012,,,3,7,58.0,3.0,0,,,,
58,06/06/2012,,,3,8,38.0,2.2,0,,,,
58,06/06/2012,,,3,9,13.0,0.8,0,,,,
61,06/06/2012,,,0,0,,,,47.3325,,,
61,06/06/2012,,,1,0,,,,,,1,0
61,06/06/2012,,,1,5,45.0,2.1,1,,,,
61,06/06/2012,,,1,6,54.0,2.2,1,,,,
61,06/06/2012,,,1,7,46.0,2.1,0,,,,
61,06/06/2012,,,1,8,26.0,1.5,0,,,,
61,06/06/2012,,,1,9,8.0,0.3,0,,,,
61,06/06/2012,,,2,0,,,,,,1,0
61,06/06/2012,,,2,6,43.0,2.1,1,,,,
61,06/06/2012,,,2,7,45.0,2.2,1,,,,
61,06/06/2012,,,2,8,48.0,2.1,1,,,,
61,06/06/2012,,,2,9,33.0,1.9,0,,,,
61,06/06/2012,,,2,10,16.0,1.0,0,,,,
61,06/06/2012,,,2,11,5.0,0.2,0,,,,
61,06/06/2012,,,3,0,,,,,,1,0
61,06/06/2012,,,3,5,37.0,1.8,1,,,,
61,06/06/2012,,,3,6,44.0,1.9,1,,,,
61,06/06/2012,,,3,7,31.0,1.6,0,,,,
61,06/06/2012,,,3,8,16.0,1.0,0,,,,
62,06/06/2012,,,0,0,,,,28.0,,,
62,06/06/2012,,,1,0,,,,,,1,0
62,06/06/2012,,,1,6,56.0,2.3,1,,,,
62,06/06/2012,,,1,7,64.0,2.6,1,,,,
62,06/06/2012,,,1,8,48.0,2.5,0,,,,
62,06/06/2012,,,1,9,23.0,1.5,0,,,,
62,06/06/2012,,,2,0,,,,,,1,0
62,06/06/2012,,,2,4,28.0,2.6,1,,,,
62,06/06/2012,,,2,5,41.0,2.4,1,,,,
62,06/06/2012,,,2,6,54.0,2.4,0,,,,
62,06/06/2012,,,2,7,42.0,2.4,0,,,,
62,06/06/2012,,,2,8,21.0,1.6,0,,,,
62,06/06/2012,,,2,9,2.5,0.1,0,,,,
62,06/06/2012,,,3,0,,,,,,1,0
62,06/06/2012,,,3,5,31.0,2.1,1,,,,
62,06/06/2012,,,3,6,34.0,2.0,0,,,,
62,06/06/2012,,,3,7,24.0,1.6,0,,,,
62,06/06/2012,,,3,8,8.0,0.7,0,,,,
35,13/06/2012,,,0,0,,,,,50.0,,
35,13/06/2012,,,0,0,,,,50.5,,,
35,13/06/2012,,,1,0,,,,,,1,0
35,13/06/2012,,,1,5,36.0,1.7,1,,,,
35,13/06/2012,,,1,6,38.0,1.8,1,,,,
35,13/06/2012,,,1,7,32.0,1.8,0,,,,
35,13/06/2012,,,1,8,19.0,1.3,0,,,,
35,13/06/2012,,,1,9,5.0,0.2,0,,,,
35,13/06/2012,,,2,0,,,,,,1,0
35,13/06/2012,,,2,5,42.0,1.7,1,,,,
35,13/06/2012,,,2,6,47.0,2.1,0,,,,
35,13/06/2012,,,2,7,36.0,1.7,0,,,,
35,13/06/2012,,,2,8,20.0,1.2,0,,,,
35,13/06/2012,,,2,9,8.0,0.2,0,,,,
35,13/06/2012,,,3,0,,,,,,1,0
35,13/06/2012,,,3,6,40.0,1.7,1,,,,
35,13/06/2012,,,3,7,39.0,1.7,0,,,,
35,13/06/2012,,,3,8,24.0,1.4,0,,,,
35,13/06/2012,,,3,9,11.0,0.5,0,,,,
36,13/06/2012,,,0,0,,,,,95.0,,
36,13/06/2012,,,0,0,,,,23.3325,,,
36,13/06/2012,,,1,0,,,,,,1,0
36,13/06/2012,,,1,2,0.0,0.0,0,,,,
36,13/06/2012,,,1,6,48.0,2.6,1,,,,
36,13/06/2012,,,1,7,56.0,2.4,1,,,,
36,13/06/2012,,,1,8,52.0,2.2,0,,,,
36,13/06/2012,,,1,9,7.0,1.0,0,,,,
36,13/06/2012,,,2,0,,,,,,1,0
36,13/06/2012,,,2,5,39.0,2.5,1,,,,
36,13/06/2012,,,2,6,50.0,2.4,1,,,,
36,13/06/2012,,,2,7,55.0,2.5,0,,,,
36,13/06/2012,,,2,8,37.0,2.1,0,,,,
36,13/06/2012,,,2,9,17.0,1.0,0,,,,
36,13/06/2012,,,3,0,,,,,,1,0
36,13/06/2012,,,3,1,0.0,0.0,0,,,,
36,13/06/2012,,,3,6,58.0,2.5,1,,,,
36,13/06/2012,,,3,7,61.0,2.9,0,,,,
36,13/06/2012,,,3,8,43.0,2.4,0,,,,
36,13/06/2012,,,3,9,22.0,1.0,0,,,,
39,13/06/2012,,,0,0,,,,,80.0,,
39,13/06/2012,,,0,0,,,,30.5,,,
39,13/06/2012,,,1,0,,,,,,1,0
39,13/06/2012,,,1,1,0.0,0.0,0,,,,
39,13/06/2012,,,1,5,55.0,2.4,1,,,,
39,13/06/2012,,,1,6,67.0,2.2,1,,,,
39,13/06/2012,,,1,7,59.0,2.1,0,,,,
39,13/06/2012,,,1,8,39.0,1.5,0,,,,
39,13/06/2012,,,1,9,14.0,0.6,0,,,,
39,13/06/2012,,,2,0,,,,,,1,0
39,13/06/2012,,,2,7,44.0,1.4,1,,,,
39,13/06/2012,,,2,8,41.0,1.5,0,,,,
39,13/06/2012,,,2,9,28.0,1.0,0,,,,
39,13/06/2012,,,2,10,5.0,0.1,0,,,,
39,13/06/2012,,,3,0,,,,,,1,0
39,13/06/2012,,,3,5,58.0,2.5,1,,,,
39,13/06/2012,,,3,6,79.0,2.5,0,,,,
39,13/06/2012,,,3,7,52.0,2.1,0,,,,
39,13/06/2012,,,3,8,36.0,1.3,0,,,,
39,13/06/2012,,,3,9,8.0,0.1,0,,,,
40,13/06/2012,,,0,0,,,,,96.0,,
40,13/06/2012,,,0,0,,,,11.335,,,
40,13/06/2012,,,1,0,,,,,,1,0
40,13/06/2012,,,1,6,48.0,2.9,1,,,,
40,13/06/2012,,,1,7,62.0,2.7,1,,,,
40,13/06/2012,,,1,8,60.0,2.6,0,,,,
40,13/06/2012,,,1,9,39.0,2.1,0,,,,
40,13/06/2012,,,1,10,14.0,0.7,0,,,,
40,13/06/2012,,,2,0,,,,,,1,0
40,13/06/2012,,,2,1,0.0,0.0,0,,,,
40,13/06/2012,,,2,6,56.0,3.4,1,,,,
40,13/06/2012,,,2,7,69.0,3.4,1,,,,
40,13/06/2012,,,2,8,68.0,3.1,0,,,,
40,13/06/2012,,,2,9,42.0,2.6,0,,,,
40,13/06/2012,,,2,10,8.0,0.3,0,,,,
40,13/06/2012,,,3,0,,,,,,2,0
40,13/06/2012,,,3,1,0.0,0.0,0,,,,
40,13/06/2012,,,3,5,52.0,2.5,1,,,,
40,13/06/2012,,,3,6,64.0,2.9,1,,,,
40,13/06/2012,,,3,7,62.0,2.6,0,,,,
40,13/06/2012,,,3,8,41.0,2.4,0,,,,
40,13/06/2012,,,3,9,7.0,0.2,0,,,,
42,13/06/2012,,,0,0,,,,,93.0,,
42,13/06/2012,,,0,0,,,,24.8325,,,
42,13/06/2012,,,1,0,,,,,,1,0
42,13/06/2012,,,1,1,0.0,0.0,0,,,,
42,13/06/2012,,,1,5,54.0,2.9,1,,,,
42,13/06/2012,,,1,6,59.0,2.7,0,,,,
42,13/06/2012,,,1,7,38.0,2.6,0,,,,
42,13/06/2012,,,1,8,19.0,0.8,0,,,,
42,13/06/2012,,,2,0,,,,,,1,0
42,13/06/2012,,,2,2,0.0,0.0,0,,,,
42,13/06/2012,,,2,6,44.0,2.4,1,,,,
42,13/06/2012,,,2,7,59.0,2.5,1,,,,
42,13/06/2012,,,2,8,51.0,2.4,0,,,,
42,13/06/2012,,,2,9,34.0,1.8,0,,,,
42,13/06/2012,,,2,10,1.0,0.1,0,,,,
42,13/06/2012,,,3,0,,,,,,1,0
42,13/06/2012,,,3,1,0.0,0.0,0,,,,
42,13/06/2012,,,3,6,50.0,2.7,1,,,,
42,13/06/2012,,,3,7,63.0,2.6,1,,,,
42,13/06/2012,,,3,8,52.0,2.4,0,,,,
42,13/06/2012,,,3,9,36.0,1.9,0,,,,
42,13/06/2012,,,3,10,11.0,0.4,0,,,,
44,13/06/2012,,,0,0,,,,,100.0,,
44,13/06/2012,,,0,0,,,,20.0,,,
44,13/06/2012,,,1,0,,,,,,1,0
44,13/06/2012,,,1,1,0.0,0.0,0,,,,
44,13/06/2012,,,1,5,48.0,3.5,1,,,,
44,13/06/2012,,,1,6,72.0,3.4,1,,,,
44,13/06/2012,,,1,7,63.0,3.5,0,,,,
44,13/06/2012,,,1,8,49.0,2.5,0,,,,
44,13/06/2012,,,1,9,21.0,1.4,0,,,,
44,13/06/2012,,,2,0,,,,,,1,0
44,13/06/2012,,,2,6,55.0,3.6,1,,,,
44,13/06/2012,,,2,7,67.0,3.7,1,,,,
44,13/06/2012,,,2,8,70.0,3.7,1,,,,
44,13/06/2012,,,2,9,50.0,3.2,0,,,,
44,13/06/2012,,,2,10,24.0,1.5,0,,,,
44,13/06/2012,,,3,0,,,,,,1,0
44,13/06/2012,,,3,1,0.0,0.0,0,,,,
44,13/06/2012,,,3,5,45.0,2.7,1,,,,
44,13/06/2012,,,3,6,58.0,3.2,1,,,,
44,13/06/2012,,,3,7,54.0,3.2,0,,,,
44,13/06/2012,,,3,8,31.0,1.8,0,,,,
46,13/06/2012,,,0,0,,,,,89.0,,
46,13/06/2012,,,0,0,,,,34.165,,,
46,13/06/2012,,,1,0,,,,,,2,0
46,13/06/2012,,,1,1,0.0,0.0,0,,,,
46,13/06/2012,,,1,4,44.0,1.8,1,,,,
46,13/06/2012,,,1,5,51.0,1.8,1,,,,
46,13/06/2012,,,1,6,33.0,1.4,0,,,,
46,13/06/2012,,,1,7,15.0,0.7,0,,,,
46,13/06/2012,,,2,0,,,,,,1,0
46,13/06/2012,,,2,4,49.0,1.8,1,,,,
46,13/06/2012,,,2,5,49.0,1.7,1,,,,
46,13/06/2012,,,2,6,36.0,1.2,0,,,,
46,13/06/2012,,,2,7,16.0,0.6,0,,,,
46,13/06/2012,,,3,0,,,,,,1,0
46,13/06/2012,,,3,4,40.0,1.6,1,,,,
46,13/06/2012,,,3,5,48.0,1.5,1,,,,
46,13/06/2012,,,3,6,32.0,1.2,0,,,,
46,13/06/2012,,,3,7,14.0,0.6,0,,,,
48,13/06/2012,,,0,0,,,,,62.0,,
48,13/06/2012,,,0,0,,,,57.3325,,,
48,13/06/2012,,,1,0,,,,,,1,0
48,13/06/2012,,,1,6,49.0,2.1,1,,,,
48,13/06/2012,,,1,7,49.0,2.1,0,,,,
48,13/06/2012,,,1,8,33.0,1.6,0,,,,
48,13/06/2012,,,1,9,16.0,1.0,0,,,,
48,13/06/2012,,,2,0,,,,,,1,0
48,13/06/2012,,,2,6,51.0,2.2,1,,,,
48,13/06/2012,,,2,7,45.0,2.2,0,,,,
48,13/06/2012,,,2,8,30.0,1.9,0,,,,
48,13/06/2012,,,2,9,16.0,0.6,0,,,,
48,13/06/2012,,,3,0,,,,,,1,0
48,13/06/2012,,,3,5,35.0,1.7,1,,,,
48,13/06/2012,,,3,6,40.0,1.7,0,,,,
48,13/06/2012,,,3,7,28.0,1.5,0,,,,
48,13/06/2012,,,3,8,11.0,0.5,0,,,,
50,13/06/2012,,,0,0,,,,,65.0,,
50,13/06/2012,,,0,0,,,,29.8325,,,
50,13/06/2012,,,1,0,,,,,,1,0
50,13/06/2012,,,1,6,51.0,2.2,1,,,,
50,13/06/2012,,,1,7,53.0,2.0,0,,,,
50,13/06/2012,,,1,8,35.0,1.7,0,,,,
50,13/06/2012,,,1,9,15.0,1.0,0,,,,
50,13/06/2012,,,2,0,,,,,,1,0
50,13/06/2012,,,2,1,0.0,0.0,0,,,,
50,13/06/2012,,,2,6,46.0,1.8,1,,,,
50,13/06/2012,,,2,7,58.0,1.8,1,,,,
50,13/06/2012,,,2,8,42.0,1.7,0,,,,
50,13/06/2012,,,2,9,23.0,1.2,0,,,,
50,13/06/2012,,,2,10,4.0,0.1,0,,,,
50,13/06/2012,,,3,0,,,,,,1,0
50,13/06/2012,,,3,4,30.0,1.4,1,,,,
50,13/06/2012,,,3,5,40.0,1.4,1,,,,
50,13/06/2012,,,3,6,35.0,1.5,0,,,,
50,13/06/2012,,,3,7,21.0,1.1,0,,,,
50,13/06/2012,,,3,8,5.0,0.1,0,,,,
51,13/06/2012,,,0,0,,,,,98.0,,
51,13/06/2012,,,0,0,,,,8.0,,,
51,13/06/2012,,,1,0,,,,,,2,0
51,13/06/2012,,,1,1,0.0,0.0,0,,,,
51,13/06/2012,,,1,5,49.0,2.4,1,,,,
51,13/06/2012,,,1,6,55.0,2.4,1,,,,
51,13/06/2012,,,1,7,43.0,2.7,0,,,,
51,13/06/2012,,,1,8,32.0,2.0,0,,,,
51,13/06/2012,,,1,9,4.0,0.2,0,,,,
51,13/06/2012,,,2,0,,,,,,1,0
51,13/06/2012,,,2,5,49.0,3.0,1,,,,
51,13/06/2012,,,2,6,58.0,3.0,1,,,,
51,13/06/2012,,,2,7,65.0,3.1,0,,,,
51,13/06/2012,,,2,8,48.0,2.6,0,,,,
51,13/06/2012,,,2,9,16.0,1.0,0,,,,
51,13/06/2012,,,3,0,,,,,,2,0
51,13/06/2012,,,3,1,0.0,0.0,0,,,,
51,13/06/2012,,,3,5,53.0,2.9,1,,,,
51,13/06/2012,,,3,6,64.0,2.5,1,,,,
51,13/06/2012,,,3,7,56.0,2.7,0,,,,
51,13/06/2012,,,3,8,30.0,1.6,0,,,,
53,13/06/2012,,,0,0,,,,,85.0,,
53,13/06/2012,,,0,0,,,,21.165,,,
53,13/06/2012,,,1,0,,,,,,1,0
53,13/06/2012,,,1,4,53.0,1.9,1,,,,
53,13/06/2012,,,1,5,59.0,1.8,1,,,,
53,13/06/2012,,,1,6,57.0,1.9,0,,,,
53,13/06/2012,,,1,7,36.0,1.4,0,,,,
53,13/06/2012,,,1,8,13.0,0.4,0,,,,
53,13/06/2012,,,2,0,,,,,,1,0
53,13/06/2012,,,2,4,0.0,0.0,0,,,,
53,13/06/2012,,,2,5,44.0,1.7,1,,,,
53,13/06/2012,,,2,6,38.0,1.8,0,,,,
53,13/06/2012,,,2,7,25.0,1.1,0,,,,
53,13/06/2012,,,2,8,2.0,0.1,0,,,,
53,13/06/2012,,,3,0,,,,,,1,0
53,13/06/2012,,,3,4,50.0,2.7,1,,,,
53,13/06/2012,,,3,5,39.0,2.6,1,,,,
53,13/06/2012,,,3,6,48.0,2.7,1,,,,
53,13/06/2012,,,3,7,28.0,2.0,0,,,,
53,13/06/2012,,,3,8,13.0,0.2,0,,,,
56,13/06/2012,,,0,0,,,,,96.0,,
56,13/06/2012,,,0,0,,,,21.0,,,
56,13/06/2012,,,1,0,,,,,,1,0
56,13/06/2012,,,1,1,0.0,0.0,0,,,,
56,13/06/2012,,,1,5,46.0,2.4,1,,,,
56,13/06/2012,,,1,7,56.0,2.2,0,,,,
56,13/06/2012,,,1,8,41.0,1.7,0,,,,
56,13/06/2012,,,1,9,16.0,0.6,0,,,,
56,13/06/2012,,,2,0,,,,,,1,0
56,13/06/2012,,,2,1,0.0,0.0,0,,,,
56,13/06/2012,,,2,5,39.0,2.8,1,,,,
56,13/06/2012,,,2,6,51.0,2.4,1,,,,
56,13/06/2012,,,2,7,49.0,2.4,0,,,,
56,13/06/2012,,,2,8,40.0,1.9,0,,,,
56,13/06/2012,,,2,9,21.0,0.2,0,,,,
56,13/06/2012,,,3,0,,,,,,2,0
56,13/06/2012,,,3,1,0.0,0.0,0,,,,
56,13/06/2012,,,3,6,65.0,2.7,1,,,,
56,13/06/2012,,,3,7,65.0,2.7,0,,,,
56,13/06/2012,,,3,8,48.0,2.5,0,,,,
56,13/06/2012,,,3,9,26.0,1.6,0,,,,
57,13/06/2012,,,0,0,,,,,85.0,,
57,13/06/2012,,,0,0,,,,35.665,,,
57,13/06/2012,,,1,0,,,,,,1,0
57,13/06/2012,,,1,5,46.0,2.7,1,,,,
57,13/06/2012,,,1,6,69.0,2.5,1,,,,
57,13/06/2012,,,1,7,44.0,2.0,0,,,,
57,13/06/2012,,,1,8,24.0,1.2,0,,,,
57,13/06/2012,,,1,9,3.0,0.1,0,,,,
57,13/06/2012,,,2,0,,,,,,1,0
57,13/06/2012,,,2,5,61.0,2.4,1,,,,
57,13/06/2012,,,2,6,66.0,2.5,1,,,,
57,13/06/2012,,,2,7,47.0,2.1,0,,,,
57,13/06/2012,,,2,8,26.0,1.1,0,,,,
57,13/06/2012,,,3,0,,,,,,1,0
57,13/06/2012,,,3,4,54.0,2.1,1,,,,
57,13/06/2012,,,3,5,64.0,2.1,1,,,,
57,13/06/2012,,,3,6,58.0,2.1,0,,,,
57,13/06/2012,,,3,7,39.0,1.7,0,,,,
57,13/06/2012,,,3,8,14.0,0.6,0,,,,
58,13/06/2012,,,0,0,,,,,99.0,,
58,13/06/2012,,,0,0,,,,11.0,,,
58,13/06/2012,,,1,0,,,,,,2,0
58,13/06/2012,,,1,2,0.0,0.0,0,,,,
58,13/06/2012,,,1,5,41.0,1.6,1,,,,
58,13/06/2012,,,1,6,48.0,1.7,1,,,,
58,13/06/2012,,,1,7,44.0,1.8,0,,,,
58,13/06/2012,,,1,8,22.0,1.1,0,,,,
58,13/06/2012,,,2,0,,,,,,1,0
58,13/06/2012,,,2,6,57.0,3.2,1,,,,
58,13/06/2012,,,2,7,57.0,3.4,1,,,,
58,13/06/2012,,,2,8,51.0,2.7,0,,,,
58,13/06/2012,,,2,9,33.0,1.7,0,,,,
58,13/06/2012,,,3,0,,,,,,1,0
58,13/06/2012,,,3,6,53.0,2.5,1,,,,
58,13/06/2012,,,3,7,64.0,2.7,1,,,,
58,13/06/2012,,,3,8,56.0,3.4,0,,,,
58,13/06/2012,,,3,9,34.0,2.0,0,,,,
61,13/06/2012,,,0,0,,,,,61.0,,
61,13/06/2012,,,0,0,,,,47.3325,,,
61,13/06/2012,,,1,0,,,,,,1,0
61,13/06/2012,,,1,6,47.0,2.4,1,,,,
61,13/06/2012,,,1,7,44.0,2.3,0,,,,
61,13/06/2012,,,1,8,33.0,1.9,0,,,,
61,13/06/2012,,,1,9,15.0,1.1,0,,,,
61,13/06/2012,,,1,10,1.0,0.1,0,,,,
61,13/06/2012,,,2,0,,,,,,1,0
61,13/06/2012,,,2,1,0.0,0.0,0,,,,
61,13/06/2012,,,2,7,40.0,2.3,1,,,,
61,13/06/2012,,,2,8,48.0,2.2,1,,,,
61,13/06/2012,,,2,9,40.0,2.1,0,,,,
61,13/06/2012,,,2,10,26.0,1.4,0,,,,
61,13/06/2012,,,2,11,12.0,0.3,0,,,,
61,13/06/2012,,,3,0,,,,,,1,0
61,13/06/2012,,,3,5,35.0,1.7,1,,,,
61,13/06/2012,,,3,6,44.0,2.0,1,,,,
61,13/06/2012,,,3,7,38.0,1.7,0,,,,
61,13/06/2012,,,3,8,23.0,1.4,0,,,,
61,13/06/2012,,,3,9,10.0,0.3,0,,,,
62,13/06/2012,,,0,0,,,,,95.0,,
62,13/06/2012,,,0,0,,,,28.0,,,
62,13/06/2012,,,1,0,,,,,,1,0
62,13/06/2012,,,1,3,0.0,0.0,0,,,,
62,13/06/2012,,,1,6,0.0,0.0,0,,,,
62,13/06/2012,,,1,7,61.0,2.4,1,,,,
62,13/06/2012,,,1,8,60.0,2.6,0,,,,
62,13/06/2012,,,1,9,41.0,2.4,0,,,,
62,13/06/2012,,,1,10,11.0,0.3,0,,,,
62,13/06/2012,,,2,0,,,,,,1,0
62,13/06/2012,,,2,6,57.0,2.4,1,,,,
62,13/06/2012,,,2,7,54.0,2.4,0,,,,
62,13/06/2012,,,2,8,38.0,2.0,0,,,,
62,13/06/2012,,,2,9,17.0,0.5,0,,,,
62,13/06/2012,,,3,0,,,,,,1,0
62,13/06/2012,,,3,1,0.0,0.0,0,,,,
62,13/06/2012,,,3,2,0.0,0.0,0,,,,
62,13/06/2012,,,3,6,38.0,2.0,1,,,,
62,13/06/2012,,,3,7,26.0,1.5,0,,,,
62,13/06/2012,,,3,8,15.0,1.1,0,,,,
35,20/06/2012,,,0,0,,,,50.5,,,
35,20/06/2012,,,1,0,,,,,,1,0
35,20/06/2012,,,1,6,36.0,2.0,1,,,,
35,20/06/2012,,,1,7,35.0,2.1,0,,,,
35,20/06/2012,,,1,8,28.0,1.6,0,,,,
35,20/06/2012,,,1,9,14.0,0.9,0,,,,
35,20/06/2012,,,1,10,1.5,0.1,0,,,,
35,20/06/2012,,,2,0,,,,,,1,0
35,20/06/2012,,,2,5,42.0,2.0,1,,,,
35,20/06/2012,,,2,6,49.0,2.3,1,,,,
35,20/06/2012,,,2,7,50.0,2.1,0,,,,
35,20/06/2012,,,2,8,33.0,1.6,0,,,,
35,20/06/2012,,,2,9,23.0,1.1,0,,,,
35,20/06/2012,,,3,0,,,,,,1,0
35,20/06/2012,,,3,6,41.0,1.9,1,,,,
35,20/06/2012,,,3,7,49.0,2.0,1,,,,
35,20/06/2012,,,3,8,39.0,2.0,0,,,,
35,20/06/2012,,,3,9,23.0,1.0,0,,,,
35,20/06/2012,,,3,10,5.0,0.1,0,,,,
36,20/06/2012,,,0,0,,,,23.3325,,,
36,20/06/2012,,,1,0,,,,,,1,0
36,20/06/2012,,,1,7,53.0,2.4,1,,,,
36,20/06/2012,,,1,8,60.0,2.3,0,,,,
36,20/06/2012,,,1,9,26.0,2.5,0,,,,
36,20/06/2012,,,1,10,9.0,1.0,0,,,,
36,20/06/2012,,,1,11,4.0,0.1,0,,,,
36,20/06/2012,,,2,0,,,,,,1,0
36,20/06/2012,,,2,2,0.0,0.0,0,,,,
36,20/06/2012,,,2,6,49.0,2.5,1,,,,
36,20/06/2012,,,2,7,67.0,2.1,1,,,,
36,20/06/2012,,,2,8,60.0,2.5,0,,,,
36,20/06/2012,,,2,9,41.0,1.6,0,,,,
36,20/06/2012,,,2,10,1.0,0.1,0,,,,
36,20/06/2012,,,3,0,,,,,,1,0
36,20/06/2012,,,3,6,57.0,2.5,1,,,,
36,20/06/2012,,,3,7,66.0,2.6,1,,,,
36,20/06/2012,,,3,8,59.0,2.5,0,,,,
36,20/06/2012,,,3,9,45.0,2.0,0,,,,
36,20/06/2012,,,3,10,15.0,0.3,0,,,,
39,20/06/2012,,,0,0,,,,30.5,,,
39,20/06/2012,,,1,0,,,,,,1,0
39,20/06/2012,,,1,5,50.0,2.4,1,,,,
39,20/06/2012,,,1,6,58.0,2.3,1,,,,
39,20/06/2012,,,1,7,57.0,2.1,0,,,,
39,20/06/2012,,,1,8,54.0,2.0,0,,,,
39,20/06/2012,,,1,9,29.0,1.1,0,,,,
39,20/06/2012,,,1,10,4.0,0.1,0,,,,
39,20/06/2012,,,2,0,,,,,,1,0
39,20/06/2012,,,2,5,0.0,0.0,0,,,,
39,20/06/2012,,,2,7,42.0,1.5,1,,,,
39,20/06/2012,,,2,8,53.0,1.5,0,,,,
39,20/06/2012,,,2,9,41.0,1.1,0,,,,
39,20/06/2012,,,2,10,18.0,0.5,0,,,,
39,20/06/2012,,,3,0,,,,,,1,0
39,20/06/2012,,,3,5,54.0,2.5,1,,,,
39,20/06/2012,,,3,6,80.0,2.6,1,,,,
39,20/06/2012,,,3,7,66.0,2.3,0,,,,
39,20/06/2012,,,3,8,50.0,1.6,0,,,,
39,20/06/2012,,,3,9,23.0,1.0,0,,,,
40,20/06/2012,,,0,0,,,,11.335,,,
40,20/06/2012,,,1,0,,,,,,1,0
40,20/06/2012,,,1,2,0.0,0.0,0,,,,
40,20/06/2012,,,1,7,56.0,2.5,1,,,,
40,20/06/2012,,,1,8,64.0,2.6,1,,,,
40,20/06/2012,,,1,9,53.0,2.6,0,,,,
40,20/06/2012,,,1,10,36.0,1.6,0,,,,
40,20/06/2012,,,1,11,6.0,0.2,0,,,,
40,20/06/2012,,,2,0,,,,,,1,0
40,20/06/2012,,,2,2,0.0,0.0,0,,,,
40,20/06/2012,,,2,6,54.0,3.2,1,,,,
40,20/06/2012,,,2,7,65.0,3.0,1,,,,
40,20/06/2012,,,2,8,76.0,3.2,1,,,,
40,20/06/2012,,,2,9,56.0,3.1,0,,,,
40,20/06/2012,,,2,10,31.0,2.0,0,,,,
40,20/06/2012,,,2,11,4.0,0.1,0,,,,
40,20/06/2012,,,3,0,,,,,,2,0
40,20/06/2012,,,3,6,61.0,3.0,1,,,,
40,20/06/2012,,,3,7,74.0,3.1,1,,,,
40,20/06/2012,,,3,8,60.0,3.0,0,,,,
40,20/06/2012,,,3,9,30.0,1.7,0,,,,
42,20/06/2012,,,0,0,,,,24.8325,,,
42,20/06/2012,,,1,0,,,,,,1,0
42,20/06/2012,,,1,5,50.0,3.0,1,,,,
42,20/06/2012,,,1,6,64.0,2.8,1,,,,
42,20/06/2012,,,1,7,56.0,2.8,0,,,,
42,20/06/2012,,,1,8,39.0,2.0,0,,,,
42,20/06/2012,,,1,9,50.0,0.2,0,,,,
42,20/06/2012,,,2,0,,,,,,1,0
42,20/06/2012,,,2,6,43.0,2.5,1,,,,
42,20/06/2012,,,2,7,55.0,2.6,1,,,,
42,20/06/2012,,,2,8,65.0,2.4,1,,,,
42,20/06/2012,,,2,9,56.0,2.3,0,,,,
42,20/06/2012,,,2,10,23.0,1.0,0,,,,
42,20/06/2012,,,3,0,,,,,,1,0
42,20/06/2012,,,3,2,0.0,0.0,0,,,,
42,20/06/2012,,,3,6,49.0,2.5,1,,,,
42,20/06/2012,,,3,7,60.0,2.5,1,,,,
42,20/06/2012,,,3,8,64.0,2.6,0,,,,
42,20/06/2012,,,3,9,47.0,2.4,0,,,,
