EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,fresh_weight_plant,fresh_weight_sub_sample,canopy_height,stem_count,leaf_ligule,field_flowering_score,leaf_length_cm,leaf_width_cm
132,21/08/2015,16:09,eey9,9,,,,,0,,90.0,2.5
132,21/08/2015,16:10,eey9,10,,,,,0,,66.0,2.0
132,21/08/2015,16:10,eey9,11,,,,,0,,37.0,1.0
141,21/08/2015,16:20,eey9,1,,,,,0,,,
141,21/08/2015,16:21,eey9,2,,,,,0,,,
141,21/08/2015,16:21,eey9,3,,,,,0,,,
141,21/08/2015,16:21,eey9,4,,,,,0,,,
141,21/08/2015,16:21,eey9,5,,,,,0,,,
141,21/08/2015,16:21,eey9,6,,,,,0,,,
141,21/08/2015,16:21,eey9,7,,,,,0,,,
141,21/08/2015,16:21,eey9,8,,,,,1,,100.0,2.3
141,21/08/2015,16:22,eey9,9,,,,,1,,96.0,2.2
141,21/08/2015,16:22,eey9,10,,,,,1,,80.0,2.0
141,21/08/2015,16:24,eey9,11,,,,,0,,60.0,1.6
141,21/08/2015,16:24,eey9,12,,,,,0,,26.0,0.1
142,21/08/2015,16:24,eey9,,,,160.0,37,0,1,,
142,21/08/2015,16:26,eey9,1,,,,,0,,,
142,21/08/2015,16:27,eey9,2,,,,,0,,,
142,21/08/2015,16:27,eey9,3,,,,,0,,,
142,21/08/2015,16:27,eey9,4,,,,,0,,,
142,21/08/2015,16:27,eey9,5,,,,,0,,,
142,21/08/2015,16:27,eey9,6,,,,,0,,,
142,21/08/2015,16:27,eey9,7,,,,,0,,,
142,21/08/2015,16:27,eey9,8,,,,,1,,87.0,2.4
142,21/08/2015,16:27,eey9,9,,,,,1,,88.0,2.3
142,21/08/2015,16:27,eey9,10,,,,,0,,74.0,1.6
142,21/08/2015,16:29,eey9,11,,,,,0,,48.0,1.0
143,21/08/2015,16:29,eey9,,,,164.0,56,0,2,,
143,21/08/2015,16:30,eey9,1,,,,,0,,,
143,21/08/2015,16:30,eey9,2,,,,,0,,,
143,21/08/2015,16:30,eey9,3,,,,,0,,,
143,21/08/2015,16:30,eey9,4,,,,,0,,,
143,21/08/2015,16:30,eey9,5,,,,,0,,,
143,21/08/2015,16:31,eey9,6,,,,,0,,,
143,21/08/2015,16:31,eey9,7,,,,,0,,,
143,21/08/2015,16:31,eey9,8,,,,,0,,,
143,21/08/2015,16:31,eey9,9,,,,,1,,90.0,1.9
143,21/08/2015,16:31,eey9,10,,,,,0,,60.0,1.6
143,21/08/2015,16:31,eey9,11,,,,,0,,47.0,0.8
151,21/08/2015,16:31,eey9,,,,262.0,25,0,,,
151,21/08/2015,16:33,eey9,1,,,,,0,,,
151,21/08/2015,16:33,eey9,2,,,,,0,,,
151,21/08/2015,16:33,eey9,3,,,,,0,,,
151,21/08/2015,16:33,eey9,4,,,,,0,,,
151,21/08/2015,16:33,eey9,5,,,,,0,,,
151,21/08/2015,16:34,eey9,6,,,,,0,,,
151,21/08/2015,16:34,eey9,7,,,,,0,,,
151,21/08/2015,16:34,eey9,8,,,,,0,,,
151,21/08/2015,16:34,eey9,9,,,,,0,,,
151,21/08/2015,16:34,eey9,10,,,,,1,,86.0,2.5
151,21/08/2015,16:34,eey9,11,,,,,0,,65.0,2.5
151,21/08/2015,16:35,eey9,12,,,,,0,,37.0,0.8
152,21/08/2015,16:35,eey9,,,,247.0,33,0,,,
152,21/08/2015,16:36,eey9,1,,,,,0,,,
152,21/08/2015,16:36,eey9,2,,,,,0,,,
152,21/08/2015,16:36,eey9,3,,,,,0,,,
152,21/08/2015,16:36,eey9,4,,,,,0,,,
152,21/08/2015,16:36,eey9,5,,,,,0,,,
152,21/08/2015,16:36,eey9,6,,,,,0,,,
152,21/08/2015,16:36,eey9,7,,,,,0,,,
152,21/08/2015,16:36,eey9,8,,,,,0,,,
152,21/08/2015,16:36,eey9,9,,,,,1,,64.0,2.8
152,21/08/2015,16:37,eey9,10,,,,,1,,86.0,3.0
152,21/08/2015,16:37,eey9,11,,,,,0,,90.0,3.0
152,21/08/2015,16:37,eey9,12,,,,,0,,72.0,2.5
152,21/08/2015,16:38,eey9,13,,,,,0,,31.0,1.0
153,21/08/2015,16:38,eey9,,,,250.0,38,0,,,
153,21/08/2015,16:39,eey9,1,,,,,0,,,
153,21/08/2015,16:40,eey9,2,,,,,0,,,
153,21/08/2015,16:40,eey9,3,,,,,0,,,
153,21/08/2015,16:40,eey9,4,,,,,0,,,
153,21/08/2015,16:40,eey9,5,,,,,0,,,
153,21/08/2015,16:40,eey9,6,,,,,0,,,
153,21/08/2015,16:40,eey9,7,,,,,0,,,
153,21/08/2015,16:40,eey9,8,,,,,0,,,
153,21/08/2015,16:40,eey9,9,,,,,0,,,
153,21/08/2015,16:40,eey9,10,,,,,1,,90.0,2.7
153,21/08/2015,16:40,eey9,11,,,,,1,,84.0,2.7
153,21/08/2015,16:40,eey9,12,,,,,0,,69.0,3.2
153,21/08/2015,16:40,eey9,13,,,,,0,,37.0,1.5
161,21/08/2015,16:40,eey9,,,,167.0,61,0,,,
161,21/08/2015,16:43,eey9,1,,,,,0,,,
161,21/08/2015,16:43,eey9,2,,,,,0,,,
161,21/08/2015,16:43,eey9,3,,,,,0,,,
161,21/08/2015,16:43,eey9,4,,,,,0,,,
161,21/08/2015,16:43,eey9,5,,,,,0,,,
161,21/08/2015,16:43,eey9,6,,,,,0,,,
161,21/08/2015,16:43,eey9,7,,,,,1,,85.0,1.8
161,21/08/2015,16:43,eey9,8,,,,,1,,81.0,2.0
161,21/08/2015,16:43,eey9,9,,,,,0,,80.0,1.7
161,21/08/2015,16:44,eey9,10,,,,,0,,50.0,1.6
161,21/08/2015,16:44,eey9,11,,,,,0,,18.0,0.2
162,21/08/2015,16:44,eey9,,,,175.0,50,0,2,,
162,21/08/2015,16:48,eey9,1,,,,,0,,,
162,21/08/2015,16:48,eey9,2,,,,,0,,,
162,21/08/2015,16:48,eey9,3,,,,,0,,,
162,21/08/2015,16:48,eey9,4,,,,,0,,,
162,21/08/2015,16:48,eey9,5,,,,,0,,,
162,21/08/2015,16:48,eey9,6,,,,,0,,,
162,21/08/2015,16:48,eey9,7,,,,,0,,,
162,21/08/2015,16:48,eey9,8,,,,,1,,94.0,2.1
162,21/08/2015,16:48,eey9,9,,,,,1,,93.0,2.1
162,21/08/2015,16:48,eey9,10,,,,,0,,0.0,
162,21/08/2015,16:49,eey9,11,,,,,1,,80.0,1.7
162,21/08/2015,16:49,eey9,12,,,,,0,,47.0,1.0
163,21/08/2015,16:49,eey9,,,,186.0,81,0,1,,
163,21/08/2015,16:51,eey9,1,,,,,0,,,
163,21/08/2015,16:51,eey9,2,,,,,0,,,
163,21/08/2015,16:51,eey9,3,,,,,0,,,
163,21/08/2015,16:51,eey9,4,,,,,0,,,
163,21/08/2015,16:51,eey9,5,,,,,0,,,
163,21/08/2015,16:51,eey9,6,,,,,0,,,
163,21/08/2015,16:51,eey9,7,,,,,0,,,
163,21/08/2015,16:51,eey9,8,,,,,0,,,
163,21/08/2015,16:52,eey9,9,,,,,1,,92.0,2.3
163,21/08/2015,16:52,eey9,10,,,,,0,,80.0,1.3
163,21/08/2015,16:52,eey9,11,,,,,0,,60.0,1.4
171,21/08/2015,16:52,eey9,,,,251.0,24,0,,,
172,21/08/2015,16:53,eey9,,,,265.0,16,0,,,
172,21/08/2015,16:54,eey9,1,,,,,0,,,
172,21/08/2015,16:54,eey9,2,,,,,0,,,
172,21/08/2015,16:54,eey9,3,,,,,0,,0.0,0.0
172,21/08/2015,16:55,eey9,4,,,,,0,,,
172,21/08/2015,16:55,eey9,5,,,,,0,,,
172,21/08/2015,16:55,eey9,6,,,,,0,,,
172,21/08/2015,16:55,eey9,7,,,,,0,,,
172,21/08/2015,16:55,eey9,8,,,,,0,,,
172,21/08/2015,16:55,eey9,9,,,,,0,,,
172,21/08/2015,16:55,eey9,10,,,,,0,,,
172,21/08/2015,16:55,eey9,11,,,,,1,,84.0,2.9
172,21/08/2015,16:55,eey9,12,,,,,0,,82.0,2.8
172,21/08/2015,16:55,eey9,13,,,,,0,,54.0,2.0
172,21/08/2015,16:56,eey9,14,,,,,0,,32.0,0.5
171,21/08/2015,16:58,eey9,1,,,,,0,,,
171,21/08/2015,16:58,eey9,2,,,,,0,,,
171,21/08/2015,16:58,eey9,3,,,,,0,,0.0,0.0
171,21/08/2015,16:58,eey9,4,,,,,0,,,
171,21/08/2015,16:58,eey9,5,,,,,0,,,
171,21/08/2015,16:58,eey9,6,,,,,0,,,
171,21/08/2015,16:58,eey9,7,,,,,0,,,
171,21/08/2015,16:58,eey9,8,,,,,0,,,
171,21/08/2015,16:59,eey9,9,,,,,0,,,
171,21/08/2015,16:59,eey9,10,,,,,1,,60.0,2.7
171,21/08/2015,16:59,eey9,11,,,,,1,,80.0,2.7
171,21/08/2015,16:59,eey9,12,,,,,0,,73.0,3.0
171,21/08/2015,17:00,eey9,13,,,,,0,,38.0,1.0
173,21/08/2015,17:00,eey9,,,,250.0,19,0,,,
173,21/08/2015,17:00,eey9,1,,,,,0,,,
173,21/08/2015,17:00,eey9,2,,,,,0,,,
173,21/08/2015,17:00,eey9,3,,,,,0,,,
173,21/08/2015,17:01,eey9,4,,,,,0,,,
173,21/08/2015,17:01,eey9,5,,,,,0,,,
173,21/08/2015,17:02,eey9,6,,,,,0,,,
173,21/08/2015,17:02,eey9,7,,,,,0,,,
173,21/08/2015,17:02,eey9,8,,,,,0,,,
173,21/08/2015,17:02,eey9,9,,,,,1,,90.0,2.4
173,21/08/2015,17:02,eey9,10,,,,,1,,92.0,2.5
173,21/08/2015,17:02,eey9,11,,,,,0,,84.0,3.0
173,21/08/2015,17:03,eey9,12,,,,,0,,57.0,2.8
173,21/08/2015,17:03,eey9,13,,,,,0,,35.0,0.8
181,21/08/2015,17:04,eey9,,,,162.0,55,0,1,,
181,21/08/2015,17:05,eey9,1,,,,,0,,,
181,21/08/2015,17:05,eey9,2,,,,,0,,,
181,21/08/2015,17:05,eey9,3,,,,,0,,,
181,21/08/2015,17:05,eey9,4,,,,,0,,,
181,21/08/2015,17:05,eey9,5,,,,,0,,,
181,21/08/2015,17:06,eey9,6,,,,,0,,,
181,21/08/2015,17:06,eey9,7,,,,,0,,,
181,21/08/2015,17:06,eey9,8,,,,,1,,95.0,2.2
181,21/08/2015,17:06,eey9,9,,,,,1,,82.0,1.9
181,21/08/2015,17:06,eey9,10,,,,,0,,54.0,1.4
181,21/08/2015,17:07,eey9,11,,,,,0,,15.0,0.4
182,21/08/2015,17:07,eey9,,,,175.0,64,0,2,,
182,21/08/2015,17:08,eey9,1,,,,,0,,,
182,21/08/2015,17:08,eey9,2,,,,,0,,,
182,21/08/2015,17:08,eey9,3,,,,,0,,,
182,21/08/2015,17:10,eey9,4,,,,,0,,,
182,21/08/2015,17:10,eey9,5,,,,,0,,,
182,21/08/2015,17:10,eey9,6,,,,,0,,,
182,21/08/2015,17:10,eey9,7,,,,,0,,,
182,21/08/2015,17:10,eey9,8,,,,,0,,,
182,21/08/2015,17:10,eey9,9,,,,,0,,,
182,21/08/2015,17:10,eey9,10,,,,,1,,99.0,2.5
182,21/08/2015,17:10,eey9,11,,,,,1,,90.0,2.3
182,21/08/2015,17:11,eey9,12,,,,,1,,57.0,1.6
183,21/08/2015,17:11,eey9,,,,169.0,44,0,2,,
183,21/08/2015,17:12,eey9,1,,,,,0,,,
183,21/08/2015,17:12,eey9,2,,,,,0,,,
183,21/08/2015,17:12,eey9,3,,,,,0,,,
183,21/08/2015,17:12,eey9,4,,,,,0,,,
183,21/08/2015,17:12,eey9,5,,,,,0,,,
183,21/08/2015,17:12,eey9,6,,,,,0,,,
183,21/08/2015,17:13,eey9,7,,,,,0,,,
183,21/08/2015,17:13,eey9,8,,,,,0,,,
183,21/08/2015,17:13,eey9,9,,,,,1,,98.0,2.5
183,21/08/2015,17:13,eey9,10,,,,,1,,90.0,2.3
183,21/08/2015,17:13,eey9,11,,,,,0,,62.0,1.7
183,21/08/2015,17:14,eey9,12,,,,,0,,20.0,0.3
