Date,site_id,PAR,t_max,t_min,rainfall_mm
05/02/2015,BSBEC,2.0750273407,6.32,-0.159,0
06/02/2015,BSBEC,3.5928553846,5.431,-2.356,0
07/02/2015,BSBEC,3.3924762198,7.329,-2.041,0
08/02/2015,BSBEC,3.2676084396,7.062,-1.104,0
09/02/2015,BSBEC,0.8646400879,3.952,1.804,0
10/02/2015,BSBEC,1.1703425934,1.682,-3.565,0
11/02/2015,BSBEC,0.4229066374,4.189,1.824,0
12/02/2015,BSBEC,0.9064301538,5.563,3.467,0
13/02/2015,BSBEC,1.2914481758,8.68,3.725,12.864
14/02/2015,BSBEC,1.2780213626,7.48,2.896,0.402
15/02/2015,BSBEC,3.654685978,9.97,1.348,0
16/02/2015,BSBEC,2.1356046593,6.411,2.653,7.839
17/02/2015,BSBEC,3.7035478681,7.672,0.701,0
18/02/2015,BSBEC,0.9214259341,8.01,5.77,0
19/02/2015,BSBEC,1.0708021978,7.753,4.129,14.07
20/02/2015,BSBEC,2.0307718681,5.856,1.379,2.211
21/02/2015,BSBEC,2.8475636044,5.86,2.659,1.407
22/02/2015,BSBEC,0.5890422857,8.36,1.308,7.638
23/02/2015,BSBEC,3.0641127033,5.83,3.739,0.603
24/02/2015,BSBEC,1.9213872527,6.521,3.872,1.608
25/02/2015,BSBEC,1.2093570989,9.76,6.077,3.819
26/02/2015,BSBEC,3.2287790769,9.8,4.038,15.879
27/02/2015,BSBEC,3.8869872527,7.369,3.305,0
28/02/2015,BSBEC,1.5890534505,9.76,5.931,1.608
01/03/2015,BSBEC,1.8511025934,7.682,2.633,5.427
02/03/2015,BSBEC,4.1910029011,6.233,2.769,2.814
03/03/2015,BSBEC,5.3884705055,6.734,1.455,1.407
04/03/2015,BSBEC,4.7415987692,8.13,3.411,0
05/03/2015,BSBEC,1.9050661978,7.889,3.451,0
06/03/2015,BSBEC,4.7013412747,10.7,6.431,0
07/03/2015,BSBEC,4.521296967,11.1,7.692,0
08/03/2015,BSBEC,2.7638473846,9.37,1.799,10.653
09/03/2015,BSBEC,1.1890792088,10.06,1.162,2.613
10/03/2015,BSBEC,6.3524025495,10.43,3.168,0
11/03/2015,BSBEC,1.1965877802,9.87,3.275,1.407
12/03/2015,BSBEC,1.0428408791,11.35,4.351,6.231
13/03/2015,BSBEC,2.4452189011,7.389,2.168,6.834
14/03/2015,BSBEC,2.7683715165,5.249,0.985,0
15/03/2015,BSBEC,2.3709631648,7.046,0.57,0
16/03/2015,BSBEC,2.4360029011,7.092,3.764,0
17/03/2015,BSBEC,6.190234022,11.72,2.38,0.603
18/03/2015,BSBEC,6.9532844835,11.12,-0.654,0.201
19/03/2015,BSBEC,6.8411203516,11.02,-0.158,0.201
20/03/2015,BSBEC,3.6364003516,8.56,-0.058,0.201
21/03/2015,BSBEC,7.9133894505,10.93,1.939,0
22/03/2015,BSBEC,7.7839864615,9.26,-1.135,0
23/03/2015,BSBEC,3.8897723077,10.01,0.767,0.402
24/03/2015,BSBEC,4.6015904176,7.754,1.789,3.216
25/03/2015,BSBEC,7.0771798681,9.05,0.392,1.809
26/03/2015,BSBEC,5.4276029011,9.7,2.223,4.221
27/03/2015,BSBEC,4.8196776264,11.11,2.461,0
28/03/2015,BSBEC,1.5887868132,10.72,7.611,7.437
29/03/2015,BSBEC,2.8543790769,9.29,6.699,11.256
30/03/2015,BSBEC,3.1853646593,9.42,5.119,7.035
31/03/2015,BSBEC,5.6398802637,8.79,4.669,2.412
01/04/2015,BSBEC,4.0169765275,8,4.664,1.407
02/04/2015,BSBEC,3.4512029011,9.37,5.088,4.02
03/04/2015,BSBEC,2.5604347253,10.13,6.664,10.854
04/04/2015,BSBEC,8.1061223736,12.69,5.321,0
05/04/2015,BSBEC,9.7615273846,14.48,3.203,0.201
06/04/2015,BSBEC,9.057061978,11.26,1.845,0.402
07/04/2015,BSBEC,9.7273028571,15.76,3.244,0
08/04/2015,BSBEC,7.7734633846,19.12,6.143,0
09/04/2015,BSBEC,9.4975279121,18.16,5.406,0.201
10/04/2015,BSBEC,6.2173519121,18.39,6.113,0
11/04/2015,BSBEC,9.3711077802,9.7,4.477,4.623
12/04/2015,BSBEC,1.7983906813,11.06,2.724,6.834
13/04/2015,BSBEC,4.6338970549,14.34,0.509,0.201
14/04/2015,BSBEC,7.8247028571,12.75,7.43,0
15/04/2015,BSBEC,7.376506022,13.63,6.466,0
16/04/2015,BSBEC,10.1375082198,18.87,5.229,0
17/04/2015,BSBEC,6.8803809231,15.35,8.93,0
18/04/2015,BSBEC,10.9610885275,15.44,3.734,0
19/04/2015,BSBEC,8.4111824176,11.4,1.784,0
20/04/2015,BSBEC,10.7401039121,17.01,4.831,0
21/04/2015,BSBEC,10.9765424176,19.56,6.244,0
22/04/2015,BSBEC,11.4871632527,18.95,5.043,0
23/04/2015,BSBEC,11.1509003077,18.35,5.092,0
24/04/2015,BSBEC,2.9067713407,13.14,4.309,0
25/04/2015,BSBEC,5.7277946374,13.1,4.482,1.005
26/04/2015,BSBEC,11.8040684835,12.5,2.233,0
27/04/2015,BSBEC,8.6037618462,10.25,-1.313,1.005
28/04/2015,BSBEC,11.0058741099,10.33,4.184,0.201
29/04/2015,BSBEC,10.9524936264,10.58,4.825,8.241
30/04/2015,BSBEC,9.9145701099,13.45,4.325,0
01/05/2015,BSBEC,8.5203668571,12.41,4.108,0
02/05/2015,BSBEC,4.9432248791,10.12,4.26,3.417
03/05/2015,BSBEC,4.3003883077,13.18,8.5,10.452
04/05/2015,BSBEC,7.4048945934,13.91,8.2,0
05/05/2015,BSBEC,6.2301512967,11.96,7.309,15.879
06/05/2015,BSBEC,2.4068326154,9.98,6.724,10.653
07/05/2015,BSBEC,6.9816121319,12.09,6.915,1.005
08/05/2015,BSBEC,2.5734303297,11.28,4.158,6.834
09/05/2015,BSBEC,6.8612447473,12.47,6.906,1.206
10/05/2015,BSBEC,4.3065723956,14.34,7.688,0
11/05/2015,BSBEC,11.729679033,15.3,10.34,3.015
12/05/2015,BSBEC,10.6528715604,12.61,7.99,0
13/05/2015,BSBEC,12.6757234286,18.24,6.204,0
14/05/2015,BSBEC,3.1362013187,10.57,7.884,3.015
15/05/2015,BSBEC,8.6615643956,14.51,3.27,1.608
16/05/2015,BSBEC,11.8384401758,13.13,8.5,1.206
17/05/2015,BSBEC,6.0800130989,11.76,7.622,0
18/05/2015,BSBEC,6.3720838681,11.21,6.916,28.14
19/05/2015,BSBEC,7.1565784615,11.11,6.82,0.603
20/05/2015,BSBEC,10.0168789451,13.47,7.233,0
21/05/2015,BSBEC,10.0698772747,13.74,7.697,0
22/05/2015,BSBEC,6.0856781538,17.03,9.09,2.412
23/05/2015,BSBEC,12.7399165714,16.33,6.663,0.201
24/05/2015,BSBEC,6.9136726154,15.27,6.744,7.638
25/05/2015,BSBEC,7.5251583297,14.56,9.08,0
26/05/2015,BSBEC,9.4815755604,16.45,8.48,0
27/05/2015,BSBEC,6.5474758681,14.87,5.523,2.211
28/05/2015,BSBEC,11.4013305495,13.27,8.28,0
29/05/2015,BSBEC,9.3298873846,13.21,7.712,9.648
30/05/2015,BSBEC,10.053015033,13.96,6.865,0.603
31/05/2015,BSBEC,7.5024395604,13.34,7.552,13.065
01/06/2015,BSBEC,3.2319344176,10.91,6.884,22.11
02/06/2015,BSBEC,9.0942899341,14.81,9.41,12.06
03/06/2015,BSBEC,13.1188858022,15.73,7.793,0
04/06/2015,BSBEC,12.727011956,20.8,5.855,0
05/06/2015,BSBEC,7.9891334505,14.87,9.29,1.206
06/06/2015,BSBEC,12.7706526593,13.78,8.38,0.402
07/06/2015,BSBEC,14.5980585495,17.11,5.916,0
08/06/2015,BSBEC,12.4457150769,16.35,2.759,0
09/06/2015,BSBEC,10.9962427253,17.34,3.856,0
10/06/2015,BSBEC,14.1862905495,19.58,2.876,0
11/06/2015,BSBEC,8.0214527473,23.43,8.08,0
12/06/2015,BSBEC,6.0328546813,23.41,12.6,0
13/06/2015,BSBEC,1.9449059341,14.67,10.29,10.653
14/06/2015,BSBEC,10.4009847033,18,8.23,0
15/06/2015,BSBEC,11.1220868571,20.07,8.83,0
16/06/2015,BSBEC,12.1326701538,18.25,8.08,0
17/06/2015,BSBEC,1.3431441758,14.68,12.43,1.407
18/06/2015,BSBEC,11.646125011,14.85,7.772,0.402
19/06/2015,BSBEC,8.4347177143,15.59,6.743,3.618
20/06/2015,BSBEC,3.295674989,17.1,10.52,7.236
21/06/2015,BSBEC,5.9373684396,14.38,11.2,0
22/06/2015,BSBEC,10.6326245275,16.73,9.35,0
23/06/2015,BSBEC,14.1733835604,22.17,7.148,0.603
24/06/2015,BSBEC,6.7138726154,17.36,8.3,0
25/06/2015,BSBEC,5.353719033,19.51,13.19,0
26/06/2015,BSBEC,6.7888167033,17.99,12.76,2.412
27/06/2015,BSBEC,10.931487033,19.81,12.58,0
28/06/2015,BSBEC,9.5975992088,17.94,12.77,5.829
29/06/2015,BSBEC,11.241666989,22.64,12.02,0
30/06/2015,BSBEC,13.6723450549,28.87,15.95,0
01/07/2015,BSBEC,4.9149684396,25.73,14.64,3.618
02/07/2015,BSBEC,5.7750883516,19.33,12.3,2.211
03/07/2015,BSBEC,10.1159572747,22.81,9.77,1.608
04/07/2015,BSBEC,6.9611182418,20.55,11.64,0.603
05/07/2015,BSBEC,8.3040369231,19.37,10.46,11.055
06/07/2015,BSBEC,2.3182338462,15.59,10.04,7.236
07/07/2015,BSBEC,11.6171113846,16.94,12.31,4.221
08/07/2015,BSBEC,5.8067477802,16.24,11.94,3.015
09/07/2015,BSBEC,13.372472967,19.83,8.63,0
10/07/2015,BSBEC,11.189504967,24.16,10.39,0
11/07/2015,BSBEC,6.8278652308,17.21,12.88,7.035
12/07/2015,BSBEC,7.8885043516,19.16,13.11,8.442
13/07/2015,BSBEC,1.5830663736,15.54,12.57,17.889
14/07/2015,BSBEC,5.0032008791,19.15,13.88,1.407
15/07/2015,BSBEC,12.1262154725,19.42,8.04,3.015
16/07/2015,BSBEC,11.526332044,21.82,6.921,0
17/07/2015,BSBEC,10.1980174945,18.58,12.92,2.01
18/07/2015,BSBEC,11.0049396923,19.02,12.09,0
19/07/2015,BSBEC,11.9889676484,18.23,9.49,4.623
20/07/2015,BSBEC,5.4150812308,19.64,10.55,1.407
21/07/2015,BSBEC,5.5765867253,17.31,13.35,3.417
22/07/2015,BSBEC,7.9054631209,18.14,12.41,0.603
23/07/2015,BSBEC,8.247562022,17.98,10.32,0
24/07/2015,BSBEC,2.7004414945,13.8,9.89,14.07
25/07/2015,BSBEC,9.9845406593,17.53,9.89,0.402
26/07/2015,BSBEC,3.0142214505,15.41,9.54,16.08
27/07/2015,BSBEC,2.5385514725,13.92,12.61,3.015
28/07/2015,BSBEC,6.2739423297,15.99,10.79,0.402
29/07/2015,BSBEC,9.1435387253,15.8,10.04,7.638
30/07/2015,BSBEC,9.2279947253,17.86,7.319,0.402
31/07/2015,BSBEC,6.4833286154,16.59,5.633,0
01/08/2015,BSBEC,5.1015797802,15.85,10.41,8.844
02/08/2015,BSBEC,9.3284434286,22.26,9.94,0
03/08/2015,BSBEC,5.1080202198,17.45,12.71,0.402
04/08/2015,BSBEC,3.9575282637,15.62,12.48,2.211
05/08/2015,BSBEC,4.5593912967,18.1,11.91,1.005
06/08/2015,BSBEC,8.0990418462,19.17,8.64,7.437
07/08/2015,BSBEC,11.6837564835,21.15,6.612,0.201
08/08/2015,BSBEC,11.7512133626,21.64,8.54,0
09/08/2015,BSBEC,5.524851956,19.25,12.09,0.804
10/08/2015,BSBEC,8.8316537143,19.33,11.65,2.211
11/08/2015,BSBEC,10.7078265495,21.48,9.42,0
12/08/2015,BSBEC,12.3694037802,26.35,7.616,0
13/08/2015,BSBEC,4.7488881758,19.67,10.99,1.005
14/08/2015,BSBEC,2.619178022,15.99,12.69,3.015
15/08/2015,BSBEC,8.6459989451,17.85,10.09,0.201
16/08/2015,BSBEC,7.1887252747,21.75,9.54,0
17/08/2015,BSBEC,11.0475122637,24.49,7.4,0
18/08/2015,BSBEC,10.8461488352,20.45,7.39,0.201
19/08/2015,BSBEC,1.9922463297,16.37,11.43,4.221
20/08/2015,BSBEC,5.9911666813,21.23,13.4,2.01
21/08/2015,BSBEC,2.8337997363,19.19,15.22,3.216
22/08/2015,BSBEC,3.9344218022,23.06,12.79,7.437
23/08/2015,BSBEC,1.8440204835,17.2,10.99,26.129
24/08/2015,BSBEC,7.7385354725,17.7,9.22,0
25/08/2015,BSBEC,3.7694341978,16.34,9.52,2.613
26/08/2015,BSBEC,7.724463033,18.78,12.5,4.824
27/08/2015,BSBEC,9.5488061538,18.26,10.71,1.206
28/08/2015,BSBEC,7.4593352967,17.54,10.94,0.201
29/08/2015,BSBEC,6.8784345495,19.79,11.84,0.201
30/08/2015,BSBEC,3.7611098901,17.92,10.13,3.216
31/08/2015,BSBEC,6.5298406154,20.45,10.89,4.824
01/09/2015,BSBEC,7.062264,17.66,8.66,13.266
02/09/2015,BSBEC,3.8000745495,13.66,8.55,5.226
03/09/2015,BSBEC,5.911628044,16.51,9.17,0.402
04/09/2015,BSBEC,6.3432609231,17.77,7.873,2.814
05/09/2015,BSBEC,6.800544,19.64,5.628,0.804
06/09/2015,BSBEC,6.7905731868,16.26,4.027,0
07/09/2015,BSBEC,8.1282762198,20.02,7.853,0
08/09/2015,BSBEC,9.2804692747,20.53,6.148,0
09/09/2015,BSBEC,6.7361546374,18.71,8.49,0
10/09/2015,BSBEC,7.7819847033,21.22,8.98,0
11/09/2015,BSBEC,6.0445202637,18.86,10.41,0.201
12/09/2015,BSBEC,6.1716319121,16.72,9.57,10.05
13/09/2015,BSBEC,6.8012268132,20.17,8.93,1.005
14/09/2015,BSBEC,3.4547696703,15.06,10.18,1.407
15/09/2015,BSBEC,5.2810987253,18.16,7.248,3.015
16/09/2015,BSBEC,4.3766497582,17.08,5.512,0
17/09/2015,BSBEC,6.8194254066,18.13,6.062,0
18/09/2015,BSBEC,5.9390616264,17.61,9.23,2.211
19/09/2015,BSBEC,6.7696069451,18.79,6.895,0
20/09/2015,BSBEC,1.9714201319,13.81,8.34,3.015
21/09/2015,BSBEC,5.433013978,15.4,10.45,15.477
22/09/2015,BSBEC,2.7266154725,13.5,9.3,24.319
23/09/2015,BSBEC,1.6400887912,13.71,9.24,2.613
24/09/2015,BSBEC,5.9849738901,16.07,10.81,0
25/09/2015,BSBEC,7.3993442637,17.9,6.315,0
26/09/2015,BSBEC,7.4832978462,21.18,4.144,0
27/09/2015,BSBEC,7.4100445714,19.62,6.538,0
28/09/2015,BSBEC,6.7498290989,21.08,6.709,0
29/09/2015,BSBEC,6.3764046593,20.86,6.98,0
30/09/2015,BSBEC,6.234066989,20.31,8.73,0
01/10/2015,BSBEC,6.9123133187,20.42,7.808,0
02/10/2015,BSBEC,6.780221011,18.54,6.32,0
03/10/2015,BSBEC,2.7922383297,13.42,5.26,0
04/10/2015,BSBEC,3.8862443077,16.39,7.369,0
05/10/2015,BSBEC,2.9546307692,17.99,12.21,0.603
06/10/2015,BSBEC,1.8525497143,16.48,11.32,13.065
07/10/2015,BSBEC,3.1161354725,13.43,9.33,14.271
08/10/2015,BSBEC,4.841060044,17.33,9.2,0.201
09/10/2015,BSBEC,2.5092981099,15.91,8.29,0
10/10/2015,BSBEC,2.856690989,13.35,7.309,0
11/10/2015,BSBEC,3.2561042637,14,7.087,0
12/10/2015,BSBEC,4.4386821099,14.12,3.153,0
13/10/2015,BSBEC,5.1513752967,16.19,2.673,0
14/10/2015,BSBEC,4.954896,14.21,3.159,0
15/10/2015,BSBEC,3.5448116044,13.92,2.35,0
16/10/2015,BSBEC,1.7951941978,12.57,7.52,0
17/10/2015,BSBEC,1.3820803516,10.75,4.427,0
18/10/2015,BSBEC,1.665216,12.29,6.542,0
19/10/2015,BSBEC,1.8245876044,13.3,8.97,0
20/10/2015,BSBEC,2.7330013187,14.28,6.158,0.402
21/10/2015,BSBEC,0.6082322637,13.31,9.94,33.566
22/10/2015,BSBEC,3.8223795165,13.58,8.08,0.603
23/10/2015,BSBEC,2.6543868132,12.33,8.25,0.201
24/10/2015,BSBEC,1.7483403956,11.52,8.33,13.266
25/10/2015,BSBEC,2.2826753407,11.63,4.482,0
26/10/2015,BSBEC,2.724999033,14.13,6.693,0
27/10/2015,BSBEC,1.1088411429,15.39,10.02,2.613
28/10/2015,BSBEC,2.8292368352,15.07,7.581,0
29/10/2015,BSBEC,2.1351702857,13.76,7.021,2.613
30/10/2015,BSBEC,2.6044346374,16.94,8.19,5.829
31/10/2015,BSBEC,1.3472022857,16.19,10.51,2.01
01/11/2015,BSBEC,3.965130989,21.51,7.949,0
02/11/2015,BSBEC,3.8822162637,21.34,6.375,0.201
03/11/2015,BSBEC,2.7536874725,13,5.098,2.211
04/11/2015,BSBEC,1.0043422418,14.39,9.84,1.608
05/11/2015,BSBEC,0.7637253626,14.3,10.07,3.618
06/11/2015,BSBEC,0.5359545495,15.29,11.33,3.819
07/11/2015,BSBEC,1.5775279121,14.42,8.84,3.819
08/11/2015,BSBEC,0.5176072088,14.26,8.09,4.221
09/11/2015,BSBEC,0.1811527912,13.73,8.54,7.638
10/11/2015,BSBEC,0.3764302418,13.83,12.61,0.804
11/11/2015,BSBEC,0.553248,12.8,10.14,3.417
12/11/2015,BSBEC,2.0011094505,13.29,8.32,5.025
13/11/2015,BSBEC,1.5601236923,8.88,6.309,4.824
14/11/2015,BSBEC,0.3818049231,12.99,6.678,13.869
15/11/2015,BSBEC,0,13.02,12.86,0
16/11/2015,BSBEC,1.3238062418,10.38,7.773,9.849
17/11/2015,BSBEC,0.0007912088,8.07,7.737,3.015
18/11/2015,BSBEC,1.0280125714,9.0823333333,4.5873333333,4.8575
19/11/2015,BSBEC,1.0280125714,9.0823333333,4.5873333333,4.8575
20/11/2015,BSBEC,1.0280125714,9.0823333333,4.5873333333,4.8575
21/11/2015,BSBEC,1.7251255385,5.714,0.746,1.608
22/11/2015,BSBEC,2.329741978,9.26,-0.057,9.849
23/11/2015,BSBEC,0.7886104615,8.05,-1.535,4.824
24/11/2015,BSBEC,0.4113589451,9.98,7.834,7.638
25/11/2015,BSBEC,0.8291512088,10.335,4.878,6.7
26/11/2015,BSBEC,0.8291512088,10.335,4.878,6.7
27/11/2015,BSBEC,0.8291512088,10.335,4.878,6.7
28/11/2015,BSBEC,0.8291512088,10.335,4.878,6.7
29/11/2015,BSBEC,0.8291512088,10.335,4.878,6.7
30/11/2015,BSBEC,0.8291512088,10.335,4.878,6.7
01/12/2015,BSBEC,0.8291512088,10.335,4.878,6.7
02/12/2015,BSBEC,0.8291512088,10.335,4.878,6.7
03/12/2015,BSBEC,0.2930281319,12.56,6.431,16.281
04/12/2015,BSBEC,0.7311813626,10.96,6.375,1.005
05/12/2015,BSBEC,0.4209863736,11.2,10.22,0.603
06/12/2015,BSBEC,0.5993216703,11.7,7.343,4.623
07/12/2015,BSBEC,1.5480775385,15,11.31,1.005
08/12/2015,BSBEC,1.0545428571,12.45,7.016,4.221
09/12/2015,BSBEC,1.2687096264,10.87,5.583,0
10/12/2015,BSBEC,0.4614021099,10.87,6.269,25.123
11/12/2015,BSBEC,0.8901257143,8.33,6.492,0.603
12/12/2015,BSBEC,0.1503003956,11.2,4.522,30.552
13/12/2015,BSBEC,0.1181353846,8.85,4.27,11.256
14/12/2015,BSBEC,0.3128392088,9.6,6.325,4.623
15/12/2015,BSBEC,0.504644044,12.85,7.869,1.608
16/12/2015,BSBEC,0.3187020659,13.45,10.64,7.839
17/12/2015,BSBEC,0.4229564835,13.38,11.07,3.015
18/12/2015,BSBEC,0.4333331868,12.57,10.91,0
19/12/2015,BSBEC,0.3216145055,14.4,11.79,13.869
20/12/2015,BSBEC,1.185464967,12.31,6.547,1.809
21/12/2015,BSBEC,0.8350465055,11.12,5.653,5.829
22/12/2015,BSBEC,0.0005269451,10.27,9.41,2.814
23/12/2015,BSBEC,0.4617122637,10.19,8.29,1.005
24/12/2015,BSBEC,0.8246634725,10.5,4.912,8.442
25/12/2015,BSBEC,0.5092931868,13.07,5.094,3.417
26/12/2015,BSBEC,0.2874058022,13.23,8.01,15.276
27/12/2015,BSBEC,0.5065571868,12.39,7.435,4.623
28/12/2015,BSBEC,0.7837057582,13.04,10.4,0.402
29/12/2015,BSBEC,1.2489658022,11.18,7.556,2.01
30/12/2015,BSBEC,0.2617033846,12.54,4.517,15.075
31/12/2015,BSBEC,0.5112593407,7.324,4.572,9.447
01/01/2016,BSBEC,0.359593,7.989,1.562,NA
02/01/2016,BSBEC,0.922812,11.19,7.243,NA
03/01/2016,BSBEC,0.670152,9.03,4.982,NA
04/01/2016,BSBEC,0.776993,8.23,6.103,NA
05/01/2016,BSBEC,0.601914,6.986,3.982,NA
06/01/2016,BSBEC,0.525764,6.744,2.36,NA
07/01/2016,BSBEC,0.917526,8.39,3.512,NA
08/01/2016,BSBEC,1.21677,7.592,4.088,NA
09/01/2016,BSBEC,0.525898,7.339,3.83,NA
10/01/2016,BSBEC,1.10141,5.578,3.275,NA
11/01/2016,BSBEC,1.03198,6.319,3.027,NA
12/01/2016,BSBEC,0.397127,5.931,4.982,NA
13/01/2016,BSBEC,0.654028,4.885,2.809,NA
14/01/2016,BSBEC,1.9475,5.507,1.414,NA
15/01/2016,BSBEC,0.730261,4.977,1.197,NA
16/01/2016,BSBEC,0.0995918,1.206,-1.201,NA
08/02/2016,BSBEC,0.16507,7.571,5.82,NA
09/02/2016,BSBEC,1.33748,5.704,2.976,NA
10/02/2016,BSBEC,3.01828,7.904,0.534,NA
11/02/2016,BSBEC,2.68585,7.671,0.054,NA
12/02/2016,BSBEC,1.87541,6.001,2.694,NA
13/02/2016,BSBEC,1.21031,4.684,2.82,NA
14/02/2016,BSBEC,3.46869,6.452,0.509,NA
15/02/2016,BSBEC,4.08956,6.931,-1.368,NA
16/02/2016,BSBEC,2.49936,6.543,-1.945,NA
17/02/2016,BSBEC,0.924919,6.668,1.687,NA
18/02/2016,BSBEC,3.39708,7.001,-1.058,NA
19/02/2016,BSBEC,1.7228,8.49,2.32,NA
20/02/2016,BSBEC,0.227011,9.12,7.061,NA
21/02/2016,BSBEC,0.721524,9.66,8.68,NA
22/02/2016,BSBEC,3.482,7.732,4.31,NA
23/02/2016,BSBEC,4.68587,8.07,-0.047,NA
24/02/2016,BSBEC,5.12698,7.021,-2.259,NA
25/02/2016,BSBEC,2.82092,5.3,-1.352,NA
26/02/2016,BSBEC,2.4949,6.431,0.737,NA
27/02/2016,BSBEC,3.18529,5.497,1.263,NA
28/02/2016,BSBEC,3.44091,6.668,-0.705,NA
29/02/2016,BSBEC,1.94892,5.997,-1.717,NA
01/03/2016,BSBEC,2.59818,9.55,4.128,NA
02/03/2016,BSBEC,2.18672,6.305,3.3,NA
03/03/2016,BSBEC,3.35524,7.561,2.84,NA
04/03/2016,BSBEC,1.68369,3.816,-0.037,NA
05/03/2016,BSBEC,4.05267,7.476,2.583,NA
06/03/2016,BSBEC,1.98023,3.932,-0.037,NA
07/03/2016,BSBEC,2.8251,5.653,-0.735,NA
08/03/2016,BSBEC,1.46742,7.031,2.325,NA
09/03/2016,BSBEC,5.4707,7.183,2.113,NA
10/03/2016,BSBEC,7.0189,9.65,0.778,NA
11/03/2016,BSBEC,5.17694,10.19,0.438,NA
12/03/2016,BSBEC,1.77735,9.91,4.966,NA
13/03/2016,BSBEC,5.19039,14.14,5.886,NA
14/03/2016,BSBEC,7.2594,11.08,1.799,NA
15/03/2016,BSBEC,7.31927,13.39,2.416,NA
16/03/2016,BSBEC,4.8764,10.99,3.653,NA
17/03/2016,BSBEC,7.15248,10.71,2.097,NA
18/03/2016,BSBEC,7.2376,10.61,-0.149,NA
19/03/2016,BSBEC,2.55766,6.819,3.224,NA
20/03/2016,BSBEC,6.35876,9.7,2.199,NA
21/03/2016,BSBEC,2.83854,7.475,-0.204,NA
22/03/2016,BSBEC,4.51321,9.62,4.548,NA
23/03/2016,BSBEC,2.86292,7.828,5.174,NA
24/03/2016,BSBEC,1.6319,8.08,6.194,NA
25/03/2016,BSBEC,7.1448,11.37,2.825,NA
26/03/2016,BSBEC,1.83817,11.37,5.068,NA
27/03/2016,BSBEC,4.41962,8.13,4.104,NA
28/03/2016,BSBEC,6.50402,8.04,1.738,NA
29/03/2016,BSBEC,3.60738,6.269,3.133,NA
30/03/2016,BSBEC,8.83527,7.954,3.684,NA
31/03/2016,BSBEC,7.24649,9.35,1.672,NA
01/04/2016,BSBEC,2.23135,8.66,1.136,NA
02/04/2016,BSBEC,2.24874,10.45,5.881,NA
03/04/2016,BSBEC,3.07056,10.85,5.386,NA
04/04/2016,BSBEC,6.38544,11.74,6.663,NA
05/04/2016,BSBEC,9.03311,9.08,5.794,NA
06/04/2016,BSBEC,5.21639,7.612,4.694,NA
07/04/2016,BSBEC,3.31075,8.21,5.285,NA
08/04/2016,BSBEC,5.21505,8.47,5.795,NA
09/04/2016,BSBEC,7.05778,6.542,1.176,NA
10/04/2016,BSBEC,9.27319,11.83,1.177,NA
11/04/2016,BSBEC,1.3633,8.3,6.092,NA
12/04/2016,BSBEC,6.92337,10.97,4.74,NA
13/04/2016,BSBEC,9.98222,13.35,3.805,NA
14/04/2016,BSBEC,5.09298,13.1,7.319,NA
15/04/2016,BSBEC,2.67951,8.68,5.002,NA
16/04/2016,BSBEC,7.97542,7.531,2.03,NA
17/04/2016,BSBEC,9.52099,7.601,-0.963,NA
