Date,Met Station,Day of year,Date month,Date year,Type Flag,PAR,Global rad,Net rad,Av air temp,T max,T min,T 5cm Below Ground,RH %,Rainfall mm,Irrigation mm,Wind run km,Windspeed (max) m/s,Degree days base 0,Degree days base 6,Degree days base 10,Penman pot evap,Penman - Monteith pot evap,Soil moisture def mm,Hydro thermal dd
met_data_date,met_station_id,date_day_of_year,date_month,date_year,day_month_flag,par,global_rad,net_rad,av_air_temp,t_max,t_min,t_below_ground_5cm_avg,rh,rainfall_mm,irrigation_mm,wind_run_km,wind_speed_max_ms,ddays_base_0,ddays_base_6,ddays_base_10,penman_pe,penman_monteith_pe,soil_moisture_def_mm,hydro_thermal_dd
01/01/2016 00:00,Hackthorn,1,1,2016,H,2.21539e-05,,,3.85,,,,94.8,0.0,,8.4096,2.622,,,,,,,
01/01/2016,Hackthorn,1,1,2016,D,0.55909,,,3.31254,7.01,-0.555,,96.7125,0.2,,154.069,4.659,3.36625,0.2525,0.0,,0.18568,0.0,
01/01/2016 01:00,Hackthorn,1,1,2016,H,0.0,,,3.136,,,,94.6,0.0,,6.12,1.88,,,,,,,
01/01/2016 02:00,Hackthorn,1,1,2016,H,8.78242e-05,,,2.374,,,,95.3,0.0,,5.6088,1.985,,,,,,,
01/01/2016 03:00,Hackthorn,1,1,2016,H,0.000153495,,,1.888,,,,95.7,0.0,,1.8324,1.212,,,,,,,
01/01/2016 04:00,Hackthorn,1,1,2016,H,4.35165e-05,,,0.77,,,,97.1,0.0,,1.1736,0.547,,,,,,,
01/01/2016 05:00,Hackthorn,1,1,2016,H,2.21539e-05,,,-0.1,,,,97.9,0.0,,0.7884,0.503,,,,,,,
01/01/2016 06:00,Hackthorn,1,1,2016,H,6.56703e-05,,,-0.555,,,,98.5,0.0,,1.926,0.948,,,,,,,
01/01/2016 07:00,Hackthorn,1,1,2016,H,0.000109187,,,-0.119,,,,99.0,0.0,,2.1744,0.871,,,,,,,
01/01/2016 08:00,Hackthorn,1,1,2016,H,0.000284835,,,-0.236,,,,99.4,0.0,,3.3372,1.208,,,,,,,
01/01/2016 09:00,Hackthorn,1,1,2016,H,0.0113459,,,-0.428,,,,99.5,0.0,,2.6424,1.183,,,,,,,
01/01/2016 10:00,Hackthorn,1,1,2016,H,0.0434216,,,0.245,,,,99.8,0.0,,2.934,1.135,,,,,,,
01/01/2016 11:00,Hackthorn,1,1,2016,H,0.0766682,,,1.144,,,,99.9,0.0,,2.808,1.108,,,,,,,
01/01/2016 12:00,Hackthorn,1,1,2016,H,0.130866,,,2.262,,,,100.0,0.1,,2.2932,1.123,,,,,,,
01/01/2016 13:00,Hackthorn,1,1,2016,H,0.121451,,,3.804,,,,100.0,0.0,,3.8664,1.786,,,,,,,
01/01/2016 14:00,Hackthorn,1,1,2016,H,0.101037,,,5.132,,,,96.8,0.0,,8.6472,2.848,,,,,,,
01/01/2016 15:00,Hackthorn,1,1,2016,H,0.0589688,,,5.572,,,,90.3,0.0,,8.856,2.898,,,,,,,
01/01/2016 16:00,Hackthorn,1,1,2016,H,0.0143684,,,5.591,,,,92.6,0.0,,7.9596,2.526,,,,,,,
01/01/2016 17:00,Hackthorn,1,1,2016,H,0.000174857,,,5.763,,,,93.3,0.0,,10.0548,3.287,,,,,,,
01/01/2016 18:00,Hackthorn,1,1,2016,H,0.0,,,6.505,,,,92.3,0.0,,10.2708,3.444,,,,,,,
01/01/2016 19:00,Hackthorn,1,1,2016,H,0.0,,,6.773,,,,93.2,0.0,,12.2004,3.698,,,,,,,
01/01/2016 20:00,Hackthorn,1,1,2016,H,0.0,,,6.383,,,,97.0,0.0,,11.9016,3.92,,,,,,,
01/01/2016 21:00,Hackthorn,1,1,2016,H,0.0,,,6.277,,,,98.3,0.1,,11.2752,3.535,,,,,,,
01/01/2016 22:00,Hackthorn,1,1,2016,H,0.0,,,6.46,,,,98.8,0.0,,12.6936,4.519,,,,,,,
01/01/2016 23:00,Hackthorn,1,1,2016,H,0.0,,,7.01,,,,97.0,0.0,,14.2956,4.659,,,,,,,
02/01/2016 00:00,Hackthorn,2,1,2016,H,0.0,,,7.13,,,,97.4,0.0,,15.1992,4.976,,,,,,,
02/01/2016,Hackthorn,2,1,2016,D,0.314919,,,8.45358,9.52,7.13,,98.6375,0.3,,256.37,4.976,8.325,2.325,0.0,,0.22521,0.0,
02/01/2016 01:00,Hackthorn,2,1,2016,H,0.0,,,7.287,,,,98.2,0.0,,14.904,4.842,,,,,,,
02/01/2016 02:00,Hackthorn,2,1,2016,H,0.0,,,7.354,,,,98.6,0.1,,14.4972,4.433,,,,,,,
02/01/2016 03:00,Hackthorn,2,1,2016,H,0.0,,,7.306,,,,99.0,0.0,,13.68,4.426,,,,,,,
02/01/2016 04:00,Hackthorn,2,1,2016,H,0.0,,,7.671,,,,97.5,0.0,,11.7612,3.983,,,,,,,
02/01/2016 05:00,Hackthorn,2,1,2016,H,0.0,,,7.771,,,,97.3,0.0,,12.456,4.029,,,,,,,
02/01/2016 06:00,Hackthorn,2,1,2016,H,0.0,,,7.63,,,,98.8,0.0,,12.1716,3.807,,,,,,,
02/01/2016 07:00,Hackthorn,2,1,2016,H,0.0,,,7.67,,,,99.8,0.1,,10.5876,3.373,,,,,,,
02/01/2016 08:00,Hackthorn,2,1,2016,H,4.35165e-05,,,7.797,,,,100.0,0.0,,9.882,3.55,,,,,,,
02/01/2016 09:00,Hackthorn,2,1,2016,H,0.0067411,,,8.05,,,,100.0,0.1,,9.828,3.303,,,,,,,
02/01/2016 10:00,Hackthorn,2,1,2016,H,0.0326928,,,8.36,,,,100.0,0.0,,10.3536,3.345,,,,,,,
02/01/2016 11:00,Hackthorn,2,1,2016,H,0.0492844,,,9.03,,,,98.3,0.0,,11.7756,4.457,,,,,,,
02/01/2016 12:00,Hackthorn,2,1,2016,H,0.0523543,,,8.84,,,,98.9,0.0,,10.4868,3.493,,,,,,,
02/01/2016 13:00,Hackthorn,2,1,2016,H,0.0665407,,,9.17,,,,99.4,0.0,,10.908,3.51,,,,,,,
02/01/2016 14:00,Hackthorn,2,1,2016,H,0.0600132,,,9.52,,,,98.6,0.0,,10.7244,3.383,,,,,,,
02/01/2016 15:00,Hackthorn,2,1,2016,H,0.0374637,,,9.48,,,,98.7,0.0,,10.6452,3.272,,,,,,,
02/01/2016 16:00,Hackthorn,2,1,2016,H,0.00947868,,,9.52,,,,98.2,0.0,,10.1124,3.189,,,,,,,
02/01/2016 17:00,Hackthorn,2,1,2016,H,0.000306198,,,9.35,,,,97.7,0.0,,10.1952,3.206,,,,,,,
02/01/2016 18:00,Hackthorn,2,1,2016,H,0.0,,,9.23,,,,97.5,0.0,,9.5508,2.889,,,,,,,
02/01/2016 19:00,Hackthorn,2,1,2016,H,0.0,,,9.13,,,,97.8,0.0,,9.2628,2.825,,,,,,,
02/01/2016 20:00,Hackthorn,2,1,2016,H,0.0,,,8.93,,,,99.2,0.0,,7.5852,2.543,,,,,,,
02/01/2016 21:00,Hackthorn,2,1,2016,H,0.0,,,8.88,,,,99.1,0.0,,7.1064,2.398,,,,,,,
02/01/2016 22:00,Hackthorn,2,1,2016,H,0.0,,,8.92,,,,98.8,0.0,,7.7616,2.45,,,,,,,
02/01/2016 23:00,Hackthorn,2,1,2016,H,0.0,,,8.86,,,,98.5,0.0,,4.9356,1.776,,,,,,,
03/01/2016 00:00,Hackthorn,3,1,2016,H,0.0,,,8.79,,,,98.9,0.0,,3.0672,1.086,,,,,,,
03/01/2016,Hackthorn,3,1,2016,D,0.232091,,,7.3585,8.79,5.657,,99.6708,1.6,,153.99,6.259,7.2235,1.30925,0.0,,0.22687,0.0,
03/01/2016 01:00,Hackthorn,3,1,2016,H,0.0,,,8.63,,,,99.3,0.0,,1.1232,0.448,,,,,,,
03/01/2016 02:00,Hackthorn,3,1,2016,H,0.0,,,8.47,,,,100.0,0.0,,1.692,0.738,,,,,,,
03/01/2016 03:00,Hackthorn,3,1,2016,H,0.0,,,8.3,,,,100.0,0.0,,2.97,1.396,,,,,,,
03/01/2016 04:00,Hackthorn,3,1,2016,H,0.0,,,8.21,,,,100.0,0.1,,3.7728,1.143,,,,,,,
03/01/2016 05:00,Hackthorn,3,1,2016,H,0.0,,,8.08,,,,100.0,0.0,,4.2264,1.403,,,,,,,
03/01/2016 06:00,Hackthorn,3,1,2016,H,0.0,,,7.756,,,,100.0,0.0,,3.978,1.529,,,,,,,
03/01/2016 07:00,Hackthorn,3,1,2016,H,0.0,,,7.701,,,,100.0,0.0,,5.3064,2.015,,,,,,,
03/01/2016 08:00,Hackthorn,3,1,2016,H,0.000109187,,,7.282,,,,100.0,0.0,,4.8384,1.931,,,,,,,
03/01/2016 09:00,Hackthorn,3,1,2016,H,0.00786462,,,6.54,,,,100.0,0.0,,5.5656,1.8,,,,,,,
03/01/2016 10:00,Hackthorn,3,1,2016,H,0.0355886,,,6.197,,,,100.0,0.0,,6.5376,2.043,,,,,,,
03/01/2016 11:00,Hackthorn,3,1,2016,H,0.0523464,,,5.935,,,,99.4,0.0,,6.8004,2.186,,,,,,,
03/01/2016 12:00,Hackthorn,3,1,2016,H,0.0563341,,,6.223,,,,97.4,0.0,,8.7984,2.751,,,,,,,
03/01/2016 13:00,Hackthorn,3,1,2016,H,0.0407156,,,6.743,,,,97.7,0.1,,9.684,2.979,,,,,,,
03/01/2016 14:00,Hackthorn,3,1,2016,H,0.0223596,,,7.312,,,,99.5,0.2,,12.1752,3.74,,,,,,,
03/01/2016 15:00,Hackthorn,3,1,2016,H,0.0115833,,,7.52,,,,100.0,0.3,,15.6636,4.925,,,,,,,
03/01/2016 16:00,Hackthorn,3,1,2016,H,0.0050582,,,7.615,,,,100.0,0.0,,16.2828,6.259,,,,,,,
03/01/2016 17:00,Hackthorn,3,1,2016,H,0.000131341,,,7.625,,,,99.9,0.6,,13.878,5.216,,,,,,,
03/01/2016 18:00,Hackthorn,3,1,2016,H,0.0,,,7.505,,,,100.0,0.2,,8.91,2.804,,,,,,,
03/01/2016 19:00,Hackthorn,3,1,2016,H,0.0,,,7.459,,,,100.0,0.1,,5.8788,2.19,,,,,,,
03/01/2016 20:00,Hackthorn,3,1,2016,H,0.0,,,7.393,,,,100.0,0.0,,4.8636,1.776,,,,,,,
03/01/2016 21:00,Hackthorn,3,1,2016,H,0.0,,,7.121,,,,100.0,0.0,,3.4524,1.088,,,,,,,
03/01/2016 22:00,Hackthorn,3,1,2016,H,0.0,,,6.54,,,,100.0,0.0,,2.9448,1.136,,,,,,,
03/01/2016 23:00,Hackthorn,3,1,2016,H,0.0,,,5.657,,,,100.0,0.0,,1.5804,0.545,,,,,,,
04/01/2016 00:00,Hackthorn,4,1,2016,H,0.0,,,4.945,,,,100.0,0.0,,2.5596,1.062,,,,,,,
04/01/2016,Hackthorn,4,1,2016,D,0.25721,,,5.77283,7.317,3.353,,100.0,0.4,,95.3208,1.776,5.335,0.32925,0.0,,0.224597,0.0,
04/01/2016 01:00,Hackthorn,4,1,2016,H,0.0,,,4.642,,,,100.0,0.0,,2.3004,0.839,,,,,,,
04/01/2016 02:00,Hackthorn,4,1,2016,H,0.0,,,4.824,,,,100.0,0.0,,2.5632,0.831,,,,,,,
04/01/2016 03:00,Hackthorn,4,1,2016,H,6.56703e-05,,,4.107,,,,100.0,0.0,,2.5344,0.813,,,,,,,
04/01/2016 04:00,Hackthorn,4,1,2016,H,0.000153495,,,3.353,,,,100.0,0.0,,3.1248,1.358,,,,,,,
04/01/2016 05:00,Hackthorn,4,1,2016,H,2.21539e-05,,,4.162,,,,100.0,0.0,,4.662,1.66,,,,,,,
04/01/2016 06:00,Hackthorn,4,1,2016,H,0.0,,,4.218,,,,100.0,0.1,,4.2984,1.463,,,,,,,
04/01/2016 07:00,Hackthorn,4,1,2016,H,4.35165e-05,,,4.481,,,,100.0,0.0,,4.788,1.755,,,,,,,
04/01/2016 08:00,Hackthorn,4,1,2016,H,0.000131341,,,4.653,,,,100.0,0.0,,4.752,1.652,,,,,,,
04/01/2016 09:00,Hackthorn,4,1,2016,H,0.00992176,,,4.824,,,,100.0,0.0,,5.0868,1.776,,,,,,,
04/01/2016 10:00,Hackthorn,4,1,2016,H,0.0244642,,,5.244,,,,100.0,0.0,,4.6368,1.698,,,,,,,
04/01/2016 11:00,Hackthorn,4,1,2016,H,0.0394892,,,5.673,,,,100.0,0.0,,4.8348,1.543,,,,,,,
04/01/2016 12:00,Hackthorn,4,1,2016,H,0.0623947,,,6.207,,,,100.0,0.0,,4.338,1.535,,,,,,,
04/01/2016 13:00,Hackthorn,4,1,2016,H,0.0559068,,,6.691,,,,100.0,0.0,,4.2192,1.374,,,,,,,
04/01/2016 14:00,Hackthorn,4,1,2016,H,0.0322101,,,7.091,,,,100.0,0.0,,4.0428,1.338,,,,,,,
04/01/2016 15:00,Hackthorn,4,1,2016,H,0.0247648,,,7.085,,,,100.0,0.0,,4.4676,1.594,,,,,,,
04/01/2016 16:00,Hackthorn,4,1,2016,H,0.00744528,,,7.226,,,,100.0,0.0,,4.032,1.443,,,,,,,
04/01/2016 17:00,Hackthorn,4,1,2016,H,0.000197011,,,7.277,,,,100.0,0.1,,4.2228,1.31,,,,,,,
04/01/2016 18:00,Hackthorn,4,1,2016,H,0.0,,,7.317,,,,100.0,0.1,,5.0256,1.734,,,,,,,
04/01/2016 19:00,Hackthorn,4,1,2016,H,0.0,,,7.292,,,,100.0,0.1,,4.0032,1.425,,,,,,,
04/01/2016 20:00,Hackthorn,4,1,2016,H,0.0,,,7.13,,,,100.0,0.0,,2.8836,1.058,,,,,,,
04/01/2016 21:00,Hackthorn,4,1,2016,H,0.0,,,6.964,,,,100.0,0.0,,3.9024,1.315,,,,,,,
04/01/2016 22:00,Hackthorn,4,1,2016,H,0.0,,,6.541,,,,100.0,0.0,,3.744,1.183,,,,,,,
04/01/2016 23:00,Hackthorn,4,1,2016,H,0.0,,,6.601,,,,100.0,0.0,,4.2984,1.407,,,,,,,
05/01/2016 00:00,Hackthorn,5,1,2016,H,0.0,,,6.667,,,,100.0,0.0,,5.1372,1.56,,,,,,,
05/01/2016,Hackthorn,5,1,2016,D,0.431544,,,7.36637,8.7,6.454,,100.0,0.3,,79.1028,1.901,7.577,1.577,0.0,,0.202779,0.0,
05/01/2016 01:00,Hackthorn,5,1,2016,H,0.0,,,6.632,,,,100.0,0.1,,5.6376,1.784,,,,,,,
05/01/2016 02:00,Hackthorn,5,1,2016,H,0.0,,,6.555,,,,100.0,0.0,,5.6916,1.767,,,,,,,
05/01/2016 03:00,Hackthorn,5,1,2016,H,0.0,,,6.454,,,,100.0,0.1,,5.6916,1.881,,,,,,,
05/01/2016 04:00,Hackthorn,5,1,2016,H,0.0,,,6.677,,,,100.0,0.0,,5.9508,1.827,,,,,,,
05/01/2016 05:00,Hackthorn,5,1,2016,H,0.0,,,6.742,,,,100.0,0.0,,5.7708,1.901,,,,,,,
05/01/2016 06:00,Hackthorn,5,1,2016,H,0.0,,,6.783,,,,100.0,0.0,,4.8888,1.748,,,,,,,
05/01/2016 07:00,Hackthorn,5,1,2016,H,0.0,,,6.712,,,,100.0,0.0,,3.9348,1.287,,,,,,,
05/01/2016 08:00,Hackthorn,5,1,2016,H,6.56703e-05,,,6.899,,,,100.0,0.0,,3.924,1.306,,,,,,,
05/01/2016 09:00,Hackthorn,5,1,2016,H,0.00538655,,,7.02,,,,100.0,0.0,,2.3292,1.06,,,,,,,
05/01/2016 10:00,Hackthorn,5,1,2016,H,0.0427174,,,7.207,,,,100.0,0.0,,3.2508,1.152,,,,,,,
05/01/2016 11:00,Hackthorn,5,1,2016,H,0.0843429,,,7.716,,,,100.0,0.0,,4.0284,1.42,,,,,,,
05/01/2016 12:00,Hackthorn,5,1,2016,H,0.101829,,,8.36,,,,100.0,0.0,,4.3848,1.454,,,,,,,
05/01/2016 13:00,Hackthorn,5,1,2016,H,0.0822066,,,8.59,,,,100.0,0.0,,3.1428,1.058,,,,,,,
05/01/2016 14:00,Hackthorn,5,1,2016,H,0.0628616,,,8.7,,,,100.0,0.1,,2.6424,1.013,,,,,,,
05/01/2016 15:00,Hackthorn,5,1,2016,H,0.0398295,,,8.64,,,,100.0,0.0,,1.9548,0.719,,,,,,,
05/01/2016 16:00,Hackthorn,5,1,2016,H,0.0119552,,,8.48,,,,100.0,0.0,,2.0412,1.046,,,,,,,
05/01/2016 17:00,Hackthorn,5,1,2016,H,0.000350506,,,8.11,,,,100.0,0.0,,2.5884,1.298,,,,,,,
05/01/2016 18:00,Hackthorn,5,1,2016,H,0.0,,,7.822,,,,100.0,0.0,,1.6164,0.646,,,,,,,
05/01/2016 19:00,Hackthorn,5,1,2016,H,0.0,,,7.499,,,,100.0,0.0,,1.098,0.597,,,,,,,
05/01/2016 20:00,Hackthorn,5,1,2016,H,0.0,,,7.393,,,,100.0,0.0,,1.332,0.657,,,,,,,
05/01/2016 21:00,Hackthorn,5,1,2016,H,0.0,,,7.313,,,,100.0,0.0,,0.4824,0.61,,,,,,,
05/01/2016 22:00,Hackthorn,5,1,2016,H,0.0,,,7.196,,,,100.0,0.0,,1.1628,0.618,,,,,,,
05/01/2016 23:00,Hackthorn,5,1,2016,H,0.0,,,6.626,,,,100.0,0.0,,0.4212,0.43,,,,,,,
06/01/2016 00:00,Hackthorn,6,1,2016,H,0.0,,,6.55,,,,100.0,0.0,,0.8928,0.603,,,,,,,
06/01/2016,Hackthorn,6,1,2016,D,0.447528,,,7.07546,8.63,5.354,,100.0,1.3,,55.9296,1.82,6.992,1.1535,0.0,,0.206504,0.0,
06/01/2016 01:00,Hackthorn,6,1,2016,H,0.0,,,6.768,,,,100.0,0.1,,0.6696,0.535,,,,,,,
06/01/2016 02:00,Hackthorn,6,1,2016,H,0.0,,,7.035,,,,100.0,0.2,,2.4336,1.055,,,,,,,
06/01/2016 03:00,Hackthorn,6,1,2016,H,0.0,,,6.945,,,,100.0,0.0,,0.7704,0.58,,,,,,,
06/01/2016 04:00,Hackthorn,6,1,2016,H,0.0,,,6.691,,,,100.0,0.0,,1.0764,0.916,,,,,,,
06/01/2016 05:00,Hackthorn,6,1,2016,H,0.0,,,5.9,,,,100.0,0.0,,1.9332,1.488,,,,,,,
06/01/2016 06:00,Hackthorn,6,1,2016,H,0.0,,,6.097,,,,100.0,0.0,,1.206,0.56,,,,,,,
06/01/2016 07:00,Hackthorn,6,1,2016,H,0.0,,,6.571,,,,100.0,0.1,,1.7244,0.726,,,,,,,
06/01/2016 08:00,Hackthorn,6,1,2016,H,8.78242e-05,,,6.753,,,,100.0,0.1,,1.4688,0.691,,,,,,,
06/01/2016 09:00,Hackthorn,6,1,2016,H,0.0133398,,,6.803,,,,100.0,0.2,,1.3356,0.614,,,,,,,
06/01/2016 10:00,Hackthorn,6,1,2016,H,0.0279218,,,7.186,,,,100.0,0.6,,1.2924,0.662,,,,,,,
06/01/2016 11:00,Hackthorn,6,1,2016,H,0.0813363,,,8.07,,,,100.0,0.0,,1.6992,0.781,,,,,,,
06/01/2016 12:00,Hackthorn,6,1,2016,H,0.0840264,,,8.42,,,,100.0,0.0,,2.1996,0.923,,,,,,,
06/01/2016 13:00,Hackthorn,6,1,2016,H,0.10982,,,8.53,,,,100.0,0.0,,1.4256,0.772,,,,,,,
06/01/2016 14:00,Hackthorn,6,1,2016,H,0.0643253,,,8.63,,,,100.0,0.0,,1.8684,0.766,,,,,,,
06/01/2016 15:00,Hackthorn,6,1,2016,H,0.056073,,,8.37,,,,100.0,0.0,,2.844,1.305,,,,,,,
06/01/2016 16:00,Hackthorn,6,1,2016,H,0.010444,,,8.15,,,,100.0,0.0,,2.3112,0.774,,,,,,,
06/01/2016 17:00,Hackthorn,6,1,2016,H,0.000153495,,,7.968,,,,100.0,0.0,,4.4496,1.623,,,,,,,
06/01/2016 18:00,Hackthorn,6,1,2016,H,0.0,,,7.363,,,,100.0,0.0,,4.7556,1.82,,,,,,,
06/01/2016 19:00,Hackthorn,6,1,2016,H,0.0,,,6.874,,,,100.0,0.0,,2.502,1.037,,,,,,,
06/01/2016 20:00,Hackthorn,6,1,2016,H,0.0,,,6.692,,,,100.0,0.0,,3.1752,1.347,,,,,,,
06/01/2016 21:00,Hackthorn,6,1,2016,H,0.0,,,6.586,,,,100.0,0.0,,4.8924,1.629,,,,,,,
06/01/2016 22:00,Hackthorn,6,1,2016,H,0.0,,,5.505,,,,100.0,0.0,,4.0104,1.194,,,,,,,
06/01/2016 23:00,Hackthorn,6,1,2016,H,0.0,,,5.354,,,,100.0,0.0,,4.9932,1.657,,,,,,,
07/01/2016 00:00,Hackthorn,7,1,2016,H,0.0,,,5.429,,,,100.0,0.0,,5.3136,1.779,,,,,,,
07/01/2016,Hackthorn,7,1,2016,D,0.23211,,,5.88196,7.268,3.864,,95.6667,4.6,,275.465,6.033,5.566,0.317,0.0,,0.318422,0.0,
07/01/2016 01:00,Hackthorn,7,1,2016,H,0.0,,,5.708,,,,100.0,0.0,,6.8112,2.398,,,,,,,
07/01/2016 02:00,Hackthorn,7,1,2016,H,0.0,,,5.728,,,,100.0,0.0,,8.4024,2.71,,,,,,,
07/01/2016 03:00,Hackthorn,7,1,2016,H,0.0,,,5.662,,,,100.0,0.0,,9.0144,3.004,,,,,,,
07/01/2016 04:00,Hackthorn,7,1,2016,H,0.0,,,5.9,,,,99.7,0.0,,9.018,2.826,,,,,,,
07/01/2016 05:00,Hackthorn,7,1,2016,H,0.0,,,6.651,,,,98.6,0.1,,9.1836,2.86,,,,,,,
07/01/2016 06:00,Hackthorn,7,1,2016,H,0.0,,,6.763,,,,99.8,0.4,,10.9044,3.524,,,,,,,
07/01/2016 07:00,Hackthorn,7,1,2016,H,0.0,,,6.48,,,,100.0,0.7,,12.7656,5.348,,,,,,,
07/01/2016 08:00,Hackthorn,7,1,2016,H,4.35165e-05,,,6.162,,,,100.0,0.2,,15.7608,4.753,,,,,,,
07/01/2016 09:00,Hackthorn,7,1,2016,H,0.00258409,,,6.163,,,,100.0,0.0,,14.0148,4.287,,,,,,,
07/01/2016 10:00,Hackthorn,7,1,2016,H,0.0106259,,,6.147,,,,99.7,0.0,,10.1088,3.479,,,,,,,
07/01/2016 11:00,Hackthorn,7,1,2016,H,0.0350822,,,6.374,,,,100.0,0.1,,7.6572,2.818,,,,,,,
07/01/2016 12:00,Hackthorn,7,1,2016,H,0.0559701,,,6.838,,,,100.0,0.1,,3.9348,1.323,,,,,,,
07/01/2016 13:00,Hackthorn,7,1,2016,H,0.0319886,,,7.268,,,,100.0,1.3,,12.1032,5.715,,,,,,,
07/01/2016 14:00,Hackthorn,7,1,2016,H,0.0239974,,,6.339,,,,100.0,1.6,,18.2772,6.033,,,,,,,
07/01/2016 15:00,Hackthorn,7,1,2016,H,0.0406048,,,6.323,,,,92.8,0.1,,18.6732,5.993,,,,,,,
07/01/2016 16:00,Hackthorn,7,1,2016,H,0.0299868,,,6.909,,,,81.7,0.0,,16.2792,5.08,,,,,,,
07/01/2016 17:00,Hackthorn,7,1,2016,H,0.00122637,,,6.581,,,,82.6,0.0,,15.8184,5.539,,,,,,,
07/01/2016 18:00,Hackthorn,7,1,2016,H,0.0,,,6.031,,,,83.8,0.0,,14.706,4.894,,,,,,,
07/01/2016 19:00,Hackthorn,7,1,2016,H,0.0,,,5.314,,,,89.6,0.0,,13.4172,4.594,,,,,,,
07/01/2016 20:00,Hackthorn,7,1,2016,H,0.0,,,4.395,,,,90.7,0.0,,9.6588,3.357,,,,,,,
07/01/2016 21:00,Hackthorn,7,1,2016,H,0.0,,,4.102,,,,92.7,0.0,,9.792,3.541,,,,,,,
07/01/2016 22:00,Hackthorn,7,1,2016,H,0.0,,,4.036,,,,92.8,0.0,,13.2876,4.488,,,,,,,
07/01/2016 23:00,Hackthorn,7,1,2016,H,0.0,,,3.864,,,,91.5,0.0,,10.5624,3.658,,,,,,,
08/01/2016 00:00,Hackthorn,8,1,2016,H,4.35165e-05,,,3.328,,,,90.9,0.0,,8.7732,3.198,,,,,,,
08/01/2016,Hackthorn,8,1,2016,D,0.945522,,,3.80342,7.695,1.145,,94.7375,0.0,,136.462,3.385,4.42,0.42375,0.0,,0.166308,-0.166308,
08/01/2016 01:00,Hackthorn,8,1,2016,H,4.35165e-05,,,2.499,,,,92.3,0.0,,4.1292,2.067,,,,,,,
08/01/2016 02:00,Hackthorn,8,1,2016,H,0.000131341,,,1.377,,,,94.0,0.0,,2.4732,0.917,,,,,,,
08/01/2016 03:00,Hackthorn,8,1,2016,H,0.000174857,,,1.145,,,,95.6,0.0,,6.5736,2.764,,,,,,,
08/01/2016 04:00,Hackthorn,8,1,2016,H,0.000174857,,,2.116,,,,94.1,0.0,,8.9172,3.156,,,,,,,
08/01/2016 05:00,Hackthorn,8,1,2016,H,6.56703e-05,,,2.555,,,,93.5,0.0,,6.8868,2.741,,,,,,,
08/01/2016 06:00,Hackthorn,8,1,2016,H,0.000153495,,,2.061,,,,94.6,0.0,,3.3984,1.465,,,,,,,
08/01/2016 07:00,Hackthorn,8,1,2016,H,8.78242e-05,,,2.014,,,,95.9,0.0,,4.3956,1.563,,,,,,,
08/01/2016 08:00,Hackthorn,8,1,2016,H,0.000547517,,,2.237,,,,96.4,0.0,,4.5468,1.612,,,,,,,
08/01/2016 09:00,Hackthorn,8,1,2016,H,0.0306198,,,1.18,,,,98.0,0.0,,4.6332,1.668,,,,,,,
08/01/2016 10:00,Hackthorn,8,1,2016,H,0.171297,,,2.111,,,,98.0,0.0,,3.9528,1.433,,,,,,,
08/01/2016 11:00,Hackthorn,8,1,2016,H,0.269169,,,5.198,,,,92.1,0.0,,8.3916,2.782,,,,,,,
08/01/2016 12:00,Hackthorn,8,1,2016,H,0.186251,,,5.566,,,,91.0,0.0,,8.982,3.385,,,,,,,
08/01/2016 13:00,Hackthorn,8,1,2016,H,0.0826022,,,5.561,,,,93.0,0.0,,8.8128,2.854,,,,,,,
08/01/2016 14:00,Hackthorn,8,1,2016,H,0.106655,,,5.762,,,,94.4,0.0,,6.8436,2.528,,,,,,,
08/01/2016 15:00,Hackthorn,8,1,2016,H,0.0834725,,,7.695,,,,91.6,0.0,,9.144,3.123,,,,,,,
08/01/2016 16:00,Hackthorn,8,1,2016,H,0.0125881,,,7.65,,,,90.6,0.0,,7.2324,2.347,,,,,,,
08/01/2016 17:00,Hackthorn,8,1,2016,H,0.00113855,,,7.212,,,,92.0,0.0,,6.21,2.129,,,,,,,
08/01/2016 18:00,Hackthorn,8,1,2016,H,0.0,,,6.344,,,,93.9,0.0,,5.5872,1.789,,,,,,,
08/01/2016 19:00,Hackthorn,8,1,2016,H,0.0,,,5.128,,,,95.6,0.0,,4.3344,1.393,,,,,,,
08/01/2016 20:00,Hackthorn,8,1,2016,H,2.21539e-05,,,3.784,,,,97.7,0.0,,3.5568,1.264,,,,,,,
08/01/2016 21:00,Hackthorn,8,1,2016,H,4.35165e-05,,,3.632,,,,99.1,0.0,,3.1068,1.036,,,,,,,
08/01/2016 22:00,Hackthorn,8,1,2016,H,0.000131341,,,2.677,,,,99.5,0.0,,2.5236,0.854,,,,,,,
08/01/2016 23:00,Hackthorn,8,1,2016,H,0.000109187,,,2.45,,,,99.9,0.0,,3.0564,1.095,,,,,,,
09/01/2016 00:00,Hackthorn,9,1,2016,H,0.000109187,,,2.449,,,,100.0,0.0,,2.8476,0.942,,,,,,,
09/01/2016,Hackthorn,9,1,2016,D,0.456368,,,5.90083,8.81,2.449,,99.3458,0.3,,183.524,5.47,5.6295,0.7025,0.0,,0.184177,0.0,
09/01/2016 01:00,Hackthorn,9,1,2016,H,2.21539e-05,,,2.833,,,,100.0,0.0,,3.4452,1.452,,,,,,,
