EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,measurement_no,leaf_length_cm,leaf_width_cm,leaf_ligule,stem_count,canopy_height,stem_id,field_flowering_score
35,17/09/2014,,eey9,1,6,61,1.9,1,,,,
35,17/09/2014,,eey9,1,7,57.3,1.7,1,,,,
35,17/09/2014,,eey9,1,8,43.1,1.5,1,,,,
35,17/09/2014,,eey9,1,9,28.3,1.1,1,,,,
35,17/09/2014,,eey9,1,10,11.8,0.5,1,,,,
35,23/09/2014,,eey9,1,0,,,,93,188,,
35,23/09/2014,,eey9,1,3,41.5,1.5,0,,,,
35,23/09/2014,,eey9,1,4,59.4,1.7,1,,,,
35,23/09/2014,,eey9,1,5,59.8,1.7,1,,,,
35,23/09/2014,,eey9,1,6,61,1.9,1,,,,
35,23/09/2014,,eey9,1,7,57.3,1.7,1,,,,
35,23/09/2014,,eey9,1,8,43.1,1.5,1,,,,
35,23/09/2014,,eey9,1,9,28.3,1.1,1,,,,
35,23/09/2014,,eey9,1,10,11.8,0.5,1,,,,
35,24/10/2014,,eey9,1,0,,,,85,153,,
35,05/11/2014,,eey9,1,0,,,,76,156,,
35,06/06/2014,,eey9,2,0,,,,49,61,,
35,06/06/2014,,eey9,2,1,13,1.4,1,,,,
35,06/06/2014,,eey9,2,2,23.4,1.5,1,,,,
35,06/06/2014,,eey9,2,3,34.5,2,1,,,,
35,06/06/2014,,eey9,2,4,35.2,1.8,1,,,,
35,06/06/2014,,eey9,2,5,38,1.7,0,,,,
35,06/06/2014,,eey9,2,6,30,1.4,0,,,,
35,06/06/2014,,eey9,2,7,17.5,0.7,0,,,,
35,13/06/2014,,eey9,2,0,,,,49,74,,
35,13/06/2014,,eey9,2,1,13,1.4,1,,,,
35,13/06/2014,,eey9,2,2,23.4,1.5,1,,,,
35,13/06/2014,,eey9,2,3,34.5,2,1,,,,
35,13/06/2014,,eey9,2,4,35.2,1.8,1,,,,
35,13/06/2014,,eey9,2,5,39.3,1.9,1,,,,
35,13/06/2014,,eey9,2,6,41.5,2,0,,,,
35,13/06/2014,,eey9,2,7,32.4,1.6,0,,,,
35,22/06/2014,,eey9,2,0,,,,44,110,,
35,22/06/2014,,eey9,2,1,13,1.4,1,,,,
35,22/06/2014,,eey9,2,2,23.4,1.5,1,,,,
35,22/06/2014,,eey9,2,3,34.5,2,1,,,,
35,22/06/2014,,eey9,2,4,35.2,1.8,1,,,,
35,22/06/2014,,eey9,2,5,39.3,1.9,1,,,,
35,22/06/2014,,eey9,2,6,44,1.9,1,,,,
35,22/06/2014,,eey9,2,7,49,1.9,1,,,,
35,22/06/2014,,eey9,2,8,42.3,1.7,0,,,,
35,22/06/2014,,eey9,2,9,26.1,1,0,,,,
35,22/06/2014,,eey9,2,10,10.7,0.2,0,,,,
35,26/06/2014,,eey9,2,0,,,,46,113,,
35,26/06/2014,,eey9,2,1,13,1.4,1,,,,
35,26/06/2014,,eey9,2,2,23.4,1.5,1,,,,
35,26/06/2014,,eey9,2,3,34.5,2,1,,,,
35,26/06/2014,,eey9,2,4,35.2,1.8,1,,,,
35,26/06/2014,,eey9,2,5,39.3,1.9,1,,,,
35,26/06/2014,,eey9,2,6,44,1.9,1,,,,
35,26/06/2014,,eey9,2,7,49,1.9,1,,,,
35,26/06/2014,,eey9,2,8,51.1,1.7,0,,,,
35,26/06/2014,,eey9,2,9,36.7,1.4,0,,,,
35,26/06/2014,,eey9,2,10,23,0.7,0,,,,
35,04/07/2014,,eey9,2,0,,,,63,127,,
35,04/07/2014,,eey9,2,1,13,1.4,1,,,,
35,04/07/2014,,eey9,2,2,23.4,1.5,1,,,,
35,04/07/2014,,eey9,2,3,34.5,2,1,,,,
35,04/07/2014,,eey9,2,4,35.2,1.8,1,,,,
35,04/07/2014,,eey9,2,5,39.3,1.9,1,,,,
35,04/07/2014,,eey9,2,6,44,1.9,1,,,,
35,04/07/2014,,eey9,2,7,49,1.9,1,,,,
35,04/07/2014,,eey9,2,8,51.9,1.8,1,,,,
35,04/07/2014,,eey9,2,9,50.6,1.6,0,,,,
35,04/07/2014,,eey9,2,10,37,1.2,0,,,,
35,04/07/2014,,eey9,2,11,17.3,0.6,0,,,,
35,07/07/2014,,eey9,2,0,,,,56,131,,
35,07/07/2014,,eey9,2,1,13,1.4,1,,,,
35,07/07/2014,,eey9,2,2,23.4,1.5,1,,,,
35,07/07/2014,,eey9,2,3,34.5,2,1,,,,
35,07/07/2014,,eey9,2,4,35.2,1.8,1,,,,
35,07/07/2014,,eey9,2,5,39.3,1.9,1,,,,
35,07/07/2014,,eey9,2,6,44,1.9,1,,,,
35,07/07/2014,,eey9,2,7,49,1.9,1,,,,
35,07/07/2014,,eey9,2,8,51.9,1.8,1,,,,
35,07/07/2014,,eey9,2,9,50.4,1.8,0,,,,
35,07/07/2014,,eey9,2,10,40.9,1.5,0,,,,
35,07/07/2014,,eey9,2,11,23,0.9,0,,,,
35,07/07/2014,,eey9,2,12,7.5,0.1,0,,,,
35,14/07/2014,,eey9,2,0,,,,59,143,,
35,14/07/2014,,eey9,2,1,13,1.4,1,,,,
35,14/07/2014,,eey9,2,2,23.4,1.5,1,,,,
35,14/07/2014,,eey9,2,3,34.5,2,1,,,,
35,14/07/2014,,eey9,2,4,35.2,1.8,1,,,,
35,14/07/2014,,eey9,2,5,39.3,1.9,1,,,,
35,14/07/2014,,eey9,2,6,44,1.9,1,,,,
35,14/07/2014,,eey9,2,7,49,1.9,1,,,,
35,14/07/2014,,eey9,2,8,51.9,1.8,1,,,,
35,14/07/2014,,eey9,2,9,51.3,1.7,1,,,,
35,14/07/2014,,eey9,2,10,41.4,1.5,1,,,,
35,14/07/2014,,eey9,2,11,26.7,1,1,,,,
35,14/07/2014,,eey9,2,12,11.1,0.4,0,,,,
35,25/07/2014,,eey9,2,0,,,,58,157,,
35,25/07/2014,,eey9,2,1,13,1.4,1,,,,
35,25/07/2014,,eey9,2,2,23.4,1.5,1,,,,
35,25/07/2014,,eey9,2,3,34.5,2,1,,,,
35,25/07/2014,,eey9,2,4,35.2,1.8,1,,,,
35,25/07/2014,,eey9,2,5,39.3,1.9,1,,,,
35,25/07/2014,,eey9,2,6,44,1.9,1,,,,
35,25/07/2014,,eey9,2,7,49,1.9,1,,,,
35,25/07/2014,,eey9,2,8,51.9,1.8,1,,,,
35,25/07/2014,,eey9,2,9,51.3,1.7,1,,,,
35,25/07/2014,,eey9,2,10,41.4,1.5,1,,,,
35,25/07/2014,,eey9,2,11,26.7,1,1,,,,
35,25/07/2014,,eey9,2,12,12.4,0.5,1,,,,
35,30/07/2014,,eey9,2,0,,,,60,164,,
35,30/07/2014,,eey9,2,1,13,1.4,1,,,,
35,30/07/2014,,eey9,2,2,23.4,1.5,1,,,,
35,30/07/2014,,eey9,2,3,34.5,2,1,,,,
35,30/07/2014,,eey9,2,4,35.2,1.8,1,,,,
35,30/07/2014,,eey9,2,5,39.3,1.9,1,,,,
35,30/07/2014,,eey9,2,6,44,1.9,1,,,,
35,30/07/2014,,eey9,2,7,49,1.9,1,,,,
35,30/07/2014,,eey9,2,8,51.9,1.8,1,,,,
35,30/07/2014,,eey9,2,9,51.3,1.7,1,,,,
35,30/07/2014,,eey9,2,10,41.4,1.5,1,,,,
35,30/07/2014,,eey9,2,11,26.7,1,1,,,,
35,30/07/2014,,eey9,2,12,12.4,0.5,1,,,,
35,08/08/2014,,eey9,2,0,,,,56,164,,
35,08/08/2014,,eey9,2,1,13,1.4,1,,,,
35,08/08/2014,,eey9,2,2,23.4,1.5,1,,,,
35,08/08/2014,,eey9,2,3,34.5,2,1,,,,
35,08/08/2014,,eey9,2,4,35.2,1.8,1,,,,
35,08/08/2014,,eey9,2,5,39.3,1.9,1,,,,
35,08/08/2014,,eey9,2,6,44,1.9,1,,,,
35,08/08/2014,,eey9,2,7,49,1.9,1,,,,
35,08/08/2014,,eey9,2,8,51.9,1.8,1,,,,
35,08/08/2014,,eey9,2,9,51.3,1.7,1,,,,
35,08/08/2014,,eey9,2,10,41.4,1.5,1,,,,
35,08/08/2014,,eey9,2,11,26.7,1,1,,,,
35,08/08/2014,,eey9,2,12,12.4,0.5,1,,,,
35,15/08/2014,,eey9,2,0,,,,58,165,,
35,15/08/2014,,eey9,2,1,13,1.4,1,,,,
35,15/08/2014,,eey9,2,2,23.4,1.5,1,,,,
35,15/08/2014,,eey9,2,3,34.5,2,1,,,,
35,15/08/2014,,eey9,2,4,35.2,1.8,1,,,,
35,15/08/2014,,eey9,2,5,39.3,1.9,1,,,,
35,15/08/2014,,eey9,2,6,44,1.9,1,,,,
35,15/08/2014,,eey9,2,7,49,1.9,1,,,,
35,15/08/2014,,eey9,2,8,51.9,1.8,1,,,,
35,15/08/2014,,eey9,2,9,51.3,1.7,1,,,,
35,15/08/2014,,eey9,2,10,41.4,1.5,1,,,,
35,15/08/2014,,eey9,2,11,26.7,1,1,,,,
35,15/08/2014,,eey9,2,12,12.4,0.5,1,,,,
35,23/08/2014,,eey9,2,0,,,,54,165,,
35,23/08/2014,,eey9,2,1,13,1.4,1,,,,
35,23/08/2014,,eey9,2,2,23.4,1.5,1,,,,
35,23/08/2014,,eey9,2,3,34.5,2,1,,,,
35,23/08/2014,,eey9,2,4,35.2,1.8,1,,,,
35,23/08/2014,,eey9,2,5,39.3,1.9,1,,,,
35,23/08/2014,,eey9,2,6,44,1.9,1,,,,
35,23/08/2014,,eey9,2,7,49,1.9,1,,,,
35,23/08/2014,,eey9,2,8,51.9,1.8,1,,,,
35,23/08/2014,,eey9,2,9,51.3,1.7,1,,,,
35,23/08/2014,,eey9,2,10,41.4,1.5,1,,,,
35,23/08/2014,,eey9,2,11,26.7,1,1,,,,
35,23/08/2014,,eey9,2,12,12.4,0.5,1,,,,
35,26/08/2014,,eey9,2,0,,,,59,165,,
35,26/08/2014,,eey9,2,1,13,1.4,1,,,,
35,26/08/2014,,eey9,2,2,23.4,1.5,1,,,,
35,26/08/2014,,eey9,2,3,34.5,2,1,,,,
35,26/08/2014,,eey9,2,4,35.2,1.8,1,,,,
35,26/08/2014,,eey9,2,5,39.3,1.9,1,,,,
35,26/08/2014,,eey9,2,6,44,1.9,1,,,,
35,26/08/2014,,eey9,2,7,49,1.9,1,,,,
35,26/08/2014,,eey9,2,8,51.9,1.8,1,,,,
35,26/08/2014,,eey9,2,9,51.3,1.7,1,,,,
35,26/08/2014,,eey9,2,10,41.4,1.5,1,,,,
35,26/08/2014,,eey9,2,11,26.7,1,1,,,,
35,26/08/2014,,eey9,2,12,12.4,0.5,1,,,,
35,01/09/2014,,eey9,2,0,,,,59,165,,
35,01/09/2014,,eey9,2,1,13,1.4,1,,,,
35,01/09/2014,,eey9,2,2,23.4,1.5,1,,,,
35,01/09/2014,,eey9,2,3,34.5,2,1,,,,
35,01/09/2014,,eey9,2,4,35.2,1.8,1,,,,
35,01/09/2014,,eey9,2,5,39.3,1.9,1,,,,
35,01/09/2014,,eey9,2,6,44,1.9,1,,,,
35,01/09/2014,,eey9,2,7,49,1.9,1,,,,
35,01/09/2014,,eey9,2,8,51.9,1.8,1,,,,
35,01/09/2014,,eey9,2,9,51.3,1.7,1,,,,
35,01/09/2014,,eey9,2,10,41.4,1.5,1,,,,
35,01/09/2014,,eey9,2,11,26.7,1,1,,,,
35,01/09/2014,,eey9,2,12,12.4,0.5,1,,,,
35,13/09/2014,,eey9,2,0,,,,61,168,,
35,13/09/2014,,eey9,2,1,13,1.4,1,,,,
35,13/09/2014,,eey9,2,2,23.4,1.5,1,,,,
35,13/09/2014,,eey9,2,3,34.5,2,1,,,,
35,13/09/2014,,eey9,2,4,35.2,1.8,1,,,,
35,13/09/2014,,eey9,2,5,39.3,1.9,1,,,,
35,13/09/2014,,eey9,2,6,44,1.9,1,,,,
35,13/09/2014,,eey9,2,7,49,1.9,1,,,,
35,13/09/2014,,eey9,2,8,51.9,1.8,1,,,,
35,13/09/2014,,eey9,2,9,51.3,1.7,1,,,,
35,13/09/2014,,eey9,2,10,41.4,1.5,1,,,,
35,13/09/2014,,eey9,2,11,26.7,1,1,,,,
35,13/09/2014,,eey9,2,12,12.4,0.5,1,,,,
35,17/09/2014,,eey9,2,0,,,,57,163,,
35,17/09/2014,,eey9,2,6,44,1.9,1,,,,
35,17/09/2014,,eey9,2,7,49,1.9,1,,,,
35,17/09/2014,,eey9,2,8,51.9,1.8,1,,,,
35,17/09/2014,,eey9,2,9,51.3,1.7,1,,,,
35,17/09/2014,,eey9,2,10,41.4,1.5,1,,,,
35,17/09/2014,,eey9,2,11,26.7,1,1,,,,
35,17/09/2014,,eey9,2,12,12.4,0.5,1,,,,
35,23/09/2014,,eey9,2,0,,,,52,165,,
35,23/09/2014,,eey9,2,7,49,1.9,1,,,,
35,23/09/2014,,eey9,2,8,51.9,1.8,1,,,,
35,23/09/2014,,eey9,2,9,51.3,1.7,1,,,,
35,23/09/2014,,eey9,2,10,41.4,1.5,1,,,,
35,23/09/2014,,eey9,2,11,26.7,1,1,,,,
35,23/09/2014,,eey9,2,12,12.4,0.5,1,,,,
35,24/10/2014,,eey9,2,0,,,,48,152,,
35,05/11/2014,,eey9,2,0,,,,49,153,,
35,06/06/2014,,eey9,3,0,,,,32,49,,
35,06/06/2014,,eey9,3,1,9,0.9,1,,,,
35,06/06/2014,,eey9,3,2,22.5,0.9,1,,,,
35,06/06/2014,,eey9,3,3,29,1.2,1,,,,
35,06/06/2014,,eey9,3,4,31,1.5,1,,,,
35,06/06/2014,,eey9,3,5,33.5,1.6,1,,,,
35,06/06/2014,,eey9,3,6,22.5,1.6,0,,,,
35,06/06/2014,,eey9,3,7,13.6,0.8,0,,,,
35,13/06/2014,,eey9,3,0,,,,28,55,,
35,13/06/2014,,eey9,3,1,9,0.9,1,,,,
35,13/06/2014,,eey9,3,2,22.5,0.9,1,,,,
35,13/06/2014,,eey9,3,3,29,1.2,1,,,,
35,13/06/2014,,eey9,3,4,31,1.5,1,,,,
35,13/06/2014,,eey9,3,5,33.5,1.6,1,,,,
35,13/06/2014,,eey9,3,6,32.4,1.7,0,,,,
35,13/06/2014,,eey9,3,7,24.1,1.4,0,,,,
35,22/06/2014,,eey9,3,0,,,,27,88,,
35,22/06/2014,,eey9,3,1,9,0.9,1,,,,
35,22/06/2014,,eey9,3,2,22.5,0.9,1,,,,
35,22/06/2014,,eey9,3,3,29,1.2,1,,,,
35,22/06/2014,,eey9,3,4,31,1.5,1,,,,
35,22/06/2014,,eey9,3,5,33.5,1.6,1,,,,
35,22/06/2014,,eey9,3,6,36.7,1.7,1,,,,
35,22/06/2014,,eey9,3,7,35,1.7,0,,,,
35,22/06/2014,,eey9,3,8,29.5,1.3,0,,,,
35,26/06/2014,,eey9,3,0,,,,28,93,,
35,26/06/2014,,eey9,3,1,9,0.9,1,,,,
35,26/06/2014,,eey9,3,2,22.5,0.9,1,,,,
35,26/06/2014,,eey9,3,3,29,1.2,1,,,,
35,26/06/2014,,eey9,3,4,31,1.5,1,,,,
35,26/06/2014,,eey9,3,5,33.5,1.6,1,,,,
35,26/06/2014,,eey9,3,6,36.7,1.7,1,,,,
35,26/06/2014,,eey9,3,7,40.4,1.7,1,,,,
35,26/06/2014,,eey9,3,8,37,1.3,0,,,,
35,04/07/2014,,eey9,3,0,,,,28,108,,
35,04/07/2014,,eey9,3,1,9,0.9,1,,,,
35,04/07/2014,,eey9,3,2,22.5,0.9,1,,,,
35,04/07/2014,,eey9,3,3,29,1.2,1,,,,
35,04/07/2014,,eey9,3,4,31,1.5,1,,,,
35,04/07/2014,,eey9,3,5,33.5,1.6,1,,,,
35,04/07/2014,,eey9,3,6,36.7,1.7,1,,,,
35,04/07/2014,,eey9,3,7,40.4,1.7,1,,,,
35,04/07/2014,,eey9,3,8,37,1.3,1,,,,
35,04/07/2014,,eey9,3,9,17.6,1.2,0,,,,
35,04/07/2014,,eey9,3,10,18.7,1,0,,,,
35,04/07/2014,,eey9,3,11,9,0.2,0,,,,
35,07/07/2014,,eey9,3,0,,,,31,121,,
35,07/07/2014,,eey9,3,1,17,1.2,1,,,,
35,07/07/2014,,eey9,3,2,31.3,1.4,1,,,,
35,07/07/2014,,eey9,3,3,71,1.6,1,,,,
35,07/07/2014,,eey9,3,4,54.2,1.7,1,,,,
35,07/07/2014,,eey9,3,5,55.6,1.7,1,,,,
35,07/07/2014,,eey9,3,6,58.9,1.8,1,,,,
35,07/07/2014,,eey9,3,7,52.1,1.7,0,,,,
35,07/07/2014,,eey9,3,8,35.1,1.3,0,,,,
35,07/07/2014,,eey9,3,9,12.4,0.3,0,,,,
35,07/07/2014,,eey9,3,10,9,0.2,0,,,,
35,14/07/2014,,eey9,3,0,,,,32,125,,
35,14/07/2014,,eey9,3,1,17,1.2,1,,,,
35,14/07/2014,,eey9,3,2,31.3,1.4,1,,,,
35,14/07/2014,,eey9,3,3,71,1.6,1,,,,
35,14/07/2014,,eey9,3,4,54.2,1.7,1,,,,
35,14/07/2014,,eey9,3,5,55.6,1.7,1,,,,
35,14/07/2014,,eey9,3,6,58.9,1.8,1,,,,
35,14/07/2014,,eey9,3,7,57.6,1.7,1,,,,
35,14/07/2014,,eey9,3,8,50.5,1.6,0,,,,
35,14/07/2014,,eey9,3,9,32.4,1.1,0,,,,
35,14/07/2014,,eey9,3,10,19.7,0.7,0,,,,
35,25/07/2014,,eey9,3,0,,,,34,146,,
35,25/07/2014,,eey9,3,1,17,1.2,1,,,,
35,25/07/2014,,eey9,3,2,31.3,1.4,1,,,,
35,25/07/2014,,eey9,3,3,71,1.6,1,,,,
35,25/07/2014,,eey9,3,4,54.2,1.7,1,,,,
35,25/07/2014,,eey9,3,5,55.6,1.7,1,,,,
35,25/07/2014,,eey9,3,6,58.9,1.8,1,,,,
35,25/07/2014,,eey9,3,7,57.6,1.7,1,,,,
35,25/07/2014,,eey9,3,8,55.7,1.7,1,,,,
35,25/07/2014,,eey9,3,9,47.9,1.4,1,,,,
35,25/07/2014,,eey9,3,10,36.3,1,1,,,,
35,25/07/2014,,eey9,3,11,17.5,0.5,1,,,,
35,30/07/2014,,eey9,3,0,,,,33,159,,
35,30/07/2014,,eey9,3,1,17,1.2,1,,,,
35,30/07/2014,,eey9,3,2,31.3,1.4,1,,,,
35,30/07/2014,,eey9,3,3,71,1.6,1,,,,
35,30/07/2014,,eey9,3,4,54.2,1.7,1,,,,
35,30/07/2014,,eey9,3,5,55.6,1.7,1,,,,
