EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,measurement_no,leaf_length_cm,leaf_width_cm,leaf_ligule,stem_count,canopy_height,stem_id,field_flowering_score
35,03/05/2011,,,0,0,,,,,13.5,,
35,03/05/2011,,,0,0,,,,,12.5,,
35,03/05/2011,,,0,0,,,,,14.0,,
35,03/05/2011,,,0,0,,,,,17.0,,
36,03/05/2011,,,0,0,,,,,24.0,,
36,03/05/2011,,,0,0,,,,,33.5,,
36,03/05/2011,,,0,0,,,,,33.0,,
36,03/05/2011,,,0,0,,,,,21.0,,
39,03/05/2011,,,0,0,,,,,25.0,,
39,03/05/2011,,,0,0,,,,,33.0,,
39,03/05/2011,,,0,0,,,,,25.0,,
39,03/05/2011,,,0,0,,,,,34.0,,
40,03/05/2011,,,0,0,,,,,16.0,,
40,03/05/2011,,,0,0,,,,,24.0,,
40,03/05/2011,,,0,0,,,,,17.0,,
40,03/05/2011,,,0,0,,,,,28.0,,
42,03/05/2011,,,0,0,,,,,25.5,,
42,03/05/2011,,,0,0,,,,,35.5,,
42,03/05/2011,,,0,0,,,,,32.0,,
42,03/05/2011,,,0,0,,,,,36.0,,
44,03/05/2011,,,0,0,,,,,21.0,,
44,03/05/2011,,,0,0,,,,,27.0,,
44,03/05/2011,,,0,0,,,,,22.0,,
44,03/05/2011,,,0,0,,,,,28.0,,
46,03/05/2011,,,0,0,,,,,29.0,,
46,03/05/2011,,,0,0,,,,,33.0,,
46,03/05/2011,,,0,0,,,,,31.0,,
46,03/05/2011,,,0,0,,,,,18.0,,
48,03/05/2011,,,0,0,,,,,20.5,,
48,03/05/2011,,,0,0,,,,,9.5,,
48,03/05/2011,,,0,0,,,,,19.0,,
48,03/05/2011,,,0,0,,,,,18.0,,
50,03/05/2011,,,0,0,,,,,6.5,,
50,03/05/2011,,,0,0,,,,,19.0,,
50,03/05/2011,,,0,0,,,,,20.0,,
50,03/05/2011,,,0,0,,,,,22.0,,
51,03/05/2011,,,0,0,,,,,13.5,,
51,03/05/2011,,,0,0,,,,,27.0,,
51,03/05/2011,,,0,0,,,,,17.0,,
51,03/05/2011,,,0,0,,,,,18.0,,
53,03/05/2011,,,0,0,,,,,35.5,,
53,03/05/2011,,,0,0,,,,,34.5,,
53,03/05/2011,,,0,0,,,,,36.0,,
53,03/05/2011,,,0,0,,,,,8.0,,
56,03/05/2011,,,0,0,,,,,32.0,,
56,03/05/2011,,,0,0,,,,,26.0,,
56,03/05/2011,,,0,0,,,,,34.0,,
56,03/05/2011,,,0,0,,,,,32.0,,
57,03/05/2011,,,0,0,,,,,21.0,,
57,03/05/2011,,,0,0,,,,,29.0,,
57,03/05/2011,,,0,0,,,,,33.0,,
57,03/05/2011,,,0,0,,,,,31.0,,
58,03/05/2011,,,0,0,,,,,27.0,,
58,03/05/2011,,,0,0,,,,,4.0,,
58,03/05/2011,,,0,0,,,,,28.0,,
58,03/05/2011,,,0,0,,,,,20.0,,
61,03/05/2011,,,0,0,,,,,13.0,,
61,03/05/2011,,,0,0,,,,,11.0,,
61,03/05/2011,,,0,0,,,,,14.0,,
61,03/05/2011,,,0,0,,,,,13.0,,
62,03/05/2011,,,0,0,,,,,34.5,,
62,03/05/2011,,,0,0,,,,,33.0,,
62,03/05/2011,,,0,0,,,,,30.5,,
62,03/05/2011,,,0,0,,,,,34.5,,
35,17/05/2011,,,0,0,,,,,23.0,,
35,17/05/2011,,,0,0,,,,,18.0,,
35,17/05/2011,,,0,0,,,,,24.0,,
35,17/05/2011,,,0,0,,,,,31.0,,
36,17/05/2011,,,0,0,,,,,45.0,,
36,17/05/2011,,,0,0,,,,,72.0,,
36,17/05/2011,,,0,0,,,,,54.0,,
36,17/05/2011,,,0,0,,,,,35.0,,
39,17/05/2011,,,0,0,,,,,55.0,,
39,17/05/2011,,,0,0,,,,,63.0,,
39,17/05/2011,,,0,0,,,,,48.0,,
39,17/05/2011,,,0,0,,,,,66.0,,
40,17/05/2011,,,0,0,,,,,28.0,,
40,17/05/2011,,,0,0,,,,,57.0,,
40,17/05/2011,,,0,0,,,,,36.0,,
40,17/05/2011,,,0,0,,,,,49.0,,
42,17/05/2011,,,0,0,,,,,45.0,,
42,17/05/2011,,,0,0,,,,,61.0,,
42,17/05/2011,,,0,0,,,,,60.0,,
42,17/05/2011,,,0,0,,,,,85.0,,
44,17/05/2011,,,0,0,,,,,55.0,,
44,17/05/2011,,,0,0,,,,,53.0,,
44,17/05/2011,,,0,0,,,,,38.0,,
44,17/05/2011,,,0,0,,,,,43.0,,
46,17/05/2011,,,0,0,,,,,43.0,,
46,17/05/2011,,,0,0,,,,,48.0,,
46,17/05/2011,,,0,0,,,,,48.0,,
46,17/05/2011,,,0,0,,,,,30.0,,
48,17/05/2011,,,0,0,,,,,23.0,,
48,17/05/2011,,,0,0,,,,,13.0,,
48,17/05/2011,,,0,0,,,,,34.0,,
48,17/05/2011,,,0,0,,,,,35.0,,
50,17/05/2011,,,0,0,,,,,16.0,,
50,17/05/2011,,,0,0,,,,,29.0,,
50,17/05/2011,,,0,0,,,,,27.0,,
50,17/05/2011,,,0,0,,,,,30.0,,
51,17/05/2011,,,0,0,,,,,18.0,,
